s1g	s1gp	s1chr	s1gi	s2g	s2gp	s2chr	s2gi	clg	clg2
BL14877	28424493	BFL_3	2483	ENSLOCG00000011517	29329863	LG5	2596	Q	Q
BL14876	28440549	BFL_3	2484	ENSLOCG00000004926	6963127	LG5	2371	Q	Q
BL14875	28443343	BFL_3	2485	ENSLOCG00000005710	8140695	LG5	2388	Q	Q
BL14872	28468173	BFL_3	2487	ENSLOCG00000011296	28691573	LG5	2586	Q	Q
BL14852	28822102	BFL_3	2493	ENSLOCG00000004981	7019375	LG5	2374	Q	Q
BL14851	28845546	BFL_3	2494	ENSLOCG00000004863	6568500	LG5	2368	Q	Q
BL14850	28879439	BFL_3	2495	ENSLOCG00000012484	35769038	LG5	2637	Q	Q
BL14845	28983162	BFL_3	2499	ENSLOCG00000008610	16030942	LG5	2476	Q	Q
BL14844	29022463	BFL_3	2500	ENSLOCG00000008593	16019070	LG5	2475	Q	Q
BL14812	29763807	BFL_3	2507	ENSLOCG00000009123	17809725	LG5	2494	Q	Q
BL14811	29777630	BFL_3	2508	ENSLOCG00000006391	9834098	LG5	2410	Q	Q
BL14809	29801111	BFL_3	2509	ENSLOCG00000009521	18834823	LG5	2506	Q	Q
BL14807	29981630	BFL_3	2510	ENSLOCG00000008348	14982233	LG5	2468	Q	Q
BL14803	30033969	BFL_3	2513	ENSLOCG00000006105	8702391	LG5	2399	Q	Q
BL14802	30050087	BFL_3	2514	ENSLOCG00000005316	7436244	LG5	2378	Q	Q
BL14800	30115557	BFL_3	2515	ENSLOCG00000008670	16268707	LG5	2480	Q	Q
BL14796	30288619	BFL_3	2516	ENSLOCG00000009510	18695398	LG5	2505	Q	Q
BL14792	30499257	BFL_3	2519	ENSLOCG00000012581	36326533	LG5	2641	Q	Q
BL14788	30538796	BFL_3	2521	ENSLOCG00000011561	29682678	LG5	2599	Q	Q
BL25038	31301850	BFL_3	2527	ENSLOCG00000006145	8810835	LG5	2401	Q	Q
BL25006	31875335	BFL_3	2534	ENSLOCG00000012087	33717469	LG5	2624	Q	Q
BL16129	32061641	BFL_3	2536	ENSLOCG00000011521	29368469	LG5	2597	Q	Q
BL16130	32080165	BFL_3	2537	ENSLOCG00000006122	8703571	LG5	2400	Q	Q
BL26775	33362738	BFL_3	2544	ENSLOCG00000012547	36117164	LG5	2640	Q	Q
BL26774	33386655	BFL_3	2545	ENSLOCG00000005214	7309874	LG5	2376	Q	Q
BL26763	33504245	BFL_3	2550	ENSLOCG00000009307	18219425	LG5	2502	Q	Q
BL26746	33853748	BFL_3	2552	ENSLOCG00000012928	38419287	LG5	2667	Q	Q
BL26745	33867352	BFL_3	2553	ENSLOCG00000009273	18150673	LG5	2500	Q	Q
BL22879	8126906	BFL_3	2136	ENSLOCG00000014211	35722303	LG7	3084	C2	C2
BL15649	13626384	BFL_3	2226	ENSLOCG00000014897	43879476	LG7	3122	C2	C2
BL25018	31548581	BFL_3	2532	ENSLOCG00000015251	47351098	LG7	3159	Q	Q
BL15426	17823038	BFL_3	2297	ENSLOCG00000015989	20707924	LG8	3374	Q	Q
BL15394	18370818	BFL_3	2314	ENSLOCG00000015969	20550356	LG8	3368	Q	Q
BL15360	19256060	BFL_3	2334	ENSLOCG00000015846	16963035	LG8	3343	Q	Q
BL15352	19421026	BFL_3	2338	ENSLOCG00000016522	37001721	LG8	3470	Q	Q
BL15292	20504439	BFL_3	2369	ENSLOCG00000016146	25647273	LG8	3408	Q	Q
BL16741	2619924	BFL_3	2107	ENSLOCG00000013112	38005182	LG10	3952	C2	C2
BL16849	4329371	BFL_3	2117	ENSLOCG00000011381	30698364	LG10	3869	C2	C2
BL15488	16296445	BFL_3	2276	ENSLOCG00000008289	14994066	LG10	3741	C2	C2
BL15404	18210988	BFL_3	2307	ENSLOCG00000003528	4096174	LG10	3625	Q	Q
BL15157	23323468	BFL_3	2392	ENSLOCG00000002492	2338483	LG10	3593	Q	Q
BL15085	24549420	BFL_3	2417	ENSLOCG00000004020	4864605	LG10	3636	Q	Q
BL15030	25526221	BFL_3	2439	ENSLOCG00000013166	38531661	LG10	3956	Q	Q
BL14789	30532186	BFL_3	2520	ENSLOCG00000002617	2627373	LG10	3596	Q	Q
BL20111	9183190	BFL_3	2153	ENSLOCG00000005880	17264727	LG11	4138	C2	C2
BL15564	15016179	BFL_3	2246	ENSLOCG00000005560	16199067	LG11	4129	C2	C2
BL15427	17810536	BFL_3	2296	ENSLOCG00000005531	16167489	LG11	4128	Q	Q
BL15391	18427676	BFL_3	2316	ENSLOCG00000006617	19675426	LG11	4159	Q	Q
BL15003	25793183	BFL_3	2445	ENSLOCG00000011643	40533145	LG11	4362	Q	Q
BL14988	26035769	BFL_3	2450	ENSLOCG00000007119	21486965	LG11	4169	Q	Q
BL14849	28928672	BFL_3	2496	ENSLOCG00000003470	7522490	LG11	4082	Q	Q
BL16782	1931188	BFL_3	2098	ENSLOCG00000009541	22427922	LG6	4536	C2	C2
BL13278	7118052	BFL_3	2125	ENSLOCG00000003375	5603702	LG6	4424	C2	C2
BL13285	7225369	BFL_3	2128	ENSLOCG00000003672	6573416	LG6	4428	C2	C2
BL22858	8754661	BFL_3	2147	ENSLOCG00000010152	26402762	LG6	4553	C2	C2
BL20125	9818801	BFL_3	2161	ENSLOCG00000018283	8821863	LG6	4448	C2	C2
BL15689	13024787	BFL_3	2210	ENSLOCG00000006678	13397020	LG6	4483	C2	C2
BL15408	18142265	BFL_3	2304	ENSLOCG00000006499	13145311	LG6	4480	Q	Q
BL15402	18232020	BFL_3	2309	ENSLOCG00000011666	34664817	LG6	4602	Q	Q
BL15390	18442739	BFL_3	2317	ENSLOCG00000009758	23024960	LG6	4541	Q	Q
BL15389	18446538	BFL_3	2318	ENSLOCG00000010230	26650329	LG6	4556	Q	Q
BL15386	18483621	BFL_3	2320	ENSLOCG00000011826	35142898	LG6	4608	Q	Q
BL15316	20193912	BFL_3	2359	ENSLOCG00000010102	25869501	LG6	4551	Q	Q
BL15143	23450052	BFL_3	2402	ENSLOCG00000012482	39701004	LG6	4639	Q	Q
BL15139	23520194	BFL_3	2405	ENSLOCG00000009764	23034166	LG6	4542	Q	Q
BL15062	25154801	BFL_3	2424	ENSLOCG00000011560	34129967	LG6	4596	Q	Q
BL15043	25391703	BFL_3	2432	ENSLOCG00000011001	30744441	LG6	4576	Q	Q
BL15040	25419843	BFL_3	2434	ENSLOCG00000010169	26449616	LG6	4554	Q	Q
BL15033	25512275	BFL_3	2438	ENSLOCG00000008389	17270394	LG6	4514	Q	Q
BL14985	26062846	BFL_3	2451	ENSLOCG00000011657	34647527	LG6	4601	Q	Q
BL14931	27434235	BFL_3	2468	ENSLOCG00000011786	34969515	LG6	4605	Q	Q
BL14927	27480778	BFL_3	2469	ENSLOCG00000011815	35013391	LG6	4607	Q	Q
BL14918	27596358	BFL_3	2473	ENSLOCG00000010135	26290609	LG6	4552	Q	Q
BL14793	30411955	BFL_3	2518	ENSLOCG00000010989	30649125	LG6	4575	Q	Q
BL14773	31055671	BFL_3	2525	ENSLOCG00000011137	31180645	LG6	4582	Q	Q
BL16165	33138850	BFL_3	2543	ENSLOCG00000010241	26670327	LG6	4557	Q	Q
BL26772	33405648	BFL_3	2546	ENSLOCG00000010187	26497547	LG6	4555	Q	Q
BL13326	5331864	BFL_3	2119	ENSLOCG00000009088	19820717	LG12	4857	C2	C2
BL15645	13661557	BFL_3	2227	ENSLOCG00000003808	6622561	LG12	4709	C2	C2
BL15422	17881222	BFL_3	2300	ENSLOCG00000009074	19774441	LG12	4856	Q	Q
BL15401	18257183	BFL_3	2310	ENSLOCG00000002320	4121037	LG12	4681	Q	Q
BL14941	27343771	BFL_3	2467	ENSLOCG00000010208	26320095	LG12	4900	Q	Q
BL26287	416093	BFL_3	2092	ENSLOCG00000008587	22016862	LG17	5100	C2	C2
BL15607	14244950	BFL_3	2235	ENSLOCG00000006932	17571855	LG17	5057	C2	C2
BL15424	17857651	BFL_3	2298	ENSLOCG00000009049	24196641	LG17	5120	Q	Q
BL15151	23385053	BFL_3	2397	ENSLOCG00000009063	24198857	LG17	5121	Q	Q
BL15060	25176312	BFL_3	2425	ENSLOCG00000010803	30198279	LG17	5184	Q	Q
BL14848	28960498	BFL_3	2497	ENSLOCG00000002631	2445144	LG17	4991	Q	Q
BL20124	9694706	BFL_3	2160	ENSLOCG00000011084	29925217	LG14	5457	C2	C2
BL15423	17875097	BFL_3	2299	ENSLOCG00000016709	16832801	LG16	5669	Q	Q
BL15294	20484986	BFL_3	2368	ENSLOCG00000016803	17365736	LG16	5685	Q	Q
BL15128	23718011	BFL_3	2406	ENSLOCG00000016639	16408982	LG16	5663	Q	Q
BL15553	15160682	BFL_3	2252	ENSLOCG00000002050	3183826	LG13	5750	C2	C2
BL15038	25452428	BFL_3	2436	ENSLOCG00000004145	7672460	LG13	5802	Q	Q
BL15145	23443200	BFL_3	2400	ENSLOCG00000004763	8648088	LG23	6055	Q	Q
BL14999	25863994	BFL_3	2446	ENSLOCG00000007219	14258161	LG18	6263	Q	Q
BL14913	27663597	BFL_3	2475	ENSLOCG00000003696	7535272	LG18	6196	Q	Q
BL15703	12850790	BFL_3	2208	ENSLOCG00000002759	5817445	LG27	6316	C2	C2
BL15144	23446412	BFL_3	2401	ENSLOCG00000005182	11072505	LG27	6374	Q	Q
BL15396	18354783	BFL_3	2313	ENSLOCG00000002944	4198995	LG21	6475	Q	Q
BL22873	8282434	BFL_3	2140	ENSLOCG00000001768	641314	LG20	6592	C2	C2
BL15707	12807467	BFL_3	2206	ENSLOCG00000001683	500470	LG20	6588	C2	C2
BL15593	14560069	BFL_3	2237	ENSLOCG00000005247	7108594	LG20	6686	C2	C2
BL15557	15128935	BFL_3	2248	ENSLOCG00000005425	7313647	LG20	6692	C2	C2
BL15358	19284233	BFL_3	2335	ENSLOCG00000006812	9752844	LG20	6734	Q	Q
BL15335	19833340	BFL_3	2345	ENSLOCG00000006537	9459932	LG20	6727	Q	Q
BL15663	13427707	BFL_3	2223	ENSLOCG00000004222	8273470	LG25	6863	C2	C2
BL15148	23418846	BFL_3	2398	ENSLOCG00000007109	12889591	LG25	6917	Q	Q
BL14923	27570083	BFL_3	2472	ENSLOCG00000006778	12390348	LG25	6910	Q	Q
BL15575	14902002	BFL_3	2242	ENSLOCG00000008119	13134705	LG26	7050	C2	C2
BL15474	16663432	BFL_3	2277	ENSLOCG00000003898	4421560	LG26	7002	C2	C2
BL15156	23333698	BFL_3	2393	ENSLOCG00000002310	1975646	LG26	6973	Q	Q
BL15012	25690272	BFL_3	2443	ENSLOCG00000004328	5063222	LG26	7007	Q	Q
BL14984	26075696	BFL_3	2452	ENSLOCG00000004306	5054906	LG26	7006	Q	Q
BL15447	17542912	BFL_3	2288	ENSLOCG00000007159	11549918	LG22	7233	Q	Q
BL15093	24434991	BFL_3	2414	ENSLOCG00000011441	361983	LG15	7239	Q	Q
BL16762	2379837	BFL_3	2101	ENSLOCG00000003613	5235543	LG19	7413	C2	C2
BL16749	2493625	BFL_3	2102	ENSLOCG00000006393	9350591	LG19	7461	C2	C2
BL22653	6300140	BFL_3	2124	ENSLOCG00000004334	6227797	LG19	7429	C2	C2
BL22891	7891360	BFL_3	2132	ENSLOCG00000002281	3982061	LG19	7385	C2	C2
BL22877	8148115	BFL_3	2137	ENSLOCG00000003323	4964426	LG19	7405	C2	C2
BL22876	8165105	BFL_3	2138	ENSLOCG00000003305	4953547	LG19	7404	C2	C2
BL20157	10421166	BFL_3	2170	ENSLOCG00000002604	4199389	LG19	7389	C2	C2
BL15784	11354277	BFL_3	2186	ENSLOCG00000004047	5735012	LG19	7421	C2	C2
BL15752	12083502	BFL_3	2197	ENSLOCG00000004848	7031752	LG19	7436	C2	C2
BL15609	14189648	BFL_3	2234	ENSLOCG00000004517	6513995	LG19	7431	C2	C2
BL15536	15451142	BFL_3	2259	ENSLOCG00000003485	5085460	LG19	7409	C2	C2
BL15512	15992874	BFL_3	2268	ENSLOCG00000002580	4197710	LG19	7388	C2	C2
BL15496	16182494	BFL_3	2272	ENSLOCG00000005697	8332222	LG19	7452	C2	C2
BL15495	16194956	BFL_3	2273	ENSLOCG00000005716	8342920	LG19	7453	C2	C2
BL15460	16935121	BFL_3	2284	ENSLOCG00000005481	8058684	LG19	7447	C2	C2
BL15257	21118552	BFL_3	2375	ENSLOCG00000004616	6588021	LG19	7434	Q	Q
BL15092	24441812	BFL_3	2415	ENSLOCG00000003654	5235361	LG19	7412	Q	Q
BL14868	28600024	BFL_3	2489	ENSLOCG00000004321	6204994	LG19	7428	Q	Q
BL16735	2800324	BFL_3	2110	ENSLOCG00000008509	7843646	LG24	7542	C2	C2
BL13313	5685348	BFL_3	2121	ENSLOCG00000007801	6661072	LG24	7525	C2	C2
BL22888	7939336	BFL_3	2134	ENSLOCG00000007811	6678716	LG24	7526	C2	C2
BL20150	10245417	BFL_3	2166	ENSLOCG00000008069	7006039	LG24	7532	C2	C2
BL15800	10993885	BFL_3	2180	ENSLOCG00000007832	6691673	LG24	7527	C2	C2
BL15772	11668169	BFL_3	2188	ENSLOCG00000007674	6229679	LG24	7524	C2	C2
BL15746	12136022	BFL_3	2198	ENSLOCG00000009089	9452903	LG24	7551	C2	C2
BL15543	15337320	BFL_3	2254	ENSLOCG00000006883	5364425	LG24	7511	C2	C2
BL15537	15445864	BFL_3	2258	ENSLOCG00000006701	5050203	LG24	7506	C2	C2
BL15502	16080410	BFL_3	2271	ENSLOCG00000005838	4129534	LG24	7497	C2	C2
BL14926	27493221	BFL_3	2470	ENSLOCG00000017692	9132901	LG24	7548	Q	Q
BL27079	836214	BFL_5	2570	ENSLOCG00000013998	72080344	LG4	418	E	E
BL09424	6651166	BFL_5	2613	ENSLOCG00000013780	70136565	LG4	404	E	E
BL09375	7612446	BFL_5	2622	ENSLOCG00000018024	22853461	LG4	158	E	E
BL09373	7667123	BFL_5	2623	ENSLOCG00000009829	34038933	LG4	200	E	E
BL27735	16587184	BFL_5	2808	ENSLOCG00000012294	53559990	LG4	317	E	E
BL27853	18219995	BFL_5	2857	ENSLOCG00000003897	11500833	LG4	61	E	E
BL28072	21879327	BFL_5	2953	ENSLOCG00000013191	63771873	LG4	367	E	E
BL17475	807289	BFL_5	2569	ENSLOCG00000014858	3644070	LG1	473	E	E
BL11940	4800991	BFL_5	2588	ENSLOCG00000015550	11741932	LG1	544	E	E
BL11936	4928359	BFL_5	2591	ENSLOCG00000014330	263264	LG1	442	E	E
BL09439	6403698	BFL_5	2607	ENSLOCG00000016354	30692403	LG1	692	E	E
BL09427	6584491	BFL_5	2611	ENSLOCG00000014733	2725707	LG1	466	E	E
BL09426	6633689	BFL_5	2612	ENSLOCG00000017979	2718275	LG1	465	E	E
BL09403	7165426	BFL_5	2619	ENSLOCG00000017223	63986416	LG1	946	E	E
BL09348	8164106	BFL_5	2632	ENSLOCG00000014573	1673377	LG1	460	E	E
BL09336	8377557	BFL_5	2635	ENSLOCG00000014774	3062302	LG1	468	E	E
BL09321	8728887	BFL_5	2640	ENSLOCG00000015477	11025891	LG1	535	E	E
BL27339	10524871	BFL_5	2665	ENSLOCG00000014262	35415	LG1	435	E	E
BL27376	11190482	BFL_5	2676	ENSLOCG00000014398	516252	LG1	449	E	E
BL27379	11222427	BFL_5	2679	ENSLOCG00000015664	12930456	LG1	555	E	E
BL27443	12160885	BFL_5	2705	ENSLOCG00000014785	3214324	LG1	471	E	E
BL27451	12352811	BFL_5	2710	ENSLOCG00000014554	1447959	LG1	457	E	E
BL27520	13248563	BFL_5	2729	ENSLOCG00000014348	369880	LG1	445	E	E
BL27707	16316045	BFL_5	2804	ENSLOCG00000015466	10973462	LG1	534	E	E
BL27744	16731310	BFL_5	2812	ENSLOCG00000014776	3080560	LG1	470	E	E
BL27782	17225344	BFL_5	2829	ENSLOCG00000015581	11949981	LG1	547	E	E
BL27801	17412267	BFL_5	2836	ENSLOCG00000014346	358655	LG1	444	E	E
BL27829	17762411	BFL_5	2848	ENSLOCG00000017213	63258273	LG1	939	E	E
BL27833	17859049	BFL_5	2851	ENSLOCG00000014417	638084	LG1	450	E	E
BL27856	18243416	BFL_5	2860	ENSLOCG00000014316	223832	LG1	441	E	E
BL27875	18518719	BFL_5	2870	ENSLOCG00000014341	349250	LG1	443	E	E
BL27890	18769400	BFL_5	2880	ENSLOCG00000014467	978967	LG1	453	E	E
BL27892	18787808	BFL_5	2882	ENSLOCG00000014488	1052497	LG1	454	E	E
BL27906	19048490	BFL_5	2888	ENSLOCG00000014510	1124802	LG1	455	E	E
BL27924	19667911	BFL_5	2894	ENSLOCG00000014583	1747185	LG1	461	E	E
BL27925	19678273	BFL_5	2895	ENSLOCG00000014752	2765701	LG1	467	E	E
BL27943	19901610	BFL_5	2898	ENSLOCG00000014684	2473434	LG1	463	E	E
BL27985	20505884	BFL_5	2917	ENSLOCG00000015536	11564571	LG1	543	E	E
BL28001	20634770	BFL_5	2924	ENSLOCG00000014269	37685	LG1	436	E	E
BL28046	21585094	BFL_5	2945	ENSLOCG00000014298	148351	LG1	439	E	E
BL28091	22098380	BFL_5	2961	ENSLOCG00000015488	11055014	LG1	538	E	E
BL28156	23128675	BFL_5	2978	ENSLOCG00000014585	1767714	LG1	462	E	E
BL10976	24174637	BFL_5	2986	ENSLOCG00000015562	11829355	LG1	545	E	E
BL12576	25080933	BFL_5	2991	ENSLOCG00000014420	662657	LG1	451	E	E
BL15991	27493846	BFL_5	3011	ENSLOCG00000014797	3369072	LG1	472	E	E
BL27281	29068879	BFL_5	3020	ENSLOCG00000014548	1425974	LG1	456	E	E
BL13456	29121335	BFL_5	3021	ENSLOCG00000016606	41162368	LG1	760	E	E
BL13458	29148733	BFL_5	3023	ENSLOCG00000016244	27748494	LG1	670	E	E
BL21212	29289203	BFL_5	3027	ENSLOCG00000017159	60404283	LG1	914	E	E
BL00288	3907845	BFL_5	2581	ENSLOCG00000014476	63748446	LG2	1443	E	E
BL09413	6870725	BFL_5	2617	ENSLOCG00000009957	35731561	LG2	1219	E	E
BL27490	12811391	BFL_5	2724	ENSLOCG00000014622	66244277	LG2	1456	E	E
BL27516	13214744	BFL_5	2728	ENSLOCG00000014286	62633695	LG2	1433	E	E
BL27622	14709396	BFL_5	2780	ENSLOCG00000007985	24456812	LG2	1145	E	E
BL27752	16816128	BFL_5	2814	ENSLOCG00000014085	61595120	LG2	1413	E	E
BL27772	17043975	BFL_5	2824	ENSLOCG00000009703	34118999	LG2	1210	E	E
BL27881	18592748	BFL_5	2874	ENSLOCG00000011784	49038380	LG2	1307	E	E
BL28037	21392030	BFL_5	2942	ENSLOCG00000008202	25268313	LG2	1150	E	E
BL28071	21874262	BFL_5	2952	ENSLOCG00000002249	5230198	LG2	1002	E	E
BL28154	23110460	BFL_5	2976	ENSLOCG00000014803	67481331	LG2	1472	E	E
BL00364	4377959	BFL_5	2585	ENSLOCG00000011713	33724339	LG3	1739	E	E
BL09473	5763942	BFL_5	2603	ENSLOCG00000011166	32335826	LG3	1726	E	E
BL09318	8767301	BFL_5	2643	ENSLOCG00000011406	32889704	LG3	1731	E	E
BL09289	9225008	BFL_5	2651	ENSLOCG00000010108	26530698	LG3	1697	E	E
BL09272	9589647	BFL_5	2654	ENSLOCG00000011147	32280079	LG3	1724	E	E
BL27346	10688033	BFL_5	2668	ENSLOCG00000014530	50922280	LG3	1919	E	E
BL27372	11163134	BFL_5	2675	ENSLOCG00000010150	26623875	LG3	1700	E	E
BL27399	11530289	BFL_5	2684	ENSLOCG00000005836	9188470	LG3	1577	E	E
BL27405	11600058	BFL_5	2688	ENSLOCG00000001312	665462	LG3	1492	E	E
BL27434	12021402	BFL_5	2699	ENSLOCG00000010337	27827583	LG3	1706	E	E
BL27438	12075988	BFL_5	2702	ENSLOCG00000012557	36898495	LG3	1761	E	E
BL27527	13446946	BFL_5	2733	ENSLOCG00000011154	32280997	LG3	1725	E	E
BL27567	14055354	BFL_5	2756	ENSLOCG00000014663	52316989	LG3	1934	E	E
BL27608	14481824	BFL_5	2770	ENSLOCG00000012177	35689946	LG3	1750	E	E
BL27618	14611888	BFL_5	2777	ENSLOCG00000012245	35912130	LG3	1753	E	E
BL27619	14630117	BFL_5	2778	ENSLOCG00000010229	26837383	LG3	1703	E	E
BL27629	14783042	BFL_5	2783	ENSLOCG00000009910	25604941	LG3	1688	E	E
BL27699	16207018	BFL_5	2803	ENSLOCG00000011129	32270661	LG3	1723	E	E
BL27743	16722778	BFL_5	2811	ENSLOCG00000007930	12777388	LG3	1630	E	E
BL27755	16837184	BFL_5	2815	ENSLOCG00000009649	22739343	LG3	1684	E	E
BL27756	16849401	BFL_5	2816	ENSLOCG00000012654	37066916	LG3	1765	E	E
BL27783	17226398	BFL_5	2830	ENSLOCG00000014610	51706305	LG3	1927	E	E
BL27808	17491223	BFL_5	2840	ENSLOCG00000010384	28446272	LG3	1708	E	E
BL27816	17596105	BFL_5	2842	ENSLOCG00000013539	41311378	LG3	1828	E	E
BL27870	18435103	BFL_5	2867	ENSLOCG00000017945	41048376	LG3	1820	E	E
BL27891	18773993	BFL_5	2881	ENSLOCG00000011858	34119916	LG3	1742	E	E
BL27951	19994920	BFL_5	2903	ENSLOCG00000010372	28361104	LG3	1707	E	E
BL28000	20631041	BFL_5	2923	ENSLOCG00000010747	29870866	LG3	1719	E	E
BL28033	21229873	BFL_5	2940	ENSLOCG00000010923	30662650	LG3	1721	E	E
BL28084	22025134	BFL_5	2960	ENSLOCG00000012635	37012710	LG3	1763	E	E
BL28141	22960778	BFL_5	2972	ENSLOCG00000011890	34172868	LG3	1744	E	E
BL28152	23087076	BFL_5	2975	ENSLOCG00000011823	33988295	LG3	1741	E	E
BL28165	23287690	BFL_5	2979	ENSLOCG00000010292	27691127	LG3	1705	E	E
BL28167	23350005	BFL_5	2981	ENSLOCG00000010760	29912129	LG3	1720	E	E
BL12579	25139484	BFL_5	2993	ENSLOCG00000012225	35812960	LG3	1751	E	E
BL12586	25231836	BFL_5	2997	ENSLOCG00000010228	26825976	LG3	1702	E	E
BL16024	26535152	BFL_5	3002	ENSLOCG00000011020	31298250	LG3	1722	E	E
BL15995	27293895	BFL_5	3009	ENSLOCG00000010123	26579180	LG3	1698	E	E
BL21207	29260654	BFL_5	3024	ENSLOCG00000012595	36975203	LG3	1762	E	E
BL21228	29541572	BFL_5	3030	ENSLOCG00000012699	37176721	LG3	1770	E	E
BL27785	17236600	BFL_5	2832	ENSLOCG00000013585	52994775	LG9	2322	E	E
BL28073	21882255	BFL_5	2954	ENSLOCG00000013261	50251962	LG9	2299	E	E
BL28155	23117002	BFL_5	2977	ENSLOCG00000018121	16555112	LG9	2093	E	E
BL27272	28356141	BFL_5	3019	ENSLOCG00000008428	18246583	LG9	2108	E	E
BL17513	140415	BFL_5	2562	ENSLOCG00000014111	48218595	LG5	2751	E	E
BL17488	645935	BFL_5	2568	ENSLOCG00000013120	40803142	LG5	2682	E	E
BL25623	912248	BFL_5	2571	ENSLOCG00000010367	24214036	LG5	2544	E	E
BL18020	1813036	BFL_5	2573	ENSLOCG00000013109	40742848	LG5	2681	E	E
BL00292	3803766	BFL_5	2578	ENSLOCG00000010711	26642236	LG5	2560	E	E
BL00289	3889504	BFL_5	2580	ENSLOCG00000009980	21877053	LG5	2528	E	E
BL11938	4830810	BFL_5	2589	ENSLOCG00000013871	46241527	LG5	2727	E	E
BL11931	4987958	BFL_5	2592	ENSLOCG00000013864	46214296	LG5	2726	E	E
BL11921	5232623	BFL_5	2596	ENSLOCG00000013251	41302220	LG5	2691	E	E
BL11918	5340718	BFL_5	2597	ENSLOCG00000013265	41309357	LG5	2692	E	E
BL09482	5548524	BFL_5	2599	ENSLOCG00000013740	45029929	LG5	2720	E	E
BL09480	5588753	BFL_5	2600	ENSLOCG00000013661	44483194	LG5	2715	E	E
BL09438	6414859	BFL_5	2608	ENSLOCG00000010770	26691571	LG5	2562	E	E
BL09437	6417295	BFL_5	2609	ENSLOCG00000009714	19832858	LG5	2516	E	E
BL09423	6658927	BFL_5	2614	ENSLOCG00000013927	46792150	LG5	2730	E	E
BL09422	6703724	BFL_5	2615	ENSLOCG00000013924	46707028	LG5	2729	E	E
BL09360	7978446	BFL_5	2629	ENSLOCG00000014535	51053048	LG5	2783	E	E
BL09359	7989444	BFL_5	2630	ENSLOCG00000010516	25888158	LG5	2550	E	E
BL09335	8380847	BFL_5	2636	ENSLOCG00000010629	26172489	LG5	2555	E	E
BL09312	8873317	BFL_5	2646	ENSLOCG00000010113	22563830	LG5	2535	E	E
BL09297	9163369	BFL_5	2649	ENSLOCG00000011160	28312488	LG5	2578	E	E
BL09296	9180011	BFL_5	2650	ENSLOCG00000010125	22596100	LG5	2537	E	E
BL09284	9272430	BFL_5	2652	ENSLOCG00000013573	44149611	LG5	2711	E	E
BL09264	9645976	BFL_5	2655	ENSLOCG00000013056	40490135	LG5	2676	E	E
BL27334	10433012	BFL_5	2662	ENSLOCG00000014529	51030284	LG5	2782	E	E
BL27343	10630797	BFL_5	2667	ENSLOCG00000014014	47133079	LG5	2741	E	E
BL27354	10809389	BFL_5	2669	ENSLOCG00000013306	41451012	LG5	2695	E	E
BL27358	10880030	BFL_5	2670	ENSLOCG00000004265	5189344	LG5	2351	E	E
BL27368	11025125	BFL_5	2672	ENSLOCG00000014482	50859016	LG5	2779	E	E
BL27369	11067942	BFL_5	2673	ENSLOCG00000011067	28062641	LG5	2572	E	E
BL27377	11198404	BFL_5	2677	ENSLOCG00000013988	47052300	LG5	2737	E	E
BL27378	11212552	BFL_5	2678	ENSLOCG00000013994	47063292	LG5	2738	E	E
BL27380	11233972	BFL_5	2680	ENSLOCG00000014172	48401049	LG5	2754	E	E
BL27390	11435841	BFL_5	2683	ENSLOCG00000010502	25868291	LG5	2549	E	E
BL27402	11561573	BFL_5	2686	ENSLOCG00000013096	40596480	LG5	2679	E	E
BL27404	11590891	BFL_5	2687	ENSLOCG00000014400	50310032	LG5	2770	E	E
BL27410	11676209	BFL_5	2690	ENSLOCG00000014431	50489253	LG5	2772	E	E
BL27415	11744561	BFL_5	2691	ENSLOCG00000011180	28355339	LG5	2580	E	E
BL27418	11775096	BFL_5	2692	ENSLOCG00000014558	51237651	LG5	2788	E	E
BL27427	11943182	BFL_5	2696	ENSLOCG00000010297	23933265	LG5	2541	E	E
BL27432	11986358	BFL_5	2698	ENSLOCG00000010058	22434689	LG5	2533	E	E
BL27441	12127782	BFL_5	2704	ENSLOCG00000013348	41683977	LG5	2698	E	E
BL27457	12400931	BFL_5	2715	ENSLOCG00000014444	50620658	LG5	2774	E	E
BL27462	12457248	BFL_5	2717	ENSLOCG00000013471	43491986	LG5	2706	E	E
BL27471	12541661	BFL_5	2719	ENSLOCG00000014502	50931967	LG5	2780	E	E
BL27488	12703444	BFL_5	2723	ENSLOCG00000009917	21538630	LG5	2524	E	E
BL27510	13060203	BFL_5	2726	ENSLOCG00000010248	23504161	LG5	2540	E	E
BL27532	13554459	BFL_5	2736	ENSLOCG00000014033	47442940	LG5	2746	E	E
BL27539	13745598	BFL_5	2740	ENSLOCG00000010661	26363501	LG5	2558	E	E
BL27541	13756180	BFL_5	2741	ENSLOCG00000010672	26362910	LG5	2557	E	E
BL27549	13818847	BFL_5	2745	ENSLOCG00000011083	28068656	LG5	2573	E	E
BL27559	13925401	BFL_5	2751	ENSLOCG00000013340	41643164	LG5	2697	E	E
BL27565	14018389	BFL_5	2755	ENSLOCG00000010962	27673540	LG5	2568	E	E
BL27597	14328350	BFL_5	2762	ENSLOCG00000013496	43596290	LG5	2707	E	E
BL27601	14363389	BFL_5	2765	ENSLOCG00000014379	50182357	LG5	2767	E	E
BL27607	14424833	BFL_5	2769	ENSLOCG00000009772	20316097	LG5	2521	E	E
