EA28386	ENSLOCG00000008751
EA47888	ENSLOCG00000002964
EA48054	ENSLOCG00000011892
EA64295	ENSLOCG00000015077
EA05662	ENSLOCG00000009335
EA54599	ENSLOCG00000016655
EA47936	ENSLOCG00000013021
EA11680	ENSLOCG00000003978
EA12620	ENSLOCG00000008933
EA53133	ENSLOCG00000017127
EA23935	ENSLOCG00000002081
EA41859	ENSLOCG00000016362
EA61381	ENSLOCG00000001333
EA62009	ENSLOCG00000011314
EA17475	ENSLOCG00000012962
EA15900	ENSLOCG00000003913
EA43307	ENSLOCG00000006985
EA71684	ENSLOCG00000008600
EA52987	ENSLOCG00000010174
EA38647	ENSLOCG00000017835
EA09706	ENSLOCG00000012828
EA65915	ENSLOCG00000005200
EA38067	ENSLOCG00000010861
EA10890	ENSLOCG00000005971
EA60615	ENSLOCG00000004429
EA23118	ENSLOCG00000016016
EA58470	ENSLOCG00000011211
EA44304	ENSLOCG00000012672
EA41926	ENSLOCG00000016761
EA71514	ENSLOCG00000001495
EA52624	ENSLOCG00000011469
EA64380	ENSLOCG00000009767
EA40416	ENSLOCG00000011729
EA43415	ENSLOCG00000000217
EA58750	ENSLOCG00000001059
EA34334	ENSLOCG00000003585
EA10334	ENSLOCG00000005646
EA30303	ENSLOCG00000007199
EA31351	ENSLOCG00000009741
EA20142	ENSLOCG00000015611
EA73956	ENSLOCG00000012104
EA13677	ENSLOCG00000000356
EA32554	ENSLOCG00000007265
EA53088	ENSLOCG00000016014
EA10000	ENSLOCG00000017279
EA27024	ENSLOCG00000004183
EA37480	ENSLOCG00000017239
EA38368	ENSLOCG00000012304
EA52435	ENSLOCG00000008384
EA34446	ENSLOCG00000004170
EA75241	ENSLOCG00000005004
EA20315	ENSLOCG00000008052
EA21056	ENSLOCG00000000294
EA48782	ENSLOCG00000008960
EA16331	ENSLOCG00000017003
EA16479	ENSLOCG00000008559
EA32951	ENSLOCG00000002808
EA24214	ENSLOCG00000011444
EA75374	ENSLOCG00000003159
EA11505	ENSLOCG00000014102
EA41968	ENSLOCG00000005340
EA06297	ENSLOCG00000004323
EA30144	ENSLOCG00000015337
EA25016	ENSLOCG00000016353
EA68323	ENSLOCG00000006727
EA68452	ENSLOCG00000015082
EA13775	ENSLOCG00000003813
EA83211	ENSLOCG00000007111
EA22424	ENSLOCG00000013247
EA06098	ENSLOCG00000017219
EA06019	ENSLOCG00000002450
EA38191	ENSLOCG00000013026
EA39443	ENSLOCG00000015612
EA01394	ENSLOCG00000004073
EA85419	ENSLOCG00000003568
EA49470	ENSLOCG00000015694
EA65267	ENSLOCG00000013090
EA67000	ENSLOCG00000005705
EA42449	ENSLOCG00000005718
EA49703	ENSLOCG00000008166
EA64916	ENSLOCG00000005380
EA61274	ENSLOCG00000010255
EA39526	ENSLOCG00000001886
EA62233	ENSLOCG00000001719
EA62683	ENSLOCG00000000902
EA69150	ENSLOCG00000001593
EA43971	ENSLOCG00000003381
EA61892	ENSLOCG00000002637
EA84239	ENSLOCG00000010041
EA73807	ENSLOCG00000013806
EA28446	ENSLOCG00000007776
EA07272	ENSLOCG00000001477
EA76464	ENSLOCG00000015485
EA79239	ENSLOCG00000015191
EA66771	ENSLOCG00000012818
EA26555	ENSLOCG00000006697
EA26841	ENSLOCG00000010868
EA84087	ENSLOCG00000003732
EA18545	ENSLOCG00000016052
EA57228	ENSLOCG00000002997
EA12195	ENSLOCG00000010314
EA43657	ENSLOCG00000009651
EA50571	ENSLOCG00000016276
EA48269	ENSLOCG00000015987
EA18548	ENSLOCG00000013296
EA54062	ENSLOCG00000012188
EA27798	ENSLOCG00000005717
EA20014	ENSLOCG00000013573
EA68247	ENSLOCG00000009960
EA52480	ENSLOCG00000015375
EA53002	ENSLOCG00000014292
EA36382	ENSLOCG00000003323
EA39355	ENSLOCG00000009093
EA04963	ENSLOCG00000008025
EA02405	ENSLOCG00000003608
EA31308	ENSLOCG00000006505
EA43836	ENSLOCG00000012058
EA44850	ENSLOCG00000000026
EA14953	ENSLOCG00000004779
EA20401	ENSLOCG00000008519
EA47797	ENSLOCG00000005805
EA45514	ENSLOCG00000005878
EA11954	ENSLOCG00000013129
EA12268	ENSLOCG00000015312
EA14254	ENSLOCG00000013649
EA33231	ENSLOCG00000000097
EA73417	ENSLOCG00000007945
EA04472	ENSLOCG00000001619
EA62859	ENSLOCG00000005790
EA39506	ENSLOCG00000009740
EA39191	ENSLOCG00000012311
EA46081	ENSLOCG00000011543
EA46530	ENSLOCG00000008972
EA57561	ENSLOCG00000005230
EA74890	ENSLOCG00000003549
EA15128	ENSLOCG00000002568
EA03872	ENSLOCG00000002207
EA00912	ENSLOCG00000005076
EA11736	ENSLOCG00000016762
EA55468	ENSLOCG00000017066
EA53678	ENSLOCG00000003558
EA25177	ENSLOCG00000013585
EA74481	ENSLOCG00000013277
EA80798	ENSLOCG00000015895
EA52944	ENSLOCG00000007497
EA50669	ENSLOCG00000007462
EA06182	ENSLOCG00000008448
EA36452	ENSLOCG00000009055
EA49776	ENSLOCG00000015691
EA00824	ENSLOCG00000010631
EA65262	ENSLOCG00000014265
EA59861	ENSLOCG00000015778
EA55190	ENSLOCG00000012525
EA48366	ENSLOCG00000016088
EA85471	ENSLOCG00000016423
EA60550	ENSLOCG00000002255
EA38918	ENSLOCG00000008480
EA84934	ENSLOCG00000005837
EA49443	ENSLOCG00000006225
EA64158	ENSLOCG00000002789
EA64857	ENSLOCG00000008981
EA75995	ENSLOCG00000014832
EA00718	ENSLOCG00000011815
EA66990	ENSLOCG00000009214
EA12894	ENSLOCG00000012474
EA11127	ENSLOCG00000014718
EA42527	ENSLOCG00000008584
EA06864	ENSLOCG00000013634
EA30505	ENSLOCG00000011368
EA50525	ENSLOCG00000001534
EA14326	ENSLOCG00000005950
EA06886	ENSLOCG00000010274
EA79498	ENSLOCG00000005102
EA75427	ENSLOCG00000009235
EA37593	ENSLOCG00000002304
EA57027	ENSLOCG00000005320
EA62662	ENSLOCG00000002688
EA26773	ENSLOCG00000018190
EA20552	ENSLOCG00000010232
EA85460	ENSLOCG00000010355
EA25220	ENSLOCG00000009351
EA26571	ENSLOCG00000008619
EA18011	ENSLOCG00000016648
EA50661	ENSLOCG00000016699
EA39518	ENSLOCG00000008557
EA03834	ENSLOCG00000015204
EA03304	ENSLOCG00000004684
EA72121	ENSLOCG00000018167
EA69042	ENSLOCG00000014741
EA40344	ENSLOCG00000007799
EA52673	ENSLOCG00000002632
EA03939	ENSLOCG00000017408
EA18084	ENSLOCG00000008090
EA20335	ENSLOCG00000010747
EA20555	ENSLOCG00000004965
EA12006	ENSLOCG00000011697
EA72473	ENSLOCG00000012099
EA22286	ENSLOCG00000010217
EA69695	ENSLOCG00000011429
EA03229	ENSLOCG00000009805
EA10510	ENSLOCG00000009198
EA77177	ENSLOCG00000003332
EA02916	ENSLOCG00000005526
EA63959	ENSLOCG00000013297
EA19230	ENSLOCG00000017779
EA18800	ENSLOCG00000013618
EA14840	ENSLOCG00000006692
EA16983	ENSLOCG00000001457
EA83417	ENSLOCG00000004932
EA55357	ENSLOCG00000010471
EA66974	ENSLOCG00000002722
EA22076	ENSLOCG00000006104
EA07954	ENSLOCG00000006798
EA84294	ENSLOCG00000007771
EA83572	ENSLOCG00000001518
EA47347	ENSLOCG00000016285
EA67621	ENSLOCG00000002027
EA21306	ENSLOCG00000007999
EA37187	ENSLOCG00000011138
EA71825	ENSLOCG00000009031
EA70110	ENSLOCG00000008720
EA54042	ENSLOCG00000015811
EA65170	ENSLOCG00000011661
EA84854	ENSLOCG00000005824
EA37800	ENSLOCG00000009357
EA23183	ENSLOCG00000006415
EA11935	ENSLOCG00000011339
EA31258	ENSLOCG00000015280
EA73098	ENSLOCG00000015866
EA09556	ENSLOCG00000002230
EA13316	ENSLOCG00000008095
EA17465	ENSLOCG00000007923
EA44622	ENSLOCG00000012305
EA62030	ENSLOCG00000007183
EA31959	ENSLOCG00000003176
EA47941	ENSLOCG00000000863
EA85060	ENSLOCG00000009761
EA21288	ENSLOCG00000015325
EA17847	ENSLOCG00000016537
EA70063	ENSLOCG00000013128
EA39395	ENSLOCG00000007820
EA76896	ENSLOCG00000012155
EA24633	ENSLOCG00000008358
EA50141	ENSLOCG00000005856
EA72497	ENSLOCG00000004936
EA10734	ENSLOCG00000003327
EA10187	ENSLOCG00000012916
EA09668	ENSLOCG00000015827
EA19439	ENSLOCG00000015862
EA21660	ENSLOCG00000010343
EA44150	ENSLOCG00000000938
EA14943	ENSLOCG00000012729
EA10756	ENSLOCG00000003262
EA85754	ENSLOCG00000004415
EA82680	ENSLOCG00000004584
EA76989	ENSLOCG00000018047
EA05880	ENSLOCG00000008282
EA41274	ENSLOCG00000017984
EA60592	ENSLOCG00000007446
EA57658	ENSLOCG00000016647
EA61289	ENSLOCG00000001751
EA09233	ENSLOCG00000003637
EA58363	ENSLOCG00000002009
EA00736	ENSLOCG00000004432
EA29631	ENSLOCG00000010395
EA33497	ENSLOCG00000016246
EA30957	ENSLOCG00000006340
EA71363	ENSLOCG00000009157
EA83454	ENSLOCG00000007670
EA26622	ENSLOCG00000007191
EA23958	ENSLOCG00000006630
EA27201	ENSLOCG00000004394
EA17477	ENSLOCG00000017815
EA13838	ENSLOCG00000000469
EA51416	ENSLOCG00000013619
EA05682	ENSLOCG00000014948
EA79362	ENSLOCG00000011554
EA02269	ENSLOCG00000017742
EA01566	ENSLOCG00000010515
EA85179	ENSLOCG00000004625
EA82118	ENSLOCG00000013787
EA25999	ENSLOCG00000013319
EA72059	ENSLOCG00000010999
EA19584	ENSLOCG00000011789
EA28778	ENSLOCG00000005001
EA61145	ENSLOCG00000009306
EA58073	ENSLOCG00000004108
EA85793	ENSLOCG00000016225
EA48453	ENSLOCG00000009567
EA14754	ENSLOCG00000006637
EA06915	ENSLOCG00000001947
EA61223	ENSLOCG00000003186
EA36145	ENSLOCG00000010304
EA24168	ENSLOCG00000004250
EA46223	ENSLOCG00000015171
EA79101	ENSLOCG00000008562
EA78409	ENSLOCG00000009049
EA41911	ENSLOCG00000015889
EA04863	ENSLOCG00000007737
EA02759	ENSLOCG00000003967
EA49941	ENSLOCG00000009691
EA60457	ENSLOCG00000015774
EA25951	ENSLOCG00000009819
EA30247	ENSLOCG00000005433
EA36621	ENSLOCG00000011084
EA70300	ENSLOCG00000011190
EA29807	ENSLOCG00000011819
EA41424	ENSLOCG00000002190
EA36921	ENSLOCG00000012184
EA52300	ENSLOCG00000016579
EA00997	ENSLOCG00000017128
EA04120	ENSLOCG00000004054
EA53487	ENSLOCG00000016604
EA47109	ENSLOCG00000016558
EA48311	ENSLOCG00000016265
EA59341	ENSLOCG00000007283
EA35132	ENSLOCG00000003654
EA53113	ENSLOCG00000012965
EA60830	ENSLOCG00000012232
EA83331	ENSLOCG00000009681
EA60672	ENSLOCG00000013531
EA40380	ENSLOCG00000007697
EA16822	ENSLOCG00000011508
EA12878	ENSLOCG00000014706
EA25173	ENSLOCG00000007190
EA26781	ENSLOCG00000000937
EA83076	ENSLOCG00000004704
EA26060	ENSLOCG00000001432
EA28021	ENSLOCG00000005688
EA19502	ENSLOCG00000009606
EA70838	ENSLOCG00000009018
EA82571	ENSLOCG00000014627
EA21803	ENSLOCG00000016772
EA13658	ENSLOCG00000007376
EA23333	ENSLOCG00000014026
EA46395	ENSLOCG00000003220
EA32330	ENSLOCG00000001098
EA21058	ENSLOCG00000003124
EA67300	ENSLOCG00000003683
EA60998	ENSLOCG00000005617
EA69817	ENSLOCG00000007289
EA70655	ENSLOCG00000010858
EA35301	ENSLOCG00000013855
EA75583	ENSLOCG00000006273
EA09633	ENSLOCG00000010148
EA01991	ENSLOCG00000001584
EA68929	ENSLOCG00000010429
EA32188	ENSLOCG00000008868
EA09011	ENSLOCG00000011382
EA84925	ENSLOCG00000014667
EA19363	ENSLOCG00000014093
EA53766	ENSLOCG00000002112
EA73720	ENSLOCG00000013590
EA13083	ENSLOCG00000013550
EA08977	ENSLOCG00000014502
EA04124	ENSLOCG00000002057
EA02505	ENSLOCG00000017259
EA59850	ENSLOCG00000010406
EA78645	ENSLOCG00000010614
EA84527	ENSLOCG00000009210
EA29422	ENSLOCG00000012477
EA39247	ENSLOCG00000017079
EA70320	ENSLOCG00000009781
EA36227	ENSLOCG00000017402
EA02694	ENSLOCG00000004191
EA46670	ENSLOCG00000000581
EA37120	ENSLOCG00000000513
EA36505	ENSLOCG00000015310
EA03877	ENSLOCG00000000388
EA65281	ENSLOCG00000014327
EA64387	ENSLOCG00000004814
EA32172	ENSLOCG00000008833
EA09758	ENSLOCG00000006982
EA83983	ENSLOCG00000009316
EA69998	ENSLOCG00000008580
EA57767	ENSLOCG00000004945
EA54867	ENSLOCG00000005842
EA17456	ENSLOCG00000009461
EA15786	ENSLOCG00000011371
EA31901	ENSLOCG00000006662
EA76730	ENSLOCG00000012699
EA68266	ENSLOCG00000010531
EA39953	ENSLOCG00000015008
EA65225	ENSLOCG00000005213
EA42768	ENSLOCG00000009599
EA16816	ENSLOCG00000003754
EA14948	ENSLOCG00000016425
EA22176	ENSLOCG00000003251
EA82148	ENSLOCG00000002073
EA64902	ENSLOCG00000015668
EA74272	ENSLOCG00000015544
EA74791	ENSLOCG00000017863
EA77220	ENSLOCG00000003873
EA03196	ENSLOCG00000011296
EA84223	ENSLOCG00000006534
EA00237	ENSLOCG00000010889
EA03899	ENSLOCG00000005488
EA62018	ENSLOCG00000012726
EA55024	ENSLOCG00000013139
EA59384	ENSLOCG00000005099
EA48327	ENSLOCG00000009902
EA07445	ENSLOCG00000017873
EA54725	ENSLOCG00000016952
EA42811	ENSLOCG00000008423
EA31299	ENSLOCG00000015088
EA48836	ENSLOCG00000001846
EA60490	ENSLOCG00000007330
EA55175	ENSLOCG00000012375
EA04836	ENSLOCG00000010341
EA45800	ENSLOCG00000001815
EA69647	ENSLOCG00000010153
EA71055	ENSLOCG00000011902
EA75458	ENSLOCG00000014552
EA83346	ENSLOCG00000004948
EA07213	ENSLOCG00000002024
EA27648	ENSLOCG00000007323
EA81621	ENSLOCG00000001202
EA80885	ENSLOCG00000011860
EA81660	ENSLOCG00000011061
EA21378	ENSLOCG00000016399
EA05948	ENSLOCG00000016532
EA48764	ENSLOCG00000002144
EA22623	ENSLOCG00000016377
EA19229	ENSLOCG00000014164
EA71247	ENSLOCG00000012794
EA73687	ENSLOCG00000006858
EA81353	ENSLOCG00000016584
EA65260	ENSLOCG00000010218
EA03770	ENSLOCG00000014460
EA03301	ENSLOCG00000015873
EA36979	ENSLOCG00000015493
EA79600	ENSLOCG00000001525
EA49939	ENSLOCG00000000905
EA19885	ENSLOCG00000014212
EA48535	ENSLOCG00000013149
EA49396	ENSLOCG00000003460
EA63134	ENSLOCG00000007213
EA58660	ENSLOCG00000006034
EA37549	ENSLOCG00000017477
EA12998	ENSLOCG00000012175
EA23997	ENSLOCG00000006524
EA72582	ENSLOCG00000012848
EA05813	ENSLOCG00000010758
EA54755	ENSLOCG00000010309
EA00842	ENSLOCG00000016347
EA32753	ENSLOCG00000017745
EA26312	ENSLOCG00000009939
EA11818	ENSLOCG00000004136
EA52647	ENSLOCG00000016605
EA29138	ENSLOCG00000000345
EA80731	ENSLOCG00000004825
EA74357	ENSLOCG00000011131
EA26575	ENSLOCG00000004512
EA18941	ENSLOCG00000017726
EA49277	ENSLOCG00000014716
EA12661	ENSLOCG00000005484
EA16859	ENSLOCG00000016658
EA75936	ENSLOCG00000008530
EA49040	ENSLOCG00000015271
EA67584	ENSLOCG00000007049
EA16798	ENSLOCG00000001147
EA15344	ENSLOCG00000011917
EA71079	ENSLOCG00000014576
EA00263	ENSLOCG00000007494
EA44642	ENSLOCG00000005130
EA01070	ENSLOCG00000002814
EA09805	ENSLOCG00000014628
EA16175	ENSLOCG00000003244
EA27538	ENSLOCG00000002266
EA15243	ENSLOCG00000011231
EA68684	ENSLOCG00000003228
EA52963	ENSLOCG00000003361
EA36400	ENSLOCG00000014236
EA08063	ENSLOCG00000004355
EA43298	ENSLOCG00000016501
EA14815	ENSLOCG00000002094
EA20070	ENSLOCG00000015844
EA74795	ENSLOCG00000002086
EA10283	ENSLOCG00000002927
EA14513	ENSLOCG00000013103
EA14920	ENSLOCG00000004522
EA59540	ENSLOCG00000006296
EA17229	ENSLOCG00000012521
EA08074	ENSLOCG00000007527
EA62374	ENSLOCG00000006840
EA78703	ENSLOCG00000015671
EA76641	ENSLOCG00000013871
EA15510	ENSLOCG00000017928
EA82774	ENSLOCG00000016428
EA50086	ENSLOCG00000009618
EA48600	ENSLOCG00000012352
EA69637	ENSLOCG00000013338
EA83534	ENSLOCG00000006801
EA44823	ENSLOCG00000010627
EA47320	ENSLOCG00000003424
EA84700	ENSLOCG00000001652
EA15547	ENSLOCG00000017268
EA06744	ENSLOCG00000009663
EA57310	ENSLOCG00000003847
EA77702	ENSLOCG00000016066
EA49058	ENSLOCG00000015977
EA51438	ENSLOCG00000014015
EA16522	ENSLOCG00000017026
EA07160	ENSLOCG00000009435
EA42978	ENSLOCG00000003366
EA42922	ENSLOCG00000008685
EA13878	ENSLOCG00000005937
EA14060	ENSLOCG00000009732
EA61437	ENSLOCG00000004834
EA55259	ENSLOCG00000014336
EA35034	ENSLOCG00000000124
EA02780	ENSLOCG00000007096
EA59030	ENSLOCG00000011373
EA70177	ENSLOCG00000005761
EA85783	ENSLOCG00000009995
EA30420	ENSLOCG00000002752
EA02070	ENSLOCG00000010838
EA81149	ENSLOCG00000002701
EA55294	ENSLOCG00000016989
EA54831	ENSLOCG00000016223
EA73418	ENSLOCG00000014966
EA64403	ENSLOCG00000013276
EA33459	ENSLOCG00000001224
EA31373	ENSLOCG00000002742
EA65809	ENSLOCG00000008766
EA01896	ENSLOCG00000008342
EA32399	ENSLOCG00000010025
EA16085	ENSLOCG00000006068
EA51518	ENSLOCG00000015968
EA48763	ENSLOCG00000016644
EA66717	ENSLOCG00000001994
EA41845	ENSLOCG00000016190
EA24536	ENSLOCG00000004333
EA21719	ENSLOCG00000006169
EA14292	ENSLOCG00000007847
EA15095	ENSLOCG00000008796
EA20224	ENSLOCG00000008334
EA48047	ENSLOCG00000016060
EA26808	ENSLOCG00000013097
EA03497	ENSLOCG00000005172
EA57768	ENSLOCG00000007159
EA71582	ENSLOCG00000016460
EA15486	ENSLOCG00000010010
EA73089	ENSLOCG00000009186
EA09550	ENSLOCG00000001819
EA16577	ENSLOCG00000012787
EA05790	ENSLOCG00000009679
EA36117	ENSLOCG00000003644
EA82779	ENSLOCG00000001910
EA33851	ENSLOCG00000013692
EA75440	ENSLOCG00000009542
EA16002	ENSLOCG00000005872
EA27626	ENSLOCG00000001152
EA18326	ENSLOCG00000012614
EA10359	ENSLOCG00000012721
EA77778	ENSLOCG00000015574
EA77113	ENSLOCG00000009137
EA30884	ENSLOCG00000003207
EA01155	ENSLOCG00000006843
EA09356	ENSLOCG00000016986
EA15793	ENSLOCG00000007802
EA13930	ENSLOCG00000015943
EA78691	ENSLOCG00000003443
EA81101	ENSLOCG00000004884
EA51082	ENSLOCG00000003170
EA48885	ENSLOCG00000014670
EA54656	ENSLOCG00000017363
EA02466	ENSLOCG00000004218
EA72454	ENSLOCG00000015149
EA72549	ENSLOCG00000001178
EA25114	ENSLOCG00000006813
EA58490	ENSLOCG00000013282
EA57610	ENSLOCG00000001379
EA23818	ENSLOCG00000016097
EA85613	ENSLOCG00000003162
EA34284	ENSLOCG00000013887
EA78824	ENSLOCG00000012381
EA22575	ENSLOCG00000014539
EA24394	ENSLOCG00000016486
EA16458	ENSLOCG00000008678
EA26229	ENSLOCG00000015566
EA40246	ENSLOCG00000001359
EA42195	ENSLOCG00000003874
EA73484	ENSLOCG00000007136
EA54774	ENSLOCG00000015290
EA31061	ENSLOCG00000011239
EA35839	ENSLOCG00000008829
EA70252	ENSLOCG00000013347
EA26391	ENSLOCG00000015206
EA64406	ENSLOCG00000007649
EA31108	ENSLOCG00000003722
EA67410	ENSLOCG00000005821
EA49957	ENSLOCG00000013429
EA13649	ENSLOCG00000018322
EA71577	ENSLOCG00000004111
EA03070	ENSLOCG00000014971
EA35277	ENSLOCG00000011331
EA66209	ENSLOCG00000007045
EA76666	ENSLOCG00000009778
EA84143	ENSLOCG00000015855
EA83300	ENSLOCG00000004182
EA25808	ENSLOCG00000011688
EA78838	ENSLOCG00000008226
EA48158	ENSLOCG00000012740
EA70078	ENSLOCG00000013626
EA14224	ENSLOCG00000012611
EA15404	ENSLOCG00000008774
EA52646	ENSLOCG00000002801
EA38546	ENSLOCG00000016373
EA38430	ENSLOCG00000015086
EA18746	ENSLOCG00000003108
EA68422	ENSLOCG00000011983
EA02152	ENSLOCG00000007240
EA40920	ENSLOCG00000004935
EA07120	ENSLOCG00000002948
EA36328	ENSLOCG00000014244
EA70390	ENSLOCG00000001040
EA66464	ENSLOCG00000011446
EA67606	ENSLOCG00000012092
EA57082	ENSLOCG00000017258
EA57931	ENSLOCG00000016715
EA36053	ENSLOCG00000008719
EA76999	ENSLOCG00000006520
EA77165	ENSLOCG00000012943
EA34711	ENSLOCG00000010450
EA34413	ENSLOCG00000015326
EA77600	ENSLOCG00000016704
EA16360	ENSLOCG00000011346
EA02486	ENSLOCG00000007382
EA36033	ENSLOCG00000006295
EA16201	ENSLOCG00000005753
EA05998	ENSLOCG00000008651
EA52750	ENSLOCG00000017705
EA01779	ENSLOCG00000010333
EA04660	ENSLOCG00000011731
EA84460	ENSLOCG00000004487
EA57393	ENSLOCG00000015642
EA58457	ENSLOCG00000001014
EA61525	ENSLOCG00000005279
EA49128	ENSLOCG00000012153
EA23682	ENSLOCG00000003313
EA25325	ENSLOCG00000011058
EA29294	ENSLOCG00000004229
EA47885	ENSLOCG00000016371
EA15398	ENSLOCG00000006019
EA35701	ENSLOCG00000007514
EA57477	ENSLOCG00000011163
EA57729	ENSLOCG00000016991
EA76048	ENSLOCG00000012028
EA09753	ENSLOCG00000017949
EA41232	ENSLOCG00000008307
EA12311	ENSLOCG00000013341
EA82292	ENSLOCG00000003356
EA07441	ENSLOCG00000003168
EA59552	ENSLOCG00000017216
EA41644	ENSLOCG00000013269
EA15484	ENSLOCG00000005053
EA15329	ENSLOCG00000004041
EA06830	ENSLOCG00000008467
EA13970	ENSLOCG00000004818
EA75789	ENSLOCG00000007337
EA73152	ENSLOCG00000013056
EA79518	ENSLOCG00000004119
EA83785	ENSLOCG00000013655
EA76302	ENSLOCG00000014467
EA76094	ENSLOCG00000015681
EA30785	ENSLOCG00000017759
EA79028	ENSLOCG00000010714
EA83158	ENSLOCG00000005855
EA26937	ENSLOCG00000017067
EA57560	ENSLOCG00000000935
EA54549	ENSLOCG00000015850
EA60919	ENSLOCG00000007876
EA12396	ENSLOCG00000008005
EA84472	ENSLOCG00000003903
EA25925	ENSLOCG00000016426
EA01624	ENSLOCG00000002117
EA00757	ENSLOCG00000003656
EA22322	ENSLOCG00000011318
EA10646	ENSLOCG00000003289
EA50066	ENSLOCG00000009993
EA24798	ENSLOCG00000001929
EA47750	ENSLOCG00000012096
EA82061	ENSLOCG00000010340
EA34801	ENSLOCG00000011219
EA82908	ENSLOCG00000007989
EA19473	ENSLOCG00000011450
EA17588	ENSLOCG00000010229
EA42056	ENSLOCG00000004499
EA82422	ENSLOCG00000005860
EA56617	ENSLOCG00000013933
EA73523	ENSLOCG00000004819
EA52334	ENSLOCG00000003321
EA04590	ENSLOCG00000002692
EA81772	ENSLOCG00000013802
EA34933	ENSLOCG00000005330
EA60526	ENSLOCG00000006216
EA61830	ENSLOCG00000008485
EA06040	ENSLOCG00000007789
EA46439	ENSLOCG00000008372
EA03597	ENSLOCG00000004716
EA72968	ENSLOCG00000012482
EA72884	ENSLOCG00000010844
EA16673	ENSLOCG00000002541
EA83013	ENSLOCG00000005519
EA69216	ENSLOCG00000013548
EA09187	ENSLOCG00000011141
EA20231	ENSLOCG00000012741
EA65076	ENSLOCG00000010862
EA82484	ENSLOCG00000007569
EA27087	ENSLOCG00000009962
EA07605	ENSLOCG00000010823
EA45093	ENSLOCG00000013007
EA26228	ENSLOCG00000004802
EA81770	ENSLOCG00000016195
EA06826	ENSLOCG00000008081
EA67344	ENSLOCG00000000457
EA28187	ENSLOCG00000004498
EA23128	ENSLOCG00000015603
EA44985	ENSLOCG00000004568
EA64580	ENSLOCG00000006228
EA05247	ENSLOCG00000010643
EA07398	ENSLOCG00000004167
EA77003	ENSLOCG00000012549
EA52574	ENSLOCG00000002300
EA59136	ENSLOCG00000018004
EA14185	ENSLOCG00000004071
EA24974	ENSLOCG00000005366
EA50169	ENSLOCG00000004599
EA67314	ENSLOCG00000017513
EA15160	ENSLOCG00000018303
EA64333	ENSLOCG00000011241
EA23179	ENSLOCG00000009402
EA51513	ENSLOCG00000015877
EA60734	ENSLOCG00000017426
EA61936	ENSLOCG00000006278
EA58254	ENSLOCG00000008668
EA85423	ENSLOCG00000016666
EA49832	ENSLOCG00000013108
EA38889	ENSLOCG00000006049
EA71234	ENSLOCG00000006774
EA26107	ENSLOCG00000017002
EA57035	ENSLOCG00000003934
EA78745	ENSLOCG00000013982
EA84812	ENSLOCG00000017201
EA59428	ENSLOCG00000011846
EA74729	ENSLOCG00000007764
EA39713	ENSLOCG00000006331
EA50148	ENSLOCG00000016639
EA23583	ENSLOCG00000007575
EA73236	ENSLOCG00000010456
EA15229	ENSLOCG00000010134
EA26308	ENSLOCG00000004042
EA57639	ENSLOCG00000008341
EA57562	ENSLOCG00000006996
EA22425	ENSLOCG00000014031
EA22669	ENSLOCG00000014482
EA58355	ENSLOCG00000002015
EA02510	ENSLOCG00000004863
EA03376	ENSLOCG00000016524
EA06791	ENSLOCG00000010386
EA62417	ENSLOCG00000005044
EA77319	ENSLOCG00000010919
EA73652	ENSLOCG00000004788
EA48048	ENSLOCG00000008977
EA78170	ENSLOCG00000014285
EA76407	ENSLOCG00000014477
EA54180	ENSLOCG00000016867
EA58529	ENSLOCG00000010917
EA60727	ENSLOCG00000007074
EA43672	ENSLOCG00000009474
EA14087	ENSLOCG00000009243
EA06990	ENSLOCG00000008661
EA12211	ENSLOCG00000015989
EA14382	ENSLOCG00000011240
EA67760	ENSLOCG00000012665
EA22087	ENSLOCG00000015297
EA48793	ENSLOCG00000012520
EA82247	ENSLOCG00000014416
EA21181	ENSLOCG00000015962
EA48970	ENSLOCG00000010416
EA48767	ENSLOCG00000006555
EA00071	ENSLOCG00000008019
EA83185	ENSLOCG00000000251
EA64729	ENSLOCG00000014826
EA26020	ENSLOCG00000005462
EA26136	ENSLOCG00000002845
