MRPL3	ENSGALG00000040873.2
LOC116941601	ENSGALG00000016651.6
LOC116944038	ENSGALG00000013124.5
MBTPS1	ENSGALG00000003293.5
FAM53A	ENSGALG00000015713.6
UBE3A	ENSGALG00000034944.1
VIL1	ENSGALG00000037286.1
LOC116952917	ENSGALG00000036677.1
RFX4	ENSGALG00000012647.6
DNAJC24	ENSGALG00000012130.5
LOC116946263	ENSGALG00000036028.2
TTI2	ENSGALG00000001651.5
LOC116943620	ENSGALG00000010847.4
LOC116952349	ENSGALG00000032893.1
CEP97	ENSGALG00000015342.6
CNEP1R1	ENSGALG00000029793.2
MCRS1	ENSGALG00000035203.2
ZADH2	ENSGALG00000022882.3
COMMD1	ENSGALG00000008931.6
LOC116943342	ENSGALG00000012396.4
LOC116944067	ENSGALG00000028145.3
LOC116957768	ENSGALG00000001688.6
LOC116938518	ENSGALG00000003160.4
LOC116943714	ENSGALG00000028790.2
MED7	ENSGALG00000003870.6
LOC116948777	ENSGALG00000039356.1
SUMF1	ENSGALG00000008286.5
LOC116948683	ENSGALG00000042122.1
LOC116952120	ENSGALG00000008026.3
LOC116940340	ENSGALG00000002371.5
LOC116947924	ENSGALG00000015906.5
LOC116951821	ENSGALG00000003631.5
LOC116950065	ENSGALG00000001737.6
KXD1	ENSGALG00000036736.1
GATAD1	ENSGALG00000009399.5
GBA	ENSGALG00000031002.1
LOC116944879	ENSGALG00000002515.6
LOC116947514	ENSGALG00000007332.5
STK19	ENSGALG00000039842.1
FKBP14	ENSGALG00000011181.5
NIF3L1	ENSGALG00000008226.6
MRPS17	ENSGALG00000002379.6
COPS2	ENSGALG00000000404.6
PDE6D	ENSGALG00000033062.2
TMEM163	ENSGALG00000012190.5
LOC116946486	ENSGALG00000015970.5
LOC116946619	ENSGALG00000016278.6
MPI	ENSGALG00000029296.2
PDE5A	ENSGALG00000011982.5
LOC116940834	ENSGALG00000011697.6
RAD51	ENSGALG00000030313.2
LOC116940485	ENSGALG00000015708.5
ACY1	ENSGALG00000042984.2
LOC116953543	ENSGALG00000001252.5
RABGAP1	ENSGALG00000001225.5
LOC116944840	ENSGALG00000029927.2
NADK2	ENSGALG00000003558.5
DEPDC5	ENSGALG00000006766.5
RTCA	ENSGALG00000033052.1
ETFRF1	ENSGALG00000014031.5
LOC116939955	ENSGALG00000031340.1
WASHC3	ENSGALG00000012760.5
SUPT6H	ENSGALG00000000146.5
SNIP1	ENSGALG00000002010.5
LOC116953045	ENSGALG00000016281.5
LOC116958093	ENSGALG00000005198.3
CLPP	ENSGALG00000029438.1
LOC116953419	ENSGALG00000029012.2
LOC116953396	ENSGALG00000017246.5
LOC116942673	ENSGALG00000031390.1
LOC116945524	ENSGALG00000030499.1
UTP15	ENSGALG00000013510.4
LOC116940083	ENSGALG00000012791.5
NUP37	ENSGALG00000012759.5
LOC116942036	ENSGALG00000040131.1
LOC103091763	ENSGALG00000004514.4
OBI1	ENSGALG00000016911.5
LARS2	ENSGALG00000036309.1
LOC116953204	ENSGALG00000009976.5
NPAS4	ENSGALG00000041074.1
XPR1	ENSGALG00000003893.5
LOC116954501	ENSGALG00000037951.1
LOC116949558	ENSGALG00000033001.1
SGSH	ENSGALG00000007027.5
DNAJC16	ENSGALG00000032832.1
TRDMT1	ENSGALG00000008686.6
LOC116941219	ENSGALG00000007669.5
TMCO6	ENSGALG00000037776.2
HUS1	ENSGALG00000039589.2
SPAG16	ENSGALG00000003148.5
LOC116952146	ENSGALG00000019527.4
PPP6C	ENSGALG00000001013.5
WHRN	ENSGALG00000038223.1
LOC116947764	ENSGALG00000011384.4
LOC116949631	ENSGALG00000031303.1
LOC116941419	ENSGALG00000033232.2
ADPRS	ENSGALG00000002304.4
LOC116952618	ENSGALG00000027947.3
LOC116953339	ENSGALG00000001283.6
LOC116953166	ENSGALG00000001347.5
TBCCD1	ENSGALG00000006566.4
LOC116956060	ENSGALG00000035225.1
LOC116949446	ENSGALG00000016809.5
LOC116938550	ENSGALG00000013102.5
LOC116939205	ENSGALG00000003146.6
FANCL	ENSGALG00000030022.2
RWDD1	ENSGALG00000014953.6
TMTC2	ENSGALG00000010975.4
ORC5	ENSGALG00000008175.4
LOC116952258	ENSGALG00000004695.6
MIOS	ENSGALG00000010699.5
LOC116956019	ENSGALG00000008645.6
ANKRD2	ENSGALG00000006491.5
CPEB1	ENSGALG00000002150.5
LOC116940802	ENSGALG00000013430.6
LOC116948035	ENSGALG00000007685.5
DHX38	ENSGALG00000000787.6
PELO	ENSGALG00000034847.2
PATL1	ENSGALG00000042641.1
LOC116941892	ENSGALG00000005848.7
LOC116947671	ENSGALG00000010625.5
CFAP47	ENSGALG00000016268.6
CHRAC1	ENSGALG00000040823.2
LOC116941593	ENSGALG00000033205.2
MSL3	ENSGALG00000041433.2
LOC116943805	ENSGALG00000035237.1
LOC116940843	ENSGALG00000010988.5
RBM47	ENSGALG00000014267.5
LOC116942646	ENSGALG00000016267.5
LOC116951950	ENSGALG00000015693.5
GCHFR	ENSGALG00000032239.1
EIF3K	ENSGALG00000029343.2
SMUG1	ENSGALG00000031601.1
RRN3	ENSGALG00000041989.2
LOC116937482	ENSGALG00000037352.1
PCARE	ENSGALG00000009007.6
LOC116945228	ENSGALG00000042705.1
LOC116953797	ENSGALG00000008552.5
LOC116954137	ENSGALG00000005291.5
LOC116950165	ENSGALG00000005103.5
LOC116950199	ENSGALG00000002485.5
ADAT1	ENSGALG00000000908.5
RPS4X	ENSGALG00000004831.5
ABCA2	ENSGALG00000036894.1
DENND6A	ENSGALG00000005656.5
LOC116955762	ENSGALG00000007902.5
FOXN3	ENSGALG00000010665.5
LOC116950435	ENSGALG00000012619.5
LOC116943049	ENSGALG00000016735.5
LOC116944988	ENSGALG00000006284.6
LOC116945019	ENSGALG00000002015.5
LOC116937987	ENSGALG00000003605.5
PLG	ENSGALG00000004293.5
ADHFE1	ENSGALG00000031860.1
AIDA	ENSGALG00000009426.5
TASP1	ENSGALG00000009057.5
LOC116944703	ENSGALG00000043336.1
CCBE1	ENSGALG00000027785.2
SELENBP1	ENSGALG00000000866.6
GALM	ENSGALG00000013828.6
DBH	ENSGALG00000040045.1
EDC3	ENSGALG00000040181.1
SNRPA1	ENSGALG00000007170.5
LOC116942458	ENSGALG00000009743.5
DPY19L1	ENSGALG00000038978.1
GFER	ENSGALG00000005579.6
LOC116945769	ENSGALG00000031163.1
CAD	ENSGALG00000016524.6
TAFA5	ENSGALG00000023584.3
RPE65	ENSGALG00000011259.4
LOC116940966	ENSGALG00000026468.2
LOC116939510	ENSGALG00000008676.5
LOC116939552	ENSGALG00000010309.5
LOC116957174	ENSGALG00000004251.5
CINP	ENSGALG00000011372.6
RNF2	ENSGALG00000037219.2
LOC116940581	ENSGALG00000030875.1
PIK3CG	ENSGALG00000008081.5
ISCA2	ENSGALG00000020417.6
FGD6	ENSGALG00000011342.5
NUDCD3	ENSGALG00000038299.2
LOC116958283	ENSGALG00000028148.2
LOC116940310	ENSGALG00000011124.6
RASL11A	ENSGALG00000013948.4
LOC116943601	ENSGALG00000011457.5
RBM48	ENSGALG00000009467.4
LOC116953362	ENSGALG00000017102.4
ARFGEF3	ENSGALG00000013846.5
PROM1	ENSGALG00000014496.6
LOC116949400	ENSGALG00000041750.1
LOC116958156	ENSGALG00000002499.5
TFCP2L1	ENSGALG00000011635.5
TTLL11	ENSGALG00000001389.5
LAMA2	ENSGALG00000042388.2
LOC116939312	ENSGALG00000002242.5
LOC116939983	ENSGALG00000006681.5
U2SURP	ENSGALG00000002612.5
GLIPR1	ENSGALG00000010224.5
LOC116937330	ENSGALG00000006755.6
PSMD2	ENSGALG00000006294.6
LOC116943475	ENSGALG00000024488.3
LOC116944281	ENSGALG00000019622.4
LOC116946132	ENSGALG00000011859.5
VPS45	ENSGALG00000013899.6
LOC116943172	ENSGALG00000009315.5
MSH6	ENSGALG00000008957.5
TCF25	ENSGALG00000000129.5
LOC116957466	ENSGALG00000020927.4
NKAPD1	ENSGALG00000007882.6
AKAP1	ENSGALG00000005575.5
LOC116950157	ENSGALG00000006350.3
C41H2orf69	ENSGALG00000008136.6
ITIH2	ENSGALG00000006833.5
C57H15orf48	ENSGALG00000046532.1
LOC116939648	ENSGALG00000037632.2
EXOC5	ENSGALG00000012105.5
LOC116937383	ENSGALG00000009537.2
PIK3CA	ENSGALG00000008934.4
LOC116942363	ENSGALG00000000086.3
HBP1	ENSGALG00000008050.5
LOC116937511	ENSGALG00000016599.5
TFAP2D	ENSGALG00000019842.4
NCS1	ENSGALG00000012710.5
LOC116947092	ENSGALG00000006354.5
LOC116947432	ENSGALG00000007547.5
EDEM1	ENSGALG00000008320.4
RAB22A	ENSGALG00000007554.4
LOC116948197	ENSGALG00000007868.5
LOC116948262	ENSGALG00000039772.2
LOC116950930	ENSGALG00000005156.5
ANKMY2	ENSGALG00000010804.5
ZMIZ1	ENSGALG00000004850.5
ANAPC11	ENSGALG00000023308.3
AIP	ENSGALG00000040247.2
LOC116958515	ENSGALG00000001721.5
LOC116954082	ENSGALG00000005121.5
LOC116939611	ENSGALG00000001633.6
LOC116939783	ENSGALG00000009360.5
LOC116952589	ENSGALG00000016996.6
LOC116939702	ENSGALG00000026944.2
LOC116949357	ENSGALG00000014042.6
LOC116950519	ENSGALG00000007130.4
LOC116952171	ENSGALG00000006836.6
LOC116952667	ENSGALG00000008407.5
LOC116937922	ENSGALG00000004573.6
CRHBP	ENSGALG00000014994.5
SPPL2B	ENSGALG00000000430.4
LOC116942509	ENSGALG00000001182.5
DPH6	ENSGALG00000020438.4
LOC116939181	ENSGALG00000007954.5
LOC116955099	ENSGALG00000001375.4
RARS1	ENSGALG00000001850.6
SBDS	ENSGALG00000027989.2
SUB1	ENSGALG00000003248.6
RBPJ	ENSGALG00000014365.5
DDB2	ENSGALG00000008218.4
RPL21	ENSGALG00000027035.3
LOC116939112	ENSGALG00000021572.4
CHID1	ENSGALG00000006830.5
LOC116952254	ENSGALG00000035108.2
NDRG3	ENSGALG00000001492.6
LOC116957058	ENSGALG00000003258.5
LOC103091774	ENSGALG00000041083.1
ALKBH1	ENSGALG00000010485.3
CYYR1	ENSGALG00000015774.5
LOC116955529	ENSGALG00000015901.6
EEF1B2	ENSGALG00000008590.5
LOC116956502	ENSGALG00000003701.6
SMNDC1	ENSGALG00000008561.6
LOC116941435	ENSGALG00000002868.5
AASS	ENSGALG00000008953.4
LOC116945857	ENSGALG00000032634.2
ACVR2A	ENSGALG00000006158.5
PDHB	ENSGALG00000029576.1
LOC116952559	ENSGALG00000014646.6
LOXHD1	ENSGALG00000037829.1
LOC116947816	ENSGALG00000010282.5
CEBPZ	ENSGALG00000040335.2
DMGDH	ENSGALG00000004491.5
CEP70	ENSGALG00000012087.5
KAZN	ENSGALG00000013642.6
ZC3H13	ENSGALG00000016984.5
LOC116946109	ENSGALG00000022802.4
RMI1	ENSGALG00000012592.3
ZNHIT6	ENSGALG00000008658.5
IMP4	ENSGALG00000029152.3
LOC116952707	ENSGALG00000012986.5
WDR54	ENSGALG00000031570.2
LOC116940589	ENSGALG00000011208.4
XRCC3	ENSGALG00000011533.5
UNC80	ENSGALG00000041563.1
SPATA4	ENSGALG00000010822.3
DACH1	ENSGALG00000037015.1
LOC116945523	ENSGALG00000029341.1
ANO4	ENSGALG00000011614.5
LOC116950265	ENSGALG00000036739.1
LOC116938728	ENSGALG00000031056.1
KCTD6	ENSGALG00000007111.4
LOC116944077	ENSGALG00000001054.3
CARNMT1	ENSGALG00000015155.6
CTDNEP1	ENSGALG00000041769.1
NUF2	ENSGALG00000003438.5
UBR4	ENSGALG00000030563.1
LOC116958403	ENSGALG00000003589.6
LOC116958443	ENSGALG00000035749.1
LOC116949461	ENSGALG00000033179.2
LOC116945516	ENSGALG00000005750.5
POLR1C	ENSGALG00000010349.6
LOC116945489	ENSGALG00000006312.6
LOC116946569	ENSGALG00000015925.5
PIGC	ENSGALG00000027608.2
SLC32A1	ENSGALG00000038919.1
LOC116941345	ENSGALG00000007609.4
NOXRED1	ENSGALG00000042509.2
AKAP9	ENSGALG00000040724.1
N6AMT1	ENSGALG00000015802.6
LOC116946603	ENSGALG00000029319.2
NRBF2	ENSGALG00000002959.5
LOC116942519	ENSGALG00000003696.6
DHX33	ENSGALG00000001630.6
UBE2T	ENSGALG00000000102.5
IDH3A	ENSGALG00000037401.2
LOC116943756	ENSGALG00000043243.1
CEP95	ENSGALG00000003540.6
LOC116938811	ENSGALG00000008621.5
LOC116955417	ENSGALG00000002375.6
LOC116946580	ENSGALG00000033511.1
SNRNP48	ENSGALG00000013005.5
COPS8	ENSGALG00000033385.2
PRLR	ENSGALG00000014855.5
ABCF3	ENSGALG00000008480.5
EXOC8	ENSGALG00000043280.1
ATAD5	ENSGALG00000003294.6
LOC116949485	ENSGALG00000004902.5
LOC116951214	ENSGALG00000005012.5
SLC2A8	ENSGALG00000000853.6
DNAJB13	ENSGALG00000017317.5
SRPRB	ENSGALG00000026302.1
LOC116945607	ENSGALG00000039648.1
FBXO3	ENSGALG00000034029.1
MTR	ENSGALG00000014464.5
ACER2	ENSGALG00000015081.5
MTHFSD	ENSGALG00000033322.2
ALDH7A1	ENSGALG00000008229.5
PAX7	ENSGALG00000043204.2
ALDH4A1	ENSGALG00000042184.1
LOC116944817	ENSGALG00000030417.2
LOC116941910	ENSGALG00000007358.4
VPS35	ENSGALG00000004375.5
MARCHF3	ENSGALG00000028673.2
LOC116945159	ENSGALG00000002445.5
SPECC1L	ENSGALG00000006648.4
CERT1	ENSGALG00000014952.5
LOC116940406	ENSGALG00000015626.6
LOC116942705	ENSGALG00000004141.4
DNASE1L3	ENSGALG00000005688.6
TPRKB	ENSGALG00000013018.6
LOC116947621	ENSGALG00000011274.6
GPHN	ENSGALG00000009587.6
LOC116940233	ENSGALG00000012227.5
LOC116946521	ENSGALG00000008270.5
LOC116940596	ENSGALG00000009048.5
LOC116942111	ENSGALG00000014121.5
DDO	ENSGALG00000015057.5
LOC116943654	ENSGALG00000011506.6
KLHDC4	ENSGALG00000037315.1
LOC116958544	ENSGALG00000020921.4
SMO	ENSGALG00000036114.1
LOC116953926	ENSGALG00000031424.1
LOC116948737	ENSGALG00000042976.1
BSND	ENSGALG00000043998.1
ALDH9A1	ENSGALG00000003495.6
LOC116958220	ENSGALG00000037408.2
LOC116940925	ENSGALG00000037310.2
LOC116940012	ENSGALG00000011681.6
BLOC1S6	ENSGALG00000040735.1
SLC17A9	ENSGALG00000028225.2
LOC116944090	ENSGALG00000040007.1
SOCS6	ENSGALG00000013731.5
FBXO9	ENSGALG00000016320.5
EMC3	ENSGALG00000003738.6
HSPB3	ENSGALG00000014912.5
LOC116939541	ENSGALG00000009731.6
DCAF6	ENSGALG00000015435.5
RPL9	ENSGALG00000000150.6
LOC116951374	ENSGALG00000015937.3
DAO	ENSGALG00000043053.1
RPLP0	ENSGALG00000023294.4
ERLEC1	ENSGALG00000008172.5
PGAM5	ENSGALG00000002137.5
LOC116953242	ENSGALG00000020984.4
LOC116954608	ENSGALG00000023571.2
RASSF9	ENSGALG00000039822.1
LOC116942044	ENSGALG00000003644.5
LOC116955481	ENSGALG00000015878.5
PDIA3	ENSGALG00000008348.5
CPQ	ENSGALG00000030866.1
LOC103091749	ENSGALG00000026192.2
LOC116956749	ENSGALG00000007474.4
HSPBP1	ENSGALG00000042503.1
TIGAR	ENSGALG00000026776.2
ANAPC2	ENSGALG00000008625.5
PRPF38B	ENSGALG00000001972.5
AFTPH	ENSGALG00000008828.6
EMX2	ENSGALG00000009302.6
RALBP1	ENSGALG00000008405.6
MIB1	ENSGALG00000014974.5
LOC116941742	ENSGALG00000014991.6
PECR	ENSGALG00000011497.5
HMOX2	ENSGALG00000007638.6
LOC116938566	ENSGALG00000030775.1
RUFY2	ENSGALG00000029706.1
LOC116952405	ENSGALG00000032159.1
ISOC1	ENSGALG00000000161.6
LZIC	ENSGALG00000002616.2
SF3A1	ENSGALG00000007937.4
ARHGEF17	ENSGALG00000017326.5
DLD	ENSGALG00000007931.6
LOC116938507	ENSGALG00000040320.2
DDX42	ENSGALG00000000581.6
YPEL2	ENSGALG00000028801.2
PI4KA	ENSGALG00000040756.1
LOC116940711	ENSGALG00000031859.2
SMIM19	ENSGALG00000029508.1
CCT3	ENSGALG00000039205.1
KCNJ1	ENSGALG00000001167.4
LRRFIP2	ENSGALG00000033102.1
PDZD11	ENSGALG00000004198.5
LOC116955754	ENSGALG00000003886.6
WDR34	ENSGALG00000004702.5
ARIH1	ENSGALG00000001901.5
LOC116952224	ENSGALG00000008487.5
MARCHF7	ENSGALG00000012584.5
LCMT2	ENSGALG00000017333.5
GAD1	ENSGALG00000034070.1
PPP1R8	ENSGALG00000000729.5
VPS11	ENSGALG00000029536.1
LOC116938715	ENSGALG00000007777.6
TENT4A	ENSGALG00000031851.1
DNTTIP1	ENSGALG00000003575.4
LOC116948414	ENSGALG00000019873.4
LOC116954451	ENSGALG00000039468.1
LOC116944168	ENSGALG00000012705.5
ZNFX1	ENSGALG00000004859.5
SEPHS1	ENSGALG00000014575.5
LOC116957856	ENSGALG00000003122.5
LOC116947437	ENSGALG00000009595.5
LOC116948434	ENSGALG00000035748.1
LOC116948805	ENSGALG00000010818.4
NSMAF	ENSGALG00000038838.1
CHIC2	ENSGALG00000013931.6
LOC116958410	ENSGALG00000007728.4
ZRANB1	ENSGALG00000031474.2
RAB28	ENSGALG00000014931.5
LOC116941886	ENSGALG00000006119.6
HSPA5	ENSGALG00000001000.3
LOC116940177	ENSGALG00000013468.5
LOC116938554	ENSGALG00000021031.4
LOC116953532	ENSGALG00000031439.1
LOC116951164	ENSGALG00000008167.5
LOC116954531	ENSGALG00000000913.6
DNAJC21	ENSGALG00000003387.6
MSMP	ENSGALG00000028118.2
JKAMP	ENSGALG00000012009.6
LOC116939589	ENSGALG00000010773.5
LOC116956357	ENSGALG00000002728.3
METTL6	ENSGALG00000040665.2
OPA1	ENSGALG00000007150.5
GRAMD4	ENSGALG00000034274.1
LOC116946950	ENSGALG00000028898.2
NAA38	ENSGALG00000045552.1
GPANK1	ENSGALG00000034578.1
SARS2	ENSGALG00000035641.1
LOC116956500	ENSGALG00000041730.1
BABAM2	ENSGALG00000010039.6
RPL4	ENSGALG00000007711.6
LOC116941646	ENSGALG00000004268.5
LOC116941689	ENSGALG00000039690.1
LOC116938519	ENSGALG00000043079.2
DNMT1	ENSGALG00000038018.1
BMS1	ENSGALG00000002624.5
LOC116951115	ENSGALG00000008263.5
SERPINH1	ENSGALG00000011214.5
MAP2K5	ENSGALG00000007930.6
LOC116940048	ENSGALG00000017411.5
USPL1	ENSGALG00000017079.6
BTD	ENSGALG00000011216.4
VEPH1	ENSGALG00000009682.4
EOGT	ENSGALG00000013406.5
LOC116953494	ENSGALG00000016602.4
LOC116951379	ENSGALG00000000657.4
GLDC	ENSGALG00000015053.6
LOC116956986	ENSGALG00000003144.6
TDRD12	ENSGALG00000004704.4
LOC116950161	ENSGALG00000006542.6
GALNT3	ENSGALG00000010960.5
KPNB1	ENSGALG00000036962.1
DCHS1	ENSGALG00000017334.5
GSTZ1	ENSGALG00000010432.6
MRPL33	ENSGALG00000041060.1
LOC116957234	ENSGALG00000029528.1
BCAP31	ENSGALG00000035236.2
SLC39A11	ENSGALG00000004413.5
MRPL24	ENSGALG00000030994.1
LOC116953185	ENSGALG00000006997.4
MPHOSPH8	ENSGALG00000017145.4
LOC116950203	ENSGALG00000005862.5
AFMID	ENSGALG00000000109.4
LOC116947394	ENSGALG00000015978.6
LOC116951344	ENSGALG00000013409.5
LOC116950563	ENSGALG00000010256.6
GFM2	ENSGALG00000014939.4
DNAJC17	ENSGALG00000036432.1
LOC116955939	ENSGALG00000007904.4
LOC116955869	ENSGALG00000011190.5
ARHGAP39	ENSGALG00000001536.5
LOC116947027	ENSGALG00000006272.5
LOC116948512	ENSGALG00000011111.5
LOC116949655	ENSGALG00000004436.6
AMDHD2	ENSGALG00000009234.6
GLYR1	ENSGALG00000038338.2
LOC116949407	ENSGALG00000011291.6
LOC116946841	ENSGALG00000006221.5
LOC116939619	ENSGALG00000012367.5
VIPAS39	ENSGALG00000010459.6
LOC116952262	ENSGALG00000009942.4
LOC116950914	ENSGALG00000040141.2
SLC5A6	ENSGALG00000040541.1
YARS1	ENSGALG00000003563.5
LOC116940325	ENSGALG00000008077.6
IDH1	ENSGALG00000008818.6
NAT10	ENSGALG00000014573.5
LOC116943377	ENSGALG00000010576.5
LOC116943541	ENSGALG00000030314.1
SMDT1	ENSGALG00000011897.5
PDAP1	ENSGALG00000036552.1
SRL	ENSGALG00000038884.1
UIMC1	ENSGALG00000001158.5
RPL27A	ENSGALG00000005948.5
LOC116942195	ENSGALG00000002165.5
ABCA3	ENSGALG00000037837.1
LOC116951234	ENSGALG00000041650.1
SLC25A20	ENSGALG00000028227.3
LOC116939064	ENSGALG00000017493.5
TDRKH	ENSGALG00000031812.1
P4HA1	ENSGALG00000004325.6
OSER1	ENSGALG00000004321.6
SNRPG	ENSGALG00000028409.1
FAM214A	ENSGALG00000042839.2
FHDC1	ENSGALG00000041054.1
HDDC2	ENSGALG00000014841.6
RPN2	ENSGALG00000003815.6
KRTCAP2	ENSGALG00000041063.2
LONP1	ENSGALG00000040492.1
LOC116939629	ENSGALG00000012361.5
EI24	ENSGALG00000038097.2
LOC116943524	ENSGALG00000013579.5
PACRG	ENSGALG00000011560.6
EXOC2	ENSGALG00000012837.6
LOC116956280	ENSGALG00000008839.5
LOC116957847	ENSGALG00000029596.2
LOC116944604	ENSGALG00000035266.1
LOC116945971	ENSGALG00000032365.2
MCM8	ENSGALG00000009195.7
LOC116952475	ENSGALG00000029175.2
UVRAG	ENSGALG00000000845.5
LACC1	ENSGALG00000016969.4
ERO1B	ENSGALG00000040000.1
KLHL14	ENSGALG00000036969.1
LOC116942585	ENSGALG00000041202.1
BCKDHB	ENSGALG00000040702.1
OPA3	ENSGALG00000037569.1
LOC116944316	ENSGALG00000045413.1
TPP1	ENSGALG00000035308.2
C31H15orf41	ENSGALG00000009801.6
LOC103091722	ENSGALG00000004821.4
LOC116938997	ENSGALG00000008939.6
NXNL1	ENSGALG00000038506.1
DDX47	ENSGALG00000011794.3
PAK4	ENSGALG00000031328.1
LOC116948258	ENSGALG00000000296.5
SPAG6	ENSGALG00000007892.6
LOC116945554	ENSGALG00000010238.5
NPRL3	ENSGALG00000007456.5
LOC103091785	ENSGALG00000012594.6
GGT7	ENSGALG00000001062.5
RCC2	ENSGALG00000031684.1
ACAA2	ENSGALG00000031142.1
LOC116945826	ENSGALG00000012809.5
WASL	ENSGALG00000008797.5
LOC116947446	ENSGALG00000003398.6
DCK	ENSGALG00000005961.5
TFAM	ENSGALG00000002703.6
CFAP61	ENSGALG00000008416.6
WASF2	ENSGALG00000017103.5
LRRC17	ENSGALG00000008298.4
LOC116956322	ENSGALG00000004187.5
VPS18	ENSGALG00000008496.4
TRMT9B	ENSGALG00000042726.2
LOC116956511	ENSGALG00000031306.1
LOC116947404	ENSGALG00000008439.6
LOC116947673	ENSGALG00000031159.1
KIF3A	ENSGALG00000006860.5
LOC116944144	ENSGALG00000013753.6
LOC116941991	ENSGALG00000012577.5
LACTB	ENSGALG00000003505.4
FANCA	ENSGALG00000000516.5
APPBP2	ENSGALG00000005314.3
USP30	ENSGALG00000040265.1
LOC116948337	ENSGALG00000010639.5
LOC116955030	ENSGALG00000033408.1
SUCLA2	ENSGALG00000016993.6
CEP19	ENSGALG00000006405.5
STRAP	ENSGALG00000013092.5
LOC116941292	ENSGALG00000037525.1
AASDHPPT	ENSGALG00000027981.3
LOC116945593	ENSGALG00000027299.2
PRMT1	ENSGALG00000013272.5
RPL23A	ENSGALG00000003966.6
LOC116942335	ENSGALG00000032736.1
TMEM241	ENSGALG00000035384.2
XPO1	ENSGALG00000029476.1
TLCD2	ENSGALG00000021592.5
POLG	ENSGALG00000006641.6
OTP	ENSGALG00000026744.2
HIBCH	ENSGALG00000043307.2
LOC116952235	ENSGALG00000009739.4
LOC116954716	ENSGALG00000012049.5
LOC116952095	ENSGALG00000012730.4
LOC116953326	ENSGALG00000013813.5
LOC116951047	ENSGALG00000038722.1
ISYNA1	ENSGALG00000030344.1
MED4	ENSGALG00000016995.5
LOC116957568	ENSGALG00000019768.5
LOC116958063	ENSGALG00000002141.6
LOC116954688	ENSGALG00000010933.6
CIAPIN1	ENSGALG00000029268.2
SAP130	ENSGALG00000002070.6
FBXO47	ENSGALG00000019738.4
GPD1L	ENSGALG00000011481.5
CROT	ENSGALG00000008813.6
RAB30	ENSGALG00000017248.5
GNB5	ENSGALG00000039307.2
LOC116953604	ENSGALG00000000720.5
LOC116941019	ENSGALG00000026328.2
RELN	ENSGALG00000008193.6
ACTR8	ENSGALG00000005385.6
LOC116944849	ENSGALG00000001446.5
LOC116957778	ENSGALG00000002739.4
LOC116944128	ENSGALG00000039738.1
ALG14	ENSGALG00000005583.6
EYS	ENSGALG00000031262.1
LOC116943357	ENSGALG00000044995.1
LOC116943515	ENSGALG00000010760.6
ERMP1	ENSGALG00000000438.5
CCNDBP1	ENSGALG00000004837.5
LOC116954153	ENSGALG00000007768.6
CEP162	ENSGALG00000015836.5
ATP6V1A	ENSGALG00000014800.7
SMYD5	ENSGALG00000022920.3
CFAP206	ENSGALG00000015810.5
BICC1	ENSGALG00000036095.1
LOC116939521	ENSGALG00000009845.3
D2HGDH	ENSGALG00000039535.1
ARHGEF39	ENSGALG00000002599.4
FAM107B	ENSGALG00000007139.5
EXOSC8	ENSGALG00000017048.5
LOC116942887	ENSGALG00000008675.6
LOC116946982	ENSGALG00000034284.1
DNAJC1	ENSGALG00000007914.5
RCCD1	ENSGALG00000023237.4
LOC116943843	ENSGALG00000012526.5
UPRT	ENSGALG00000007793.4
KIAA1841	ENSGALG00000007825.4
LYAR	ENSGALG00000015000.6
LOC116958680	ENSGALG00000033034.2
IRAK4	ENSGALG00000009586.4
EIF5A	ENSGALG00000009309.6
LOC116951902	ENSGALG00000039257.2
LOC116944117	ENSGALG00000003663.6
LOC116942961	ENSGALG00000013615.5
PLRG1	ENSGALG00000009257.6
COQ9	ENSGALG00000001184.5
LOC116955611	ENSGALG00000030305.1
ATP6V0C	ENSGALG00000009229.5
HSPBAP1	ENSGALG00000011677.5
CORO2B	ENSGALG00000008043.5
USP37	ENSGALG00000011427.5
RRP9	ENSGALG00000043359.1
GALR2	ENSGALG00000001866.5
SLC35D3	ENSGALG00000030545.2
POLA2	ENSGALG00000030099.2
LOC116947842	ENSGALG00000040156.1
XPC	ENSGALG00000006357.5
LOC116940283	ENSGALG00000008802.4
TMEM268	ENSGALG00000007186.5
LOC116944951	ENSGALG00000000934.5
LOC116957411	ENSGALG00000001161.5
MACO1	ENSGALG00000001067.6
TMCO3	ENSGALG00000016824.5
LOC116940099	ENSGALG00000014645.5
LOC116941400	ENSGALG00000037395.1
UNC50	ENSGALG00000036076.1
LOC116944226	ENSGALG00000011491.6
VIRMA	ENSGALG00000031131.1
POLG2	ENSGALG00000003520.4
MRPL17	ENSGALG00000002605.4
ENDOG	ENSGALG00000026221.2
POLR3F	ENSGALG00000008749.4
LOC116956328	ENSGALG00000001619.5
BOK	ENSGALG00000005772.5
RNF115	ENSGALG00000042948.2
FANCM	ENSGALG00000031182.1
KLHDC2	ENSGALG00000012244.6
DLST	ENSGALG00000010286.5
CRCP	ENSGALG00000002587.5
LOC116949633	ENSGALG00000043363.2
MRPL19	ENSGALG00000016731.6
ARSI	ENSGALG00000005616.6
CTNS	ENSGALG00000004628.5
LOC116945259	ENSGALG00000034392.1
MEIOB	ENSGALG00000005411.5
CFTR	ENSGALG00000032986.1
CCDC66	ENSGALG00000005450.5
