EA44645	ENSGALG00000032763.2
EA17164	ENSGALG00000002249.5
EA48463	ENSGALG00000013889.6
EA18545	ENSGALG00000019397.4
EA48129	ENSGALG00000010547.4
EA22300	ENSGALG00000012237.6
EA24205	ENSGALG00000014386.6
EA15997	ENSGALG00000015030.6
EA19067	ENSGALG00000025999.3
EA34885	ENSGALG00000009957.4
EA03542	ENSGALG00000004569.5
EA75193	ENSGALG00000017336.4
EA06260	ENSGALG00000022804.3
EA69525	ENSGALG00000015549.4
EA72059	ENSGALG00000035650.2
EA12824	ENSGALG00000001310.6
EA23080	ENSGALG00000006363.5
EA01518	ENSGALG00000004553.5
EA02371	ENSGALG00000005057.6
EA09524	ENSGALG00000009260.6
EA64198	ENSGALG00000040366.1
EA23101	ENSGALG00000013018.6
EA40204	ENSGALG00000007669.5
EA66703	ENSGALG00000010973.6
EA04683	ENSGALG00000000950.5
EA32359	ENSGALG00000006704.5
EA10356	ENSGALG00000016457.6
EA29377	ENSGALG00000002250.5
EA20873	ENSGALG00000011505.5
EA37191	ENSGALG00000001055.4
EA45852	ENSGALG00000014883.5
EA29553	ENSGALG00000035696.1
EA28209	ENSGALG00000008459.4
EA80422	ENSGALG00000027899.3
EA28637	ENSGALG00000012579.4
EA21824	ENSGALG00000005390.5
EA42575	ENSGALG00000001025.5
EA48815	ENSGALG00000009973.5
EA60372	ENSGALG00000008686.6
EA31056	ENSGALG00000008645.6
EA35301	ENSGALG00000007054.5
EA84804	ENSGALG00000015416.2
EA61832	ENSGALG00000035465.1
EA37203	ENSGALG00000009172.5
EA18953	ENSGALG00000032382.1
EA19327	ENSGALG00000001107.4
EA73484	ENSGALG00000009402.5
EA77936	ENSGALG00000008983.5
EA46615	ENSGALG00000015412.5
EA62203	ENSGALG00000004387.6
EA30430	ENSGALG00000041305.1
EA12459	ENSGALG00000025844.2
EA52412	ENSGALG00000005096.5
EA32728	ENSGALG00000005323.3
EA64027	ENSGALG00000013369.5
EA12173	ENSGALG00000007161.4
EA20623	ENSGALG00000009802.6
EA58831	ENSGALG00000005694.6
EA72575	ENSGALG00000007485.6
EA45535	ENSGALG00000002408.5
EA75924	ENSGALG00000005423.6
EA10430	ENSGALG00000011280.5
EA33315	ENSGALG00000028691.3
EA80910	ENSGALG00000009229.5
EA78403	ENSGALG00000004079.7
EA50148	ENSGALG00000010748.5
EA29524	ENSGALG00000011386.6
EA81832	ENSGALG00000004798.5
EA00417	ENSGALG00000008440.5
EA73979	ENSGALG00000008103.5
EA79462	ENSGALG00000020745.4
EA37813	ENSGALG00000028203.2
EA00614	ENSGALG00000005534.5
EA41274	ENSGALG00000009479.4
EA41845	ENSGALG00000019355.4
EA43274	ENSGALG00000033682.1
EA58658	ENSGALG00000011605.5
EA71778	ENSGALG00000001620.5
EA11396	ENSGALG00000038951.1
EA34603	ENSGALG00000004195.3
EA42536	ENSGALG00000031021.1
EA14333	ENSGALG00000013571.5
EA13999	ENSGALG00000029723.2
EA28742	ENSGALG00000041631.1
EA77702	ENSGALG00000031922.1
EA25732	ENSGALG00000001954.5
EA57310	ENSGALG00000005173.6
EA58774	ENSGALG00000012094.5
EA74056	ENSGALG00000034032.1
EA65777	ENSGALG00000046532.1
EA52750	ENSGALG00000026944.2
EA62458	ENSGALG00000003099.5
EA85452	ENSGALG00000017159.6
EA02439	ENSGALG00000003429.5
EA33780	ENSGALG00000001801.5
EA34933	ENSGALG00000016946.6
EA26800	ENSGALG00000014668.6
EA69093	ENSGALG00000004059.6
EA54394	ENSGALG00000030640.1
EA78837	ENSGALG00000027142.2
EA84261	ENSGALG00000035963.1
EA70678	ENSGALG00000013689.6
EA00261	ENSGALG00000005036.6
EA76800	ENSGALG00000034016.1
EA79464	ENSGALG00000004818.6
EA11263	ENSGALG00000019961.5
EA49977	ENSGALG00000009477.4
EA51258	ENSGALG00000016327.5
EA21207	ENSGALG00000026009.2
EA39400	ENSGALG00000015572.5
EA69615	ENSGALG00000005888.5
EA53663	ENSGALG00000030259.2
EA03204	ENSGALG00000005080.5
EA11256	ENSGALG00000000189.5
EA50198	ENSGALG00000008508.4
EA04786	ENSGALG00000006096.6
EA03196	ENSGALG00000003861.6
EA20150	ENSGALG00000012396.4
EA39229	ENSGALG00000023191.4
EA16443	ENSGALG00000011489.5
EA13955	ENSGALG00000012680.5
EA53240	ENSGALG00000045060.1
EA79168	ENSGALG00000031415.1
EA72825	ENSGALG00000029692.1
EA67788	ENSGALG00000000044.6
EA77478	ENSGALG00000026891.3
EA26458	ENSGALG00000014670.4
EA14682	ENSGALG00000037656.1
EA17034	ENSGALG00000032571.2
EA17529	ENSGALG00000016664.5
EA81793	ENSGALG00000033608.1
EA11042	ENSGALG00000039209.2
EA26634	ENSGALG00000007839.6
EA45539	ENSGALG00000015800.6
EA41755	ENSGALG00000013635.4
EA80466	ENSGALG00000000839.3
EA24474	ENSGALG00000014724.5
EA61524	ENSGALG00000009061.5
EA69536	ENSGALG00000037395.1
EA52513	ENSGALG00000017154.5
EA04861	ENSGALG00000028444.2
EA17448	ENSGALG00000012595.5
EA37283	ENSGALG00000015742.6
EA45431	ENSGALG00000021303.3
EA41013	ENSGALG00000032206.1
EA37817	ENSGALG00000015025.5
EA22309	ENSGALG00000033957.1
EA19815	ENSGALG00000010711.5
EA48314	ENSGALG00000006836.6
EA57903	ENSGALG00000004343.5
EA74334	ENSGALG00000014746.5
EA12018	ENSGALG00000009879.5
EA23190	ENSGALG00000013688.6
EA14742	ENSGALG00000001848.5
EA50190	ENSGALG00000042759.1
EA65346	ENSGALG00000018439.5
EA68643	ENSGALG00000034380.2
EA75767	ENSGALG00000038187.1
EA58903	ENSGALG00000001028.4
EA83347	ENSGALG00000023670.3
EA28940	ENSGALG00000009264.5
EA37642	ENSGALG00000022909.3
EA71881	ENSGALG00000007592.5
EA72539	ENSGALG00000008160.4
EA12875	ENSGALG00000040297.2
EA26270	ENSGALG00000005695.6
EA22855	ENSGALG00000005713.5
EA75490	ENSGALG00000005245.5
EA19367	ENSGALG00000036106.1
EA07763	ENSGALG00000041546.1
EA66993	ENSGALG00000005800.5
EA47423	ENSGALG00000002981.6
EA37274	ENSGALG00000011326.6
EA69197	ENSGALG00000017153.5
EA52968	ENSGALG00000043103.1
EA38524	ENSGALG00000037203.2
EA48863	ENSGALG00000001219.5
EA01779	ENSGALG00000016808.5
EA04660	ENSGALG00000042492.2
EA17221	ENSGALG00000028906.2
EA34971	ENSGALG00000006300.6
EA55362	ENSGALG00000004166.6
EA47019	ENSGALG00000043126.1
EA66907	ENSGALG00000009504.6
EA21699	ENSGALG00000002744.6
EA14701	ENSGALG00000004115.6
EA13986	ENSGALG00000001998.5
EA78492	ENSGALG00000038446.1
EA71579	ENSGALG00000002499.5
EA83453	ENSGALG00000001262.6
EA05896	ENSGALG00000031932.1
EA65405	ENSGALG00000041493.2
EA68625	ENSGALG00000031461.1
EA65795	ENSGALG00000006777.2
EA33736	ENSGALG00000026995.2
EA82997	ENSGALG00000012784.5
EA70139	ENSGALG00000039942.1
EA54416	ENSGALG00000038589.1
EA78338	ENSGALG00000005522.4
EA29811	ENSGALG00000027645.2
EA80061	ENSGALG00000010497.5
EA18689	ENSGALG00000007076.5
EA20672	ENSGALG00000004750.5
EA59384	ENSGALG00000000652.6
EA67964	ENSGALG00000026906.2
EA14385	ENSGALG00000007358.4
EA54466	ENSGALG00000043751.2
EA23140	ENSGALG00000010293.5
EA49504	ENSGALG00000011696.5
EA41375	ENSGALG00000000442.5
EA34083	ENSGALG00000029308.1
EA30010	ENSGALG00000011762.5
EA45369	ENSGALG00000003086.3
EA37509	ENSGALG00000009752.4
EA72021	ENSGALG00000007371.6
EA81842	ENSGALG00000011974.4
EA41115	ENSGALG00000012275.5
EA05880	ENSGALG00000016740.6
EA16371	ENSGALG00000015386.5
EA10656	ENSGALG00000009940.4
EA09338	ENSGALG00000031000.2
EA28507	ENSGALG00000012545.5
EA58945	ENSGALG00000014661.6
EA34413	ENSGALG00000011900.4
EA12707	ENSGALG00000009463.4
EA25828	ENSGALG00000044283.1
EA72063	ENSGALG00000008561.6
EA72668	ENSGALG00000016379.6
EA52402	ENSGALG00000009877.5
EA31163	ENSGALG00000003919.5
EA66341	ENSGALG00000011867.5
EA46837	ENSGALG00000009441.5
EA22317	ENSGALG00000014516.5
EA22684	ENSGALG00000026914.2
EA43268	ENSGALG00000011673.4
EA77917	ENSGALG00000004555.4
EA47531	ENSGALG00000011155.5
EA67596	ENSGALG00000029439.2
EA76403	ENSGALG00000011377.5
EA09851	ENSGALG00000016646.5
EA50106	ENSGALG00000023135.3
EA72582	ENSGALG00000006376.5
EA25565	ENSGALG00000043148.1
EA20225	ENSGALG00000029448.1
EA05749	ENSGALG00000006719.5
EA85430	ENSGALG00000007653.5
EA26738	ENSGALG00000011314.5
EA58573	ENSGALG00000012118.5
EA68248	ENSGALG00000013086.5
EA19543	ENSGALG00000037586.1
EA64902	ENSGALG00000029855.2
EA35572	ENSGALG00000012291.5
EA74328	ENSGALG00000041054.1
EA80154	ENSGALG00000016895.5
EA07802	ENSGALG00000006968.6
EA02549	ENSGALG00000001103.6
EA04211	ENSGALG00000000927.4
EA13599	ENSGALG00000023015.2
EA60913	ENSGALG00000040212.1
EA65333	ENSGALG00000003767.5
EA57472	ENSGALG00000003211.5
EA36227	ENSGALG00000037352.1
EA05581	ENSGALG00000010207.5
EA40031	ENSGALG00000017283.6
EA39901	ENSGALG00000013962.6
EA48553	ENSGALG00000015132.2
EA54639	ENSGALG00000013493.6
EA20449	ENSGALG00000007476.6
EA20808	ENSGALG00000013406.5
EA44275	ENSGALG00000029898.1
EA42954	ENSGALG00000030534.2
EA44817	ENSGALG00000004162.5
EA43394	ENSGALG00000032270.1
EA07848	ENSGALG00000020905.4
EA84206	ENSGALG00000041473.1
EA27626	ENSGALG00000001306.8
EA06589	ENSGALG00000017202.5
EA68319	ENSGALG00000000946.5
EA64380	ENSGALG00000004205.5
EA51416	ENSGALG00000013709.6
EA63929	ENSGALG00000006078.5
EA76522	ENSGALG00000014290.5
EA25053	ENSGALG00000005979.5
EA54110	ENSGALG00000016062.4
EA79427	ENSGALG00000005232.6
EA50864	ENSGALG00000008734.5
EA54501	ENSGALG00000007370.2
EA07213	ENSGALG00000001501.4
EA84726	ENSGALG00000037663.1
EA25243	ENSGALG00000000525.5
EA17384	ENSGALG00000033790.1
EA02468	ENSGALG00000009015.3
EA72824	ENSGALG00000002649.5
EA81255	ENSGALG00000009346.5
EA60830	ENSGALG00000002856.6
EA37888	ENSGALG00000031594.1
EA14828	ENSGALG00000015537.5
EA14882	ENSGALG00000016445.4
EA69322	ENSGALG00000011570.6
EA80629	ENSGALG00000031700.1
EA40322	ENSGALG00000008700.6
EA05682	ENSGALG00000006919.5
EA49413	ENSGALG00000037177.2
EA71796	ENSGALG00000031987.1
EA01967	ENSGALG00000004332.5
EA40787	ENSGALG00000012289.5
EA23333	ENSGALG00000012975.6
EA45781	ENSGALG00000003233.5
EA47303	ENSGALG00000009519.5
EA66448	ENSGALG00000015627.6
EA39111	ENSGALG00000015770.6
EA68862	ENSGALG00000026468.2
EA71418	ENSGALG00000006143.5
EA01298	ENSGALG00000034801.1
EA27024	ENSGALG00000040889.2
EA36490	ENSGALG00000039169.1
EA72977	ENSGALG00000005527.5
EA76609	ENSGALG00000008823.5
EA58580	ENSGALG00000032993.1
EA64813	ENSGALG00000004834.5
EA22424	ENSGALG00000005846.5
EA74138	ENSGALG00000043826.2
EA10476	ENSGALG00000007780.5
EA83937	ENSGALG00000037249.1
EA75072	ENSGALG00000043287.1
EA74417	ENSGALG00000039208.1
EA84737	ENSGALG00000032042.2
EA16659	ENSGALG00000031679.1
EA05978	ENSGALG00000016947.5
EA53375	ENSGALG00000007723.5
EA53811	ENSGALG00000041800.2
EA32680	ENSGALG00000011681.6
EA73866	ENSGALG00000035058.1
EA35903	ENSGALG00000015069.6
EA71338	ENSGALG00000006519.4
EA80002	ENSGALG00000016427.5
EA12621	ENSGALG00000009873.5
EA08988	ENSGALG00000013352.5
EA33868	ENSGALG00000010785.5
EA85420	ENSGALG00000006799.5
EA71262	ENSGALG00000007788.5
EA00742	ENSGALG00000003373.2
EA39658	ENSGALG00000039624.1
EA44723	ENSGALG00000031474.2
EA24319	ENSGALG00000037953.2
EA17066	ENSGALG00000013626.6
EA33345	ENSGALG00000032452.1
EA09421	ENSGALG00000017652.6
EA55479	ENSGALG00000002766.6
EA53857	ENSGALG00000044146.1
EA12868	ENSGALG00000033254.1
EA15305	ENSGALG00000011323.5
EA54533	ENSGALG00000015901.6
EA33231	ENSGALG00000034271.1
EA49698	ENSGALG00000012089.6
EA48523	ENSGALG00000012025.4
EA15716	ENSGALG00000007491.5
EA26107	ENSGALG00000012364.5
EA19409	ENSGALG00000007145.5
EA19844	ENSGALG00000028095.2
EA84934	ENSGALG00000007906.4
EA27648	ENSGALG00000014209.5
EA65076	ENSGALG00000008564.5
EA54591	ENSGALG00000014940.6
EA24405	ENSGALG00000032843.2
EA11867	ENSGALG00000010485.3
EA15366	ENSGALG00000003189.6
EA18746	ENSGALG00000012147.6
EA19902	ENSGALG00000010211.5
EA20935	ENSGALG00000038402.1
EA62651	ENSGALG00000026119.2
EA43569	ENSGALG00000012356.5
EA19679	ENSGALG00000041294.1
EA20212	ENSGALG00000040018.1
EA54053	ENSGALG00000008010.5
EA35202	ENSGALG00000043744.2
EA16587	ENSGALG00000004200.5
EA05419	ENSGALG00000011130.5
EA25177	ENSGALG00000013043.6
EA47885	ENSGALG00000023303.3
EA67281	ENSGALG00000008302.6
EA13560	ENSGALG00000042000.1
EA50006	ENSGALG00000043642.1
EA24221	ENSGALG00000015349.5
EA22518	ENSGALG00000033855.1
EA71923	ENSGALG00000021193.4
EA70601	ENSGALG00000042851.1
EA66022	ENSGALG00000005293.4
EA01600	ENSGALG00000040388.1
EA83580	ENSGALG00000003895.3
EA33379	ENSGALG00000012760.5
EA66375	ENSGALG00000007979.5
EA45182	ENSGALG00000016674.5
EA07820	ENSGALG00000000943.5
EA74799	ENSGALG00000015204.5
EA78908	ENSGALG00000005902.6
EA79090	ENSGALG00000020813.4
EA32984	ENSGALG00000007183.6
EA74746	ENSGALG00000041953.1
EA64547	ENSGALG00000002308.4
EA74759	ENSGALG00000011375.4
EA58177	ENSGALG00000027245.3
EA69665	ENSGALG00000003526.6
EA04968	ENSGALG00000021117.1
EA29651	ENSGALG00000012059.6
EA22534	ENSGALG00000009805.5
EA39835	ENSGALG00000001416.5
EA41491	ENSGALG00000040827.1
EA13110	ENSGALG00000029571.2
EA42962	ENSGALG00000039206.1
EA78901	ENSGALG00000005499.5
EA77867	ENSGALG00000005843.4
EA76813	ENSGALG00000016759.5
EA14947	ENSGALG00000039983.1
EA36862	ENSGALG00000043021.2
EA37385	ENSGALG00000014977.5
EA37683	ENSGALG00000034688.1
EA07159	ENSGALG00000007758.5
EA46192	ENSGALG00000015465.6
EA74054	ENSGALG00000014337.4
EA50415	ENSGALG00000041408.1
EA44642	ENSGALG00000006062.5
EA73845	ENSGALG00000004068.5
EA54866	ENSGALG00000003520.4
EA49835	ENSGALG00000010039.6
EA24577	ENSGALG00000040465.1
EA20625	ENSGALG00000035057.2
EA18035	ENSGALG00000011645.5
EA48544	ENSGALG00000002070.6
EA15570	ENSGALG00000002210.5
EA06981	ENSGALG00000035096.2
EA41575	ENSGALG00000031016.1
EA14022	ENSGALG00000038461.2
EA60446	ENSGALG00000003126.5
EA50137	ENSGALG00000029867.1
EA77297	ENSGALG00000008407.5
EA09958	ENSGALG00000029330.1
EA28736	ENSGALG00000039299.1
EA36949	ENSGALG00000010734.5
EA38486	ENSGALG00000010378.6
EA36014	ENSGALG00000036789.1
EA58029	ENSGALG00000031702.1
EA33135	ENSGALG00000002484.6
EA75268	ENSGALG00000010154.6
EA11335	ENSGALG00000008702.6
EA56635	ENSGALG00000015190.5
EA49592	ENSGALG00000016591.6
EA41078	ENSGALG00000004245.5
EA46039	ENSGALG00000038292.2
EA71794	ENSGALG00000002142.5
EA63925	ENSGALG00000011251.4
EA57734	ENSGALG00000028636.2
EA67799	ENSGALG00000010645.5
EA82201	ENSGALG00000026295.2
EA19425	ENSGALG00000010036.5
EA16116	ENSGALG00000043733.1
EA17378	ENSGALG00000000747.6
EA09395	ENSGALG00000010986.5
EA23939	ENSGALG00000002284.4
EA04259	ENSGALG00000028376.2
EA54098	ENSGALG00000005938.6
EA81766	ENSGALG00000029897.2
EA81098	ENSGALG00000003052.6
EA83010	ENSGALG00000007305.4
EA01003	ENSGALG00000003081.5
EA12694	ENSGALG00000040151.1
EA56738	ENSGALG00000007930.6
EA28920	ENSGALG00000009031.6
EA26539	ENSGALG00000009325.6
EA61864	ENSGALG00000028063.2
EA18693	ENSGALG00000023256.3
EA39613	ENSGALG00000035419.1
EA76819	ENSGALG00000029663.1
EA77622	ENSGALG00000008551.4
EA77934	ENSGALG00000016288.5
EA06201	ENSGALG00000016281.5
EA07210	ENSGALG00000034317.1
EA70027	ENSGALG00000033260.2
EA47074	ENSGALG00000009158.5
EA63986	ENSGALG00000008237.5
EA79028	ENSGALG00000010201.6
EA24778	ENSGALG00000008997.5
EA79752	ENSGALG00000029047.2
EA11750	ENSGALG00000003674.5
EA46850	ENSGALG00000034194.2
EA50082	ENSGALG00000010669.5
EA02035	ENSGALG00000011624.6
EA20407	ENSGALG00000007646.5
EA11498	ENSGALG00000028205.2
EA13101	ENSGALG00000014847.7
EA11233	ENSGALG00000030038.1
EA12211	ENSGALG00000045817.1
EA12730	ENSGALG00000016313.5
EA74049	ENSGALG00000019361.4
EA76959	ENSGALG00000017064.3
EA55259	ENSGALG00000029343.2
EA66943	ENSGALG00000041731.1
EA46269	ENSGALG00000032289.1
EA14050	ENSGALG00000027611.2
EA58459	ENSGALG00000004477.5
EA84808	ENSGALG00000007220.4
EA84213	ENSGALG00000004920.5
EA36651	ENSGALG00000035237.1
EA53334	ENSGALG00000031010.1
EA76691	ENSGALG00000001988.6
EA13083	ENSGALG00000009269.5
EA08977	ENSGALG00000029980.2
EA18510	ENSGALG00000015978.6
EA16680	ENSGALG00000002412.5
EA71849	ENSGALG00000005365.5
EA57559	ENSGALG00000000893.5
EA30549	ENSGALG00000007095.5
EA85583	ENSGALG00000037695.1
EA76898	ENSGALG00000012076.3
EA14204	ENSGALG00000015014.5
EA16822	ENSGALG00000015433.7
EA72343	ENSGALG00000026210.3
EA63066	ENSGALG00000026426.3
EA38270	ENSGALG00000010182.6
EA57714	ENSGALG00000041807.1
EA62526	ENSGALG00000009725.6
EA12387	ENSGALG00000007717.5
EA29281	ENSGALG00000042939.2
EA15198	ENSGALG00000015211.4
EA61629	ENSGALG00000009250.5
EA27654	ENSGALG00000007707.5
EA82400	ENSGALG00000016536.6
EA06074	ENSGALG00000042071.2
EA70954	ENSGALG00000015118.6
EA05560	ENSGALG00000017162.5
EA05731	ENSGALG00000045414.1
EA03259	ENSGALG00000004869.5
EA62645	ENSGALG00000005582.6
EA29570	ENSGALG00000003958.5
EA18496	ENSGALG00000014753.6
EA47414	ENSGALG00000030969.1
EA11118	ENSGALG00000016649.3
EA81139	ENSGALG00000002954.5
EA68045	ENSGALG00000031563.2
EA63959	ENSGALG00000003821.5
EA21974	ENSGALG00000043370.2
EA67120	ENSGALG00000006198.6
EA83244	ENSGALG00000039320.1
EA81242	ENSGALG00000005315.6
EA12607	ENSGALG00000016027.6
EA83972	ENSGALG00000035769.1
EA81101	ENSGALG00000006013.6
EA48836	ENSGALG00000010399.4
EA29563	ENSGALG00000009608.5
EA46998	ENSGALG00000043447.2
EA22203	ENSGALG00000029996.2
EA44197	ENSGALG00000007556.5
EA34823	ENSGALG00000010209.4
EA75792	ENSGALG00000041993.2
EA62322	ENSGALG00000043009.1
EA60951	ENSGALG00000034163.2
EA60640	ENSGALG00000029367.2
EA36571	ENSGALG00000009526.6
EA34849	ENSGALG00000001864.6
EA04302	ENSGALG00000039822.1
EA36346	ENSGALG00000010678.2
EA06610	ENSGALG00000022720.3
EA11618	ENSGALG00000036133.2
EA84368	ENSGALG00000037777.2
EA24742	ENSGALG00000033102.1
EA75434	ENSGALG00000015233.6
EA18422	ENSGALG00000010865.5
EA59515	ENSGALG00000035994.1
EA59568	ENSGALG00000003329.5
EA32643	ENSGALG00000010163.5
EA13806	ENSGALG00000030176.2
EA14754	ENSGALG00000003293.5
EA19878	ENSGALG00000008419.6
EA17106	ENSGALG00000042129.1
EA03689	ENSGALG00000004286.5
EA46401	ENSGALG00000014496.6
EA35689	ENSGALG00000010314.5
EA63238	ENSGALG00000041114.1
EA52300	ENSGALG00000015343.5
EA64015	ENSGALG00000007307.5
EA16481	ENSGALG00000010298.6
EA20848	ENSGALG00000016737.4
EA32656	ENSGALG00000010798.5
EA85447	ENSGALG00000044101.1
EA85732	ENSGALG00000001048.5
EA06703	ENSGALG00000042052.1
EA78824	ENSGALG00000028996.2
EA85158	ENSGALG00000000914.5
EA83971	ENSGALG00000034009.1
EA15496	ENSGALG00000039461.1
EA48031	ENSGALG00000023025.4
EA65657	ENSGALG00000005402.4
EA82567	ENSGALG00000039869.1
EA21214	ENSGALG00000016917.4
EA09912	ENSGALG00000008168.5
EA77191	ENSGALG00000006898.5
EA35783	ENSGALG00000041949.2
EA46849	ENSGALG00000005772.5
EA83715	ENSGALG00000017210.5
EA03972	ENSGALG00000002550.6
EA04819	ENSGALG00000014011.4
EA52509	ENSGALG00000004449.4
EA42106	ENSGALG00000011953.5
EA84635	ENSGALG00000012766.6
EA47162	ENSGALG00000015170.7
EA36723	ENSGALG00000042771.1
EA12965	ENSGALG00000009169.5
EA10521	ENSGALG00000039171.2
EA55502	ENSGALG00000017242.3
EA62589	ENSGALG00000007914.5
EA58898	ENSGALG00000035733.1
EA57652	ENSGALG00000005821.5
EA62773	ENSGALG00000002906.6
EA37223	ENSGALG00000012176.5
EA39448	ENSGALG00000001971.5
EA23112	ENSGALG00000008439.6
EA42527	ENSGALG00000040553.1
EA06228	ENSGALG00000012345.5
EA62116	ENSGALG00000005346.6
EA40051	ENSGALG00000014118.5
EA77174	ENSGALG00000005309.5
EA71825	ENSGALG00000031859.2
EA71452	ENSGALG00000016026.5
EA42250	ENSGALG00000013173.5
EA26115	ENSGALG00000042389.1
EA09092	ENSGALG00000033205.2
EA52935	ENSGALG00000027058.3
EA54414	ENSGALG00000040782.1
EA03455	ENSGALG00000034512.1
EA03645	ENSGALG00000034967.2
EA35736	ENSGALG00000003249.5
EA85380	ENSGALG00000002682.5
EA61274	ENSGALG00000035295.1
EA66047	ENSGALG00000012964.5
EA65752	ENSGALG00000032634.2
EA65008	ENSGALG00000013064.5
EA22506	ENSGALG00000013685.5
EA15896	ENSGALG00000015598.5
EA57017	ENSGALG00000002739.4
EA25951	ENSGALG00000006539.4
EA72497	ENSGALG00000039212.1
EA85558	ENSGALG00000000853.6
EA26628	ENSGALG00000004971.3
EA72503	ENSGALG00000015264.5
EA71432	ENSGALG00000028505.2
EA64691	ENSGALG00000011046.6
EA18321	ENSGALG00000010167.5
EA50783	ENSGALG00000010624.5
EA64794	ENSGALG00000026491.3
EA15656	ENSGALG00000005016.5
EA78158	ENSGALG00000043204.2
EA35958	ENSGALG00000037995.1
EA67818	ENSGALG00000006362.5
EA54771	ENSGALG00000013590.5
EA54783	ENSGALG00000029909.1
EA85467	ENSGALG00000036294.1
EA29961	ENSGALG00000029444.2
EA85709	ENSGALG00000043394.2
EA66496	ENSGALG00000038222.2
EA46164	ENSGALG00000001973.4
EA43985	ENSGALG00000002709.5
EA06781	ENSGALG00000027897.2
EA61335	ENSGALG00000023686.3
EA61393	ENSGALG00000001428.5
EA03168	ENSGALG00000012689.5
EA03527	ENSGALG00000043439.1
EA33679	ENSGALG00000021679.4
EA50584	ENSGALG00000013605.5
EA60594	ENSGALG00000038939.1
EA58030	ENSGALG00000007195.5
EA05998	ENSGALG00000016858.4
EA67000	ENSGALG00000004339.5
EA26555	ENSGALG00000008862.5
EA26712	ENSGALG00000011141.6
EA40344	ENSGALG00000041255.1
EA75975	ENSGALG00000009568.5
EA09870	ENSGALG00000000401.5
EA60627	ENSGALG00000009426.5
EA45517	ENSGALG00000015397.5
EA11901	ENSGALG00000020729.4
EA52892	ENSGALG00000003131.4
EA35566	ENSGALG00000012559.4
EA13661	ENSGALG00000003670.6
EA20748	ENSGALG00000009667.5
EA20654	ENSGALG00000008648.3
EA28500	ENSGALG00000013205.6
EA29582	ENSGALG00000037256.1
EA43177	ENSGALG00000016356.6
EA72148	ENSGALG00000037316.1
EA49832	ENSGALG00000005703.5
EA33362	ENSGALG00000007434.5
EA70192	ENSGALG00000036747.1
EA03970	ENSGALG00000009520.5
EA16978	ENSGALG00000035016.2
EA59217	ENSGALG00000003731.5
EA44435	ENSGALG00000029983.1
EA07579	ENSGALG00000031134.2
EA09416	ENSGALG00000029632.1
EA09559	ENSGALG00000034458.1
EA19620	ENSGALG00000007510.6
EA01752	ENSGALG00000008959.5
EA11657	ENSGALG00000009454.5
EA51385	ENSGALG00000028598.2
EA49880	ENSGALG00000005121.5
EA14513	ENSGALG00000040735.1
EA73955	ENSGALG00000010097.5
EA75162	ENSGALG00000039525.2
EA76617	ENSGALG00000039376.1
EA74163	ENSGALG00000035535.1
EA02138	ENSGALG00000004186.6
EA52337	ENSGALG00000004745.3
EA62751	ENSGALG00000000352.5
EA70174	ENSGALG00000043213.1
EA39979	ENSGALG00000041275.2
EA60438	ENSGALG00000008073.6
EA68568	ENSGALG00000006307.6
EA41305	ENSGALG00000006568.5
EA69113	ENSGALG00000006676.4
EA72195	ENSGALG00000011659.4
EA48500	ENSGALG00000032087.1
EA00374	ENSGALG00000005807.5
EA15128	ENSGALG00000029278.1
EA35770	ENSGALG00000030278.1
EA37193	ENSGALG00000007284.4
EA77756	ENSGALG00000043701.1
