NCAPH2	ENSLOCG00000015775
MAD2L1	ENSLOCG00000010803
LOC116936922	ENSLOCG00000000305
PIGG	ENSLOCG00000012169
LOC116942583	ENSLOCG00000004246
LOC116946847	ENSLOCG00000004157
LOC116938711	ENSLOCG00000009989
LOC116952059	ENSLOCG00000004263
LOC116941379	ENSLOCG00000011843
DDRGK1	ENSLOCG00000001252
POP1	ENSLOCG00000009817
ASH1L	ENSLOCG00000006338
DUT	ENSLOCG00000013224
SNAPIN	ENSLOCG00000006741
LOC116958296	ENSLOCG00000000886
EGFLAM	ENSLOCG00000012642
SLC35A5	ENSLOCG00000001739
RPL6	ENSLOCG00000007680
LOC116946187	ENSLOCG00000002642
ELP5	ENSLOCG00000014484
SIVA1	ENSLOCG00000012749
WASL	ENSLOCG00000015863
GAPVD1	ENSLOCG00000001381
TRNT1	ENSLOCG00000011105
RHBDF1	ENSLOCG00000007676
LOC116946170	ENSLOCG00000013131
COPS8	ENSLOCG00000004879
LSM11	ENSLOCG00000009264
PLPBP	ENSLOCG00000015656
LOC116948737	ENSLOCG00000012057
GPR161	ENSLOCG00000008616
CDKN3	ENSLOCG00000011806
HERC2	ENSLOCG00000008243
CNEP1R1	ENSLOCG00000007445
DOCK9	ENSLOCG00000003216
LOC116943472	ENSLOCG00000011354
USP33	ENSLOCG00000004021
TSC1	ENSLOCG00000005714
TALDO1	ENSLOCG00000000006
LOC116956313	ENSLOCG00000009934
BDH1	ENSLOCG00000007627
LOC116957664	ENSLOCG00000006979
DCAF1	ENSLOCG00000013471
LOC116955714	ENSLOCG00000013971
CCDC115	ENSLOCG00000014417
DDX52	ENSLOCG00000005928
DPH1	ENSLOCG00000006434
LOC116952672	ENSLOCG00000016545
LOC116939702	ENSLOCG00000017705
LOC116941376	ENSLOCG00000003341
FBXW4	ENSLOCG00000011687
KLHDC4	ENSLOCG00000003558
LOC116958592	ENSLOCG00000001502
AADAT	ENSLOCG00000012761
TRRAP	ENSLOCG00000008702
CIB2	ENSLOCG00000014834
LOC116946276	ENSLOCG00000012215
DNMT3A	ENSLOCG00000016317
SFT2D3	ENSLOCG00000017411
RMC1	ENSLOCG00000001613
LOC116951883	ENSLOCG00000012696
MED28	ENSLOCG00000003244
PPP1CC	ENSLOCG00000007358
SNF8	ENSLOCG00000013493
LOC116946880	ENSLOCG00000007549
LAMA5	ENSLOCG00000005484
TYR	ENSLOCG00000007176
LOC116952666	ENSLOCG00000014046
CCDC174	ENSLOCG00000011131
LOC116954527	ENSLOCG00000007866
ACP5	ENSLOCG00000008404
CETN3	ENSLOCG00000001819
DAZAP1	ENSLOCG00000002243
YPEL5	ENSLOCG00000000482
TNK2	ENSLOCG00000006982
PMPCA	ENSLOCG00000003505
LOC116955020	ENSLOCG00000008444
C59H9orf78	ENSLOCG00000000616
LOC116937464	ENSLOCG00000014419
SUGT1	ENSLOCG00000005330
CAB39	ENSLOCG00000004495
MRPS9	ENSLOCG00000008722
LOC116953327	ENSLOCG00000007753
LOC116956655	ENSLOCG00000007401
FKTN	ENSLOCG00000003089
LOC116941079	ENSLOCG00000002826
VPS8	ENSLOCG00000009601
LOC116954137	ENSLOCG00000004911
LOC116950165	ENSLOCG00000001218
TAF1C	ENSLOCG00000003731
LOC116945193	ENSLOCG00000002089
LOC116946988	ENSLOCG00000007636
LOC116948135	ENSLOCG00000001765
LOC116953856	ENSLOCG00000011419
LOC116948035	ENSLOCG00000006913
SORL1	ENSLOCG00000006168
LOC116956033	ENSLOCG00000001260
LOC116940801	ENSLOCG00000010889
PDIA5	ENSLOCG00000002474
GOLGA1	ENSLOCG00000005040
ALG6	ENSLOCG00000006645
LOC116941035	ENSLOCG00000005572
KLHL8	ENSLOCG00000004119
NSDHL	ENSLOCG00000002831
MSS51	ENSLOCG00000009011
SRSF2	ENSLOCG00000011252
LOC116955600	ENSLOCG00000016747
IVD	ENSLOCG00000014741
LOC116944404	ENSLOCG00000015315
LOC116945563	ENSLOCG00000016347
GOLGB1	ENSLOCG00000005294
ZCRB1	ENSLOCG00000001409
C8H10orf53	ENSLOCG00000005687
LOC116940216	ENSLOCG00000008011
LOC103091704	ENSLOCG00000011008
MCRS1	ENSLOCG00000004250
DAB2IP	ENSLOCG00000003915
C82H1orf52	ENSLOCG00000005440
PRLHR	ENSLOCG00000018241
NRBP1	ENSLOCG00000016035
PRELID1	ENSLOCG00000011987
TWISTNB	ENSLOCG00000011399
MGAT1	ENSLOCG00000005707
INTS7	ENSLOCG00000016358
NEMF	ENSLOCG00000011454
KPNA2	ENSLOCG00000004619
TBC1D22B	ENSLOCG00000016050
ASAP2	ENSLOCG00000011231
RNF123	ENSLOCG00000013373
LOC116953056	ENSLOCG00000002830
UNG	ENSLOCG00000004484
ENAH	ENSLOCG00000015905
LOC116940002	ENSLOCG00000012450
HSD17B12	ENSLOCG00000001197
PODN	ENSLOCG00000006181
EIF5B	ENSLOCG00000001405
LOC116943044	ENSLOCG00000002819
LOC116950104	ENSLOCG00000006034
LOC116939081	ENSLOCG00000006537
LOC116957273	ENSLOCG00000017578
LOC116952570	ENSLOCG00000010453
ABCE1	ENSLOCG00000008914
YARS2	ENSLOCG00000016695
PCYT2	ENSLOCG00000012558
MTREX	ENSLOCG00000010186
RPS17	ENSLOCG00000014995
MRPS23	ENSLOCG00000004663
VPS45	ENSLOCG00000008558
SMARCAL1	ENSLOCG00000009637
TMTC1	ENSLOCG00000015106
LOC116938351	ENSLOCG00000008419
PLGRKT	ENSLOCG00000010124
CSE1L	ENSLOCG00000003099
MED30	ENSLOCG00000003235
NMD3	ENSLOCG00000003561
LOC116955455	ENSLOCG00000002421
LOC116957172	ENSLOCG00000001649
STOML2	ENSLOCG00000004431
NUB1	ENSLOCG00000009978
NSMF	ENSLOCG00000002067
LOC116944981	ENSLOCG00000008543
CHDH	ENSLOCG00000014155
LOC116954777	ENSLOCG00000012464
TRMT12	ENSLOCG00000015290
LOC116941631	ENSLOCG00000017217
LOC116941674	ENSLOCG00000004656
WRAP53	ENSLOCG00000013434
LOC116937569	ENSLOCG00000007836
STX5	ENSLOCG00000001157
RPTOR	ENSLOCG00000013425
LOC116952346	ENSLOCG00000013317
CHCHD7	ENSLOCG00000005393
PDE2A	ENSLOCG00000007646
DTWD1	ENSLOCG00000013150
MBLAC1	ENSLOCG00000014024
LOC116953185	ENSLOCG00000003763
MPHOSPH8	ENSLOCG00000010812
ZPLD1	ENSLOCG00000005256
BLCAP	ENSLOCG00000018367
TBCA	ENSLOCG00000005775
MRPL54	ENSLOCG00000003860
CNTRL	ENSLOCG00000005496
LOC116939879	ENSLOCG00000016141
SLC24A5	ENSLOCG00000013255
LOC116956075	ENSLOCG00000012947
CFAP65	ENSLOCG00000010951
QRICH1	ENSLOCG00000014501
LOC116947628	ENSLOCG00000007850
KCNJ3	ENSLOCG00000005729
SLC38A11	ENSLOCG00000008368
PSMB3	ENSLOCG00000013692
SH3BP4	ENSLOCG00000010441
TBC1D19	ENSLOCG00000009710
LOC116951006	ENSLOCG00000000060
LOC116950898	ENSLOCG00000013836
GEMIN7	ENSLOCG00000017726
TAF6L	ENSLOCG00000002156
LOC116948440	ENSLOCG00000016015
LOC116938635	ENSLOCG00000009424
LOC116947619	ENSLOCG00000015002
RFX4	ENSLOCG00000015258
DNAJC24	ENSLOCG00000004654
PRXL2C	ENSLOCG00000009173
PHAX	ENSLOCG00000008559
WDR82	ENSLOCG00000014442
PLAA	ENSLOCG00000011346
INPP5A	ENSLOCG00000007409
LOC116943654	ENSLOCG00000003957
LOC116943684	ENSLOCG00000012374
MED27	ENSLOCG00000004302
LOC116944902	ENSLOCG00000010305
LOC116952215	ENSLOCG00000016547
LOC116954000	ENSLOCG00000017728
SCCPDH	ENSLOCG00000016642
GRIK2	ENSLOCG00000009083
SEM1	ENSLOCG00000011004
COPS6	ENSLOCG00000013063
DERA	ENSLOCG00000016147
LOC116945638	ENSLOCG00000001959
LOC116949399	ENSLOCG00000015669
LOC116949438	ENSLOCG00000012401
RAB30	ENSLOCG00000005884
LOC116938519	ENSLOCG00000007391
MOCOS	ENSLOCG00000005087
GANAB	ENSLOCG00000013291
WDHD1	ENSLOCG00000012086
PC	ENSLOCG00000001936
LOC116947723	ENSLOCG00000013569
GEMIN2	ENSLOCG00000009221
KDM1A	ENSLOCG00000004475
TTI1	ENSLOCG00000001130
TTC13	ENSLOCG00000015756
LOC103091732	ENSLOCG00000015672
LOC116957461	ENSLOCG00000003692
LOC116940949	ENSLOCG00000013042
MVD	ENSLOCG00000001275
GLTP	ENSLOCG00000004248
MTRR	ENSLOCG00000013559
LOC116940875	ENSLOCG00000008286
TMEM18	ENSLOCG00000017233
RAE1	ENSLOCG00000003469
ADGRB1	ENSLOCG00000017045
CCN2	ENSLOCG00000017020
LOC116954096	ENSLOCG00000017760
LOC116949720	ENSLOCG00000001722
LOC116951928	ENSLOCG00000010137
LOC116951854	ENSLOCG00000007727
ADRM1	ENSLOCG00000005530
SMPD4	ENSLOCG00000006412
LOC116954769	ENSLOCG00000010995
IFT22	ENSLOCG00000002416
IWS1	ENSLOCG00000009046
DDX56	ENSLOCG00000015185
CEP152	ENSLOCG00000000298
PNPO	ENSLOCG00000013387
LOC116942838	ENSLOCG00000014145
LOC116950087	ENSLOCG00000010161
MRPL16	ENSLOCG00000010979
LOC116941205	ENSLOCG00000007541
NAAA	ENSLOCG00000004186
RPS23	ENSLOCG00000013284
OXCT1	ENSLOCG00000007994
LOC116951844	ENSLOCG00000009483
LOC116954020	ENSLOCG00000008664
LOC116950546	ENSLOCG00000010436
LOC116944507	ENSLOCG00000011804
LOC116945424	ENSLOCG00000005253
ERI2	ENSLOCG00000000776
LOC116952276	ENSLOCG00000010385
LOC116955670	ENSLOCG00000010066
CCDC87	ENSLOCG00000015160
GTPBP10	ENSLOCG00000010313
NUDT5	ENSLOCG00000015711
LOC116938487	ENSLOCG00000006475
LOC116938527	ENSLOCG00000005115
LOC116953983	ENSLOCG00000014380
GAS8	ENSLOCG00000001086
LOC116942612	ENSLOCG00000003817
DTWD2	ENSLOCG00000008859
MAF1	ENSLOCG00000006641
L3HYPDH	ENSLOCG00000009274
GPR155	ENSLOCG00000007323
NADK2	ENSLOCG00000012738
DEPDC5	ENSLOCG00000002773
LOC116941749	ENSLOCG00000016715
LOC116940968	ENSLOCG00000013544
MSL1	ENSLOCG00000013507
LOC116944258	ENSLOCG00000013429
LOC116949417	ENSLOCG00000015935
ARSA	ENSLOCG00000016758
LOC116942992	ENSLOCG00000010535
LOC116943040	ENSLOCG00000018178
PROSER1	ENSLOCG00000008707
LOC116939363	ENSLOCG00000011896
LOC116943469	ENSLOCG00000011360
LOC116943518	ENSLOCG00000006104
LOC116942209	ENSLOCG00000013128
MBD3	ENSLOCG00000003370
LOC116949290	ENSLOCG00000016081
LOC116953525	ENSLOCG00000002281
LOC116950257	ENSLOCG00000006235
ATP6V1H	ENSLOCG00000005751
UBE3B	ENSLOCG00000004355
SRSF5	ENSLOCG00000014075
MAP3K19	ENSLOCG00000001750
LOC116941896	ENSLOCG00000013697
CA14	ENSLOCG00000006442
NBN	ENSLOCG00000010276
LOC116944102	ENSLOCG00000010158
LOC116937613	ENSLOCG00000012058
DMRTA2	ENSLOCG00000009379
EFHB	ENSLOCG00000006567
RTRAF	ENSLOCG00000012000
LOC116942696	ENSLOCG00000016232
LOC116944364	ENSLOCG00000018026
ERI1	ENSLOCG00000012161
LOC116938486	ENSLOCG00000004894
LOC116945643	ENSLOCG00000010168
LOC116958305	ENSLOCG00000005753
IP6K1	ENSLOCG00000013360
LOC116947638	ENSLOCG00000006553
LOC116950268	ENSLOCG00000005507
LOC116950582	ENSLOCG00000018174
CRPPA	ENSLOCG00000011281
UGCG	ENSLOCG00000002974
HINT3	ENSLOCG00000016523
COASY	ENSLOCG00000012461
LOC116938868	ENSLOCG00000011750
LOC116953430	ENSLOCG00000016529
FARSA	ENSLOCG00000008389
LOC116948878	ENSLOCG00000004275
LOC116939241	ENSLOCG00000007598
MYMK	ENSLOCG00000002633
LOC116952621	ENSLOCG00000007610
LOC116954220	ENSLOCG00000006999
CTHRC1	ENSLOCG00000009514
LOC116955097	ENSLOCG00000011481
CHTF8	ENSLOCG00000002367
OLFML2A	ENSLOCG00000005109
DRAXIN	ENSLOCG00000004818
NDUFB10	ENSLOCG00000008898
MTX2	ENSLOCG00000007000
LOC116938536	ENSLOCG00000005422
ACY1	ENSLOCG00000014246
LRRC20	ENSLOCG00000005145
LOC116951063	ENSLOCG00000010844
LOC116939212	ENSLOCG00000003824
LOC116939263	ENSLOCG00000005944
DPM3	ENSLOCG00000017679
LOC116943662	ENSLOCG00000010062
LOC116947138	ENSLOCG00000005756
ASPG	ENSLOCG00000012905
TIE1	ENSLOCG00000006350
LOC116941329	ENSLOCG00000003868
LOC116941365	ENSLOCG00000015639
LOC116956439	ENSLOCG00000016474
LOC116956513	ENSLOCG00000016327
NOA1	ENSLOCG00000011439
POLR3GL	ENSLOCG00000008195
DUSP14	ENSLOCG00000017439
YOD1	ENSLOCG00000010760
LOC116950468	ENSLOCG00000002688
NPHP4	ENSLOCG00000005969
LOC116941173	ENSLOCG00000018167
LOC116953581	ENSLOCG00000015010
ARL6	ENSLOCG00000010419
LOC116942859	ENSLOCG00000018197
LOC116948262	ENSLOCG00000016589
DDX31	ENSLOCG00000005630
SRP9	ENSLOCG00000015903
LOC116948045	ENSLOCG00000004241
LOC116953324	ENSLOCG00000016156
TBRG4	ENSLOCG00000005721
SGCG	ENSLOCG00000001705
TRIM37	ENSLOCG00000001333
METTL27	ENSLOCG00000004329
TXNDC15	ENSLOCG00000010163
ALG12	ENSLOCG00000016045
LOC116939003	ENSLOCG00000007170
MRPL28	ENSLOCG00000014850
SRP54	ENSLOCG00000009440
RPS24	ENSLOCG00000004926
LOC116939876	ENSLOCG00000016247
GET3	ENSLOCG00000007957
LOC116938376	ENSLOCG00000004026
XXYLT1	ENSLOCG00000004904
PIN1	ENSLOCG00000007240
LOC116958354	ENSLOCG00000010589
RAD51C	ENSLOCG00000001305
LOC116942646	ENSLOCG00000017027
LOC116946169	ENSLOCG00000011986
ZFYVE27	ENSLOCG00000008885
LOC116941292	ENSLOCG00000010933
LOC116942876	ENSLOCG00000008293
RPL17	ENSLOCG00000012148
LOC116939369	ENSLOCG00000016241
LOC116940811	ENSLOCG00000012356
CBX7	ENSLOCG00000013850
SIRT7	ENSLOCG00000012572
MIPEP	ENSLOCG00000001633
LOC116948898	ENSLOCG00000000752
LCT	ENSLOCG00000009115
GFM2	ENSLOCG00000005368
GLIPR2	ENSLOCG00000005303
LOC116957404	ENSLOCG00000004695
ATP5PO	ENSLOCG00000006652
ATG10	ENSLOCG00000002071
LOC116958639	ENSLOCG00000006802
LOC116958152	ENSLOCG00000017087
MRPL18	ENSLOCG00000008109
GDA	ENSLOCG00000009573
EIF3F	ENSLOCG00000000938
LOC116945743	ENSLOCG00000000943
LOC116946670	ENSLOCG00000011117
LOC116947154	ENSLOCG00000014804
ASB13	ENSLOCG00000015647
ACAD9	ENSLOCG00000014020
CTBP1	ENSLOCG00000009571
LACTB2	ENSLOCG00000004014
LOC116941588	ENSLOCG00000009399
LOC116940035	ENSLOCG00000016936
LOC116941327	ENSLOCG00000006393
TIMM10	ENSLOCG00000007919
LOC116953542	ENSLOCG00000015130
HDX	ENSLOCG00000015046
ATP5PF	ENSLOCG00000010745
MRPL2	ENSLOCG00000015874
B4GALT3	ENSLOCG00000004999
ARMH3	ENSLOCG00000012746
LOC116953620	ENSLOCG00000003086
EPB41L4A	ENSLOCG00000010327
LOC116939425	ENSLOCG00000015605
TPBG	ENSLOCG00000003925
AP1AR	ENSLOCG00000011808
CARM1	ENSLOCG00000006077
BSDC1	ENSLOCG00000002577
DYRK1A	ENSLOCG00000004953
BYSL	ENSLOCG00000012661
LOC116952235	ENSLOCG00000016409
CENPL	ENSLOCG00000009201
CEP164	ENSLOCG00000006210
EIF2D	ENSLOCG00000012230
LOC116945808	ENSLOCG00000014030
AGPAT5	ENSLOCG00000016869
FASTK	ENSLOCG00000010214
GNPAT	ENSLOCG00000015770
DISC1	ENSLOCG00000015836
MEGF6	ENSLOCG00000009575
ZNF362	ENSLOCG00000001262
LOC116948574	ENSLOCG00000001258
IFT74	ENSLOCG00000003135
PPIL1	ENSLOCG00000012595
LOC116956258	ENSLOCG00000009779
LTO1	ENSLOCG00000005078
LOC116938507	ENSLOCG00000013451
LACC1	ENSLOCG00000005637
LOC116958683	ENSLOCG00000006249
LOC116946972	ENSLOCG00000007948
LOC116951260	ENSLOCG00000013120
HSD17B8	ENSLOCG00000013078
LOC116940468	ENSLOCG00000012810
MAT2B	ENSLOCG00000012478
ING1	ENSLOCG00000009063
MYG1	ENSLOCG00000005545
LOC116958067	ENSLOCG00000005118
PDE8B	ENSLOCG00000005705
HDAC3	ENSLOCG00000012055
RAD50	ENSLOCG00000010392
LOC116947525	ENSLOCG00000012177
MPP5	ENSLOCG00000014151
LOC116947551	ENSLOCG00000014752
GTSE1	ENSLOCG00000016073
ARMC4	ENSLOCG00000007443
PRPSAP2	ENSLOCG00000013449
FBXL22	ENSLOCG00000014866
UBE3D	ENSLOCG00000017069
LOC116939349	ENSLOCG00000017565
PROX1	ENSLOCG00000016698
LOC116944494	ENSLOCG00000012335
ALKAL2	ENSLOCG00000005827
L3MBTL3	ENSLOCG00000004175
PTPN23	ENSLOCG00000004712
LOC116943324	ENSLOCG00000012777
LOC116955546	ENSLOCG00000015291
LOC116958119	ENSLOCG00000002024
LOC116942274	ENSLOCG00000009084
LOC116955911	ENSLOCG00000004995
LOC116937355	ENSLOCG00000006141
RPL7A	ENSLOCG00000000538
MOCS1	ENSLOCG00000017171
LOC116957307	ENSLOCG00000005163
PDHA1	ENSLOCG00000003508
LOC116956063	ENSLOCG00000006916
SNRPB	ENSLOCG00000002687
VWA8	ENSLOCG00000005831
LOC116939491	ENSLOCG00000017173
IDE	ENSLOCG00000007098
LOC116942637	ENSLOCG00000007617
LOC116940571	ENSLOCG00000001657
LOC116940609	ENSLOCG00000010830
LOC116952467	ENSLOCG00000005914
LOC116956058	ENSLOCG00000001474
LOC116937024	ENSLOCG00000015298
ELP3	ENSLOCG00000015972
MCM4	ENSLOCG00000006026
PSMD14	ENSLOCG00000008596
GOLGA5	ENSLOCG00000013242
FPGS	ENSLOCG00000005327
LOC116942139	ENSLOCG00000006920
LOC116943209	ENSLOCG00000009008
LOC116943245	ENSLOCG00000016163
UBA3	ENSLOCG00000010113
DNAH12	ENSLOCG00000013287
LOC116945838	ENSLOCG00000011341
LOC116944456	ENSLOCG00000011371
EPHX2	ENSLOCG00000016711
LOC116951959	ENSLOCG00000012975
METTL4	ENSLOCG00000011054
KLHL28	ENSLOCG00000011256
UBE2J2	ENSLOCG00000002308
LOC116939973	ENSLOCG00000013010
DIS3L2	ENSLOCG00000004804
PNKP	ENSLOCG00000006597
PSMA5	ENSLOCG00000012319
CCDC24	ENSLOCG00000002656
KPNB1	ENSLOCG00000013753
LOC116941398	ENSLOCG00000001061
ENTPD4	ENSLOCG00000015008
ELOA	ENSLOCG00000000997
LOC116955772	ENSLOCG00000018058
NUP88	ENSLOCG00000002368
LOC116952494	ENSLOCG00000013813
RAD51B	ENSLOCG00000013955
LUC7L3	ENSLOCG00000010953
LOC116950764	ENSLOCG00000013827
CCT7	ENSLOCG00000000826
LOC116958362	ENSLOCG00000013919
ALDH1L2	ENSLOCG00000013719
TUSC2	ENSLOCG00000014230
LOC116952010	ENSLOCG00000011389
ANKMY2	ENSLOCG00000011307
LOC116954775	ENSLOCG00000006909
LOC116938531	ENSLOCG00000014333
LOC116943781	ENSLOCG00000010537
LOC103091749	ENSLOCG00000009075
RIC8A	ENSLOCG00000002406
PPP4R2	ENSLOCG00000009942
CDC123	ENSLOCG00000015714
ACOT7	ENSLOCG00000005099
LOC116951586	ENSLOCG00000003410
ALDH5A1	ENSLOCG00000005880
LOC116952283	ENSLOCG00000010786
NR2C2	ENSLOCG00000011160
AP2M1	ENSLOCG00000008365
LOC116941405	ENSLOCG00000011671
LOC116941731	ENSLOCG00000006055
LOC116943443	ENSLOCG00000009944
PES1	ENSLOCG00000003935
WDR97	ENSLOCG00000008809
TBC1D14	ENSLOCG00000010162
LOC116954082	ENSLOCG00000001983
LOC116938731	ENSLOCG00000010732
LOC116938768	ENSLOCG00000004383
LOC116952274	ENSLOCG00000014275
LOC116953181	ENSLOCG00000004730
LOC116953532	ENSLOCG00000011364
CCNH	ENSLOCG00000001902
LTBP1	ENSLOCG00000010749
LOC116939440	ENSLOCG00000009889
WASF2	ENSLOCG00000004135
FLT1	ENSLOCG00000004379
LOC116943612	ENSLOCG00000013939
LOC116948198	ENSLOCG00000004055
LOC116955961	ENSLOCG00000008916
PRMT5	ENSLOCG00000000583
DCP1B	ENSLOCG00000016629
SUSD3	ENSLOCG00000014093
USP14	ENSLOCG00000002049
RPL37A	ENSLOCG00000009762
LOC116937615	ENSLOCG00000001562
GTPBP8	ENSLOCG00000008641
LOC116942547	ENSLOCG00000001442
C21H11orf96	ENSLOCG00000017314
TRIP12	ENSLOCG00000008188
EVL	ENSLOCG00000014718
ZMPSTE24	ENSLOCG00000004363
RITA1	ENSLOCG00000008473
LOC116939208	ENSLOCG00000005959
APOBEC4	ENSLOCG00000010326
PNPLA7	ENSLOCG00000008681
LOC116955481	ENSLOCG00000016242
LOC116939892	ENSLOCG00000016275
LOC116948717	ENSLOCG00000007349
NR2C2AP	ENSLOCG00000004745
CWF19L1	ENSLOCG00000017035
GGT7	ENSLOCG00000004507
RCC2	ENSLOCG00000003000
LOC116948415	ENSLOCG00000016786
LOC116946669	ENSLOCG00000007334
KCNT1	ENSLOCG00000003283
LOC116956905	ENSLOCG00000006215
LOC116944580	ENSLOCG00000006959
LOC116946800	ENSLOCG00000013712
LOC116945554	ENSLOCG00000016269
CCDC141	ENSLOCG00000006381
VPS39	ENSLOCG00000013325
LOC116947554	ENSLOCG00000015466
FCHO2	ENSLOCG00000011085
LOC116952129	ENSLOCG00000007046
CFAP99	ENSLOCG00000000449
PPP1R42	ENSLOCG00000004595
TRMT1L	ENSLOCG00000001781
PPM1G	ENSLOCG00000015498
POLA2	ENSLOCG00000002801
LOC116947842	ENSLOCG00000015561
MANBA	ENSLOCG00000012066
LOC116941142	ENSLOCG00000007475
LOC116943666	ENSLOCG00000014798
UBFD1	ENSLOCG00000004087
WDR36	ENSLOCG00000010374
ABTB1	ENSLOCG00000013573
DNLZ	ENSLOCG00000004465
ANKRD6	ENSLOCG00000016943
LOC116953366	ENSLOCG00000016148
MCU	ENSLOCG00000008593
TBC1D23	ENSLOCG00000010638
LOC116952782	ENSLOCG00000015727
LOC116952749	ENSLOCG00000016040
LOC116953912	ENSLOCG00000015778
HYPK	ENSLOCG00000014153
PKHD1L1	ENSLOCG00000003007
LOC116942601	ENSLOCG00000004389
GNL2	ENSLOCG00000005925
RFC3	ENSLOCG00000008321
GABARAPL2	ENSLOCG00000003061
LOC116945971	ENSLOCG00000017587
LOC116953247	ENSLOCG00000007781
MIS12	ENSLOCG00000017421
ACO1	ENSLOCG00000011082
PWWP2B	ENSLOCG00000007432
SLC12A2	ENSLOCG00000013230
MIF	ENSLOCG00000006798
SUMF2	ENSLOCG00000004200
AHCTF1	ENSLOCG00000016634
LOC116952354	ENSLOCG00000009949
SLC39A3	ENSLOCG00000000362
SUSD2	ENSLOCG00000003095
LOC116939186	ENSLOCG00000002162
TOP3B	ENSLOCG00000002058
LOC116952663	ENSLOCG00000001102
SUMF1	ENSLOCG00000011045
GFER	ENSLOCG00000006067
LOC116949600	ENSLOCG00000013331
LOC116957805	ENSLOCG00000005130
ATRAID	ENSLOCG00000016731
DTD1	ENSLOCG00000016152
FKRP	ENSLOCG00000017730
AGMAT	ENSLOCG00000001924
LOC116950757	ENSLOCG00000001543
LOC116941511	ENSLOCG00000007712
LOC116943525	ENSLOCG00000007314
GUCY1A2	ENSLOCG00000006889
LOC116945626	ENSLOCG00000016848
SMIM8	ENSLOCG00000016923
FBXO36	ENSLOCG00000008178
URM1	ENSLOCG00000002768
LIN54	ENSLOCG00000010680
LOC116940158	ENSLOCG00000006690
RNLS	ENSLOCG00000006122
FSD1	ENSLOCG00000006601
SPSB1	ENSLOCG00000004257
PPP1R7	ENSLOCG00000008999
AIMP2	ENSLOCG00000008482
LOC116951840	ENSLOCG00000009984
EFCAB1	ENSLOCG00000010700
LOC116947784	ENSLOCG00000016655
LOC116938031	ENSLOCG00000004474
SEL1L	ENSLOCG00000013123
LOC116950515	ENSLOCG00000011421
LOC116942335	ENSLOCG00000013071
SUV39H2	ENSLOCG00000014420
LOC116945532	ENSLOCG00000002019
LOC116945506	ENSLOCG00000000936
TMEM19	ENSLOCG00000016245
LOC116957259	ENSLOCG00000013185
STX1A	ENSLOCG00000002864
C42H3orf84	ENSLOCG00000013104
LOC116951132	ENSLOCG00000015847
LOC116938455	ENSLOCG00000001149
LOC116936817	ENSLOCG00000007015
CCT6A	ENSLOCG00000004174
LOC116941316	ENSLOCG00000007615
LOC116941355	ENSLOCG00000012753
LOC116946216	ENSLOCG00000017759
PSMC6	ENSLOCG00000012064
PCNP	ENSLOCG00000009530
ZC3H13	ENSLOCG00000010561
TIGAR	ENSLOCG00000016672
LOC116938704	ENSLOCG00000004229
TBC1D31	ENSLOCG00000009250
LOC116952301	ENSLOCG00000010367
LOC116954790	ENSLOCG00000017830
ATP6V0C	ENSLOCG00000008943
LOC116951449	ENSLOCG00000017265
LOC116952178	ENSLOCG00000002027
LOC116952030	ENSLOCG00000002139
FOXRED2	ENSLOCG00000012061
KIAA1328	ENSLOCG00000004807
ARSI	ENSLOCG00000011152
CTNS	ENSLOCG00000003402
LOC116948137	ENSLOCG00000001471
LOC116946621	ENSLOCG00000016168
SH3YL1	ENSLOCG00000017230
ACYP2	ENSLOCG00000015524
BLM	ENSLOCG00000014302
LOC116951582	ENSLOCG00000001508
LOC116940442	ENSLOCG00000001150
TTC17	ENSLOCG00000001159
SNRPD1	ENSLOCG00000002003
LOC116941053	ENSLOCG00000008257
LRRK2	ENSLOCG00000016102
LOC116942532	ENSLOCG00000005780
LOC116938562	ENSLOCG00000009126
LOC116942722	ENSLOCG00000016338
ASB10	ENSLOCG00000009338
GMPPA	ENSLOCG00000000759
PARP2	ENSLOCG00000000267
WARS2	ENSLOCG00000011009
CCT8	ENSLOCG00000009042
LOC116958209	ENSLOCG00000017339
LOC116952316	ENSLOCG00000014710
LOC116953140	ENSLOCG00000004760
MAP3K7	ENSLOCG00000016953
NUP50	ENSLOCG00000016533
LOC116940092	ENSLOCG00000004488
LOC116944959	ENSLOCG00000017511
LOC116944178	ENSLOCG00000007536
LOC116945170	ENSLOCG00000001896
LOC116945203	ENSLOCG00000012745
TRAF3IP1	ENSLOCG00000009074
LOC116954475	ENSLOCG00000003547
BCL11A	ENSLOCG00000016135
LOC116939080	ENSLOCG00000000789
LOC116939297	ENSLOCG00000004958
MIF4GD	ENSLOCG00000013322
TMEM11	ENSLOCG00000002065
NUP58	ENSLOCG00000004040
LOC116939910	ENSLOCG00000004537
LOC116958326	ENSLOCG00000004539
FBXO8	ENSLOCG00000013587
FBXL13	ENSLOCG00000015989
REX1BD	ENSLOCG00000005666
MNT	ENSLOCG00000004411
TMA7	ENSLOCG00000013602
NOL8	ENSLOCG00000013864
PRPF6	ENSLOCG00000004827
IFT140	ENSLOCG00000003182
CHMP1A	ENSLOCG00000003012
TXNL1	ENSLOCG00000003581
SPTLC1	ENSLOCG00000008246
TCTN1	ENSLOCG00000007337
LOC116957619	ENSLOCG00000011464
PDE5A	ENSLOCG00000013138
LOC116942173	ENSLOCG00000010027
ATR	ENSLOCG00000007924
