ID	NAME	Eggs_G	Embr_32cells	Embr_8h	Embr_15h	Embr_36h	PreMetam_G	Cirri_b	Epidermis_b	FemGonads_b	Gills_b	Gut_b	Hepatic_b	Hepatic_o	MaleGonads_b	Muscle_b	NeuralTube_b	NeuralTube_o
BL07356	PCBP3	10.97	19.75	11.63	35.39	64.33	71.64	89.49	33.07	47.91	86.64	9.08	10.59	20.87	22.13	40.87	164.27	160.40
BL07358	PHOX2B	0.00	0.00	0.00	0.03	0.00	1.82	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.43	0.56
BL07359	RCN3	0.99	0.08	0.10	0.00	0.34	11.10	6.61	0.00	0.19	0.59	0.05	0.66	0.07	0.17	4.51	0.00	0.27
BL07360	NCAN	0.00	0.00	0.08	0.00	0.15	0.19	0.31	0.00	0.03	0.00	0.03	0.06	0.02	0.10	0.00	5.04	16.43
BL07361	NOTCH3	0.00	0.00	0.04	0.01	0.00	3.55	0.02	0.02	1.25	0.26	0.69	49.83	55.01	0.44	0.00	0.84	1.25
BL07363	VCAN	1.66	5.35	5.00	1.95	2.90	3.02	3.73	3.17	1.22	6.98	4.65	1.94	2.13	2.61	1.77	2.09	1.80
BL07364	Hypp11331	1.85	48.06	35.75	81.88	57.64	41.27	12.23	6.91	17.48	3.06	4.03	13.45	28.09	15.93	5.90	169.33	82.69
BL07365	SNRPC	9.12	165.31	260.94	111.92	52.48	29.86	25.52	26.60	12.12	46.41	23.08	17.88	11.98	10.02	15.75	28.98	27.06
BL07366	ENSG00000266766	0.00	0.00	0.19	0.39	0.04	1.09	0.00	0.05	0.00	0.00	2.96	25.04	26.32	0.00	0.19	0.00	0.20
BL07369	POP4	4.40	9.30	8.19	3.80	3.78	3.57	7.74	4.57	12.58	4.04	5.89	4.03	4.35	17.39	2.11	11.85	6.29
BL07371	KCTD21	0.59	5.45	1.32	0.27	2.92	3.48	2.50	1.48	2.00	3.45	2.51	1.00	0.60	4.77	1.82	2.26	1.62
BL07373	RABIF	11.94	9.24	14.95	19.12	37.92	10.31	9.71	35.43	17.74	15.22	34.83	28.44	12.31	9.55	12.48	13.76	13.87
BL07375	Hypp13590	4.03	81.86	145.58	363.02	106.90	20.30	1.05	0.08	21.67	42.20	46.80	44.61	34.80	0.63	7.32	0.28	1.73
BL07377	PCK2	297.67	616.21	838.37	58.43	160.56	296.11	80.40	68.18	28.64	36.02	786.21	242.29	66.93	111.43	782.14	456.39	1041.86
BL07378	ZNF91	1.57	22.63	29.99	7.03	5.79	3.44	3.77	1.85	6.26	5.11	2.37	1.62	2.40	8.10	1.09	5.52	7.02
BL07379	PSMG2	21.02	56.56	32.24	6.71	27.10	6.93	12.04	39.64	30.18	11.49	30.89	19.05	11.20	14.17	21.25	12.31	13.82
BL07380	ODC1	0.23	0.18	0.59	0.13	0.74	1.72	0.88	0.16	1.98	0.32	1.12	1.38	1.67	6.25	2.92	0.32	0.40
BL07382	NSUN2	65.84	42.19	35.00	19.12	15.06	5.25	7.74	9.02	15.16	5.65	16.52	7.16	5.35	13.86	6.21	15.76	12.58
BL07385	NDNL2	6.45	53.43	165.49	12.63	15.63	1.74	6.77	6.90	20.53	4.93	3.44	1.85	2.93	9.85	2.09	4.69	3.51
BL07386	DDC	1.04	0.53	1.03	1.16	0.67	0.47	1.48	0.31	0.00	3.53	0.65	0.11	0.30	0.66	0.10	0.12	0.21
BL07387	C22orf28	2.99	2.87	7.57	4.00	12.85	3.47	16.59	6.31	18.61	10.05	9.19	7.24	3.47	14.35	5.30	16.64	10.22
BL07388	Hypp12279	0.00	0.00	0.00	0.00	0.00	0.00	1.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BL07389	ARHGEF26	0.10	0.05	0.66	0.55	0.27	0.90	2.54	0.46	0.11	0.34	2.92	7.98	2.51	0.77	0.12	0.42	0.40
BL07390	CCDC3	0.00	0.00	0.32	0.13	0.02	2.62	0.00	0.02	0.07	0.06	26.56	0.08	0.43	0.51	0.14	0.00	0.10
BL07391	BICD1	1.32	8.61	20.13	58.37	38.12	9.37	26.33	24.11	6.62	21.29	5.27	4.76	6.86	14.66	61.90	21.11	30.45
BL07393	Hypp12186	0.08	0.15	0.23	0.08	0.32	1.03	2.61	1.68	0.07	0.84	0.85	2.49	2.55	1.47	0.58	0.60	0.71
BL07394	ADRA2B	0.03	0.07	0.61	0.01	0.01	0.01	0.01	0.00	0.04	0.02	0.00	0.00	0.01	0.09	0.01	0.24	0.04
BL07395	GALNS	1.75	4.76	3.20	1.02	0.89	1.25	6.18	6.17	5.02	4.89	0.98	2.47	2.29	2.88	1.81	4.84	4.48
BL07398	Hypp8560	0.00	0.00	0.42	0.07	0.44	1.25	0.76	0.00	0.79	0.00	0.46	0.34	0.14	0.00	0.00	0.95	0.88
BL07399	KIAA1430	2.13	2.07	39.07	30.35	13.91	10.71	14.62	5.75	2.39	15.29	12.18	5.96	5.58	57.05	5.87	12.20	14.32
BL07400	Hypp9170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL07401	INMT	0.21	0.00	3.91	0.23	0.00	0.23	5.32	8.27	0.41	0.00	0.00	0.00	1.28	0.00	0.67	0.20	1.03
BL07405	C18orf55	0.52	8.83	3.16	5.49	6.16	7.92	13.61	15.45	35.87	6.48	4.95	8.70	11.20	32.90	16.78	9.68	13.10
BL07407	DECR1	0.52	2.27	7.26	7.70	65.51	14.19	22.50	32.80	116.06	15.27	18.52	25.07	33.30	74.07	36.67	26.11	30.89
BL07408	DNAJA2	266.21	152.86	301.47	166.12	84.10	46.68	15.55	21.79	12.87	13.98	47.04	19.45	6.38	15.51	25.04	22.68	24.09
BL07413	MINA	4.69	98.28	200.70	7.85	10.86	2.33	4.13	4.36	33.17	3.66	4.50	2.74	2.38	4.16	6.72	3.78	2.48
BL07414	ALX1	0.00	0.01	0.03	0.06	5.17	0.92	1.16	0.00	0.08	0.05	0.57	0.01	0.04	0.44	0.02	0.36	0.10
BL07415	ZFYVE19	21.85	4.41	2.46	0.73	2.84	2.15	5.91	7.38	3.48	4.01	1.72	1.68	3.86	7.32	5.35	5.32	5.68
BL07416	CCDC104	1.86	29.66	14.99	25.88	14.28	8.37	11.87	8.37	11.12	13.76	26.37	11.79	7.12	10.00	4.70	9.30	8.47
BL07417	CCDC88A	67.16	61.05	11.65	35.64	38.42	30.06	27.23	13.90	31.97	26.49	143.13	13.70	11.45	30.12	10.21	8.48	29.60
BL07418	KLHL24	0.34	5.05	0.70	3.60	1.40	0.48	0.99	0.56	1.17	0.10	0.53	0.66	0.17	4.30	0.36	0.76	0.33
BL07419	KNTC1	0.14	0.41	0.37	1.99	2.97	1.50	2.62	2.79	46.62	0.91	2.50	3.17	2.47	14.29	2.10	1.62	2.66
BL07422	THBS1	0.05	0.82	15.29	8.66	8.39	208.09	165.77	54.16	2.87	89.45	9.92	5.15	10.53	7.12	151.52	130.73	557.14
BL07423	Hypp2387	0.00	0.21	0.61	0.00	0.55	0.28	0.96	0.55	1.00	0.00	0.00	0.43	0.18	0.00	0.00	0.24	0.28
BL07426	Hypp2383	0.00	0.00	0.10	0.00	0.18	0.81	0.00	0.00	0.07	0.00	0.32	0.00	1.10	1.84	0.22	0.07	0.30
BL07427	Hypp2397	0.00	0.00	0.81	2.08	7.06	4.24	2.61	0.25	2.09	12.51	0.36	0.11	0.61	1.31	0.29	107.26	195.31
BL07428	Hypp2398	6.88	13.60	6.67	1.88	4.52	1.52	6.50	3.42	1.48	2.09	1.50	2.20	2.62	10.85	1.68	3.34	3.59
BL07430	ORMDL1	30.69	16.87	13.52	23.64	27.47	19.29	41.42	48.24	16.34	49.07	17.89	16.76	23.63	26.82	26.59	27.69	33.77
BL07431	RAPGEF4	9.05	2.99	0.28	0.33	1.10	4.57	1.70	0.10	3.99	3.40	2.72	0.51	1.99	1.92	1.37	6.58	2.48
BL07432	C3orf32	0.00	0.03	0.54	0.04	0.11	4.40	4.28	0.14	0.21	0.08	0.11	0.01	0.02	1.63	4.87	4.96	6.22
BL07433	Hypp14234	0.93	15.40	6.14	2.23	4.86	13.11	20.33	6.94	28.50	21.00	6.48	4.99	7.54	21.81	9.17	51.00	39.33
BL07434	FJX1	0.10	0.00	0.64	0.06	0.07	0.28	0.69	0.03	0.97	0.00	0.00	0.05	0.04	0.38	0.05	0.12	0.84
BL07435	SLC25A6	0.01	6.55	2.78	0.08	0.08	1.04	0.00	0.00	0.01	0.00	0.01	0.00	0.00	34.97	0.01	0.01	0.66
BL07436	IDH1	0.42	0.84	8.38	45.14	25.99	5.19	4.44	6.03	0.48	0.65	33.19	4.04	0.98	14.46	1.25	1.59	0.86
BL07437	CUL2	46.69	35.49	5.71	7.88	12.81	15.50	13.50	13.59	12.09	12.51	15.50	12.24	8.77	15.07	51.88	18.45	29.77
BL07438	DMBT1	0.12	0.33	4.03	0.42	0.24	6.31	3.41	0.01	0.56	0.97	105.17	345.38	90.62	3.40	7.26	0.85	2.32
BL07439	NMNAT1	36.01	39.84	17.81	8.58	9.11	5.68	7.18	7.06	16.16	9.36	17.58	8.10	4.47	15.44	5.90	7.08	9.06
BL07440	SCN11A	0.09	0.09	0.06	2.19	17.41	42.46	17.33	2.01	1.24	57.90	2.32	2.07	3.05	15.39	2.44	63.61	41.77
BL07441	ENSG00000262605	34.89	5.34	4.47	9.20	10.42	24.54	19.70	25.95	23.03	15.44	9.33	7.53	13.07	118.93	21.32	14.29	13.73
BL07442	NBAS	7.93	38.87	2.93	8.04	8.88	2.90	12.86	13.51	5.84	17.46	11.06	6.59	3.66	11.53	10.42	8.09	10.75
BL07443	CCNB2	8529.94	6534.82	2286.54	315.87	108.94	4.30	11.73	5.60	402.42	5.34	8.63	9.86	11.19	84.27	26.92	0.77	0.48
BL07444	Hypp14446	0.14	0.00	0.81	0.85	0.77	0.43	6.36	0.00	1.16	2.38	0.00	0.99	0.42	0.00	1.58	1.12	0.96
BL07449	CILP	0.00	0.00	0.01	0.01	0.00	0.03	0.66	0.00	0.00	0.00	0.07	0.13	0.03	0.01	0.00	0.10	0.05
BL07450	C10orf112	0.00	0.00	0.01	0.01	0.00	0.00	0.80	0.02	0.00	0.00	0.04	0.03	0.02	0.31	0.07	0.04	0.17
BL07452	Hypp8010	0.04	0.10	9.96	2.21	0.65	2.54	0.55	0.28	0.88	0.49	0.39	27.21	49.63	4.83	4.62	0.42	1.48
BL07454	DMRTA2	0.03	0.03	1.91	5.00	4.16	3.57	22.70	6.22	0.45	12.16	0.05	0.03	0.05	0.52	2.83	0.41	0.95
BL07456	Hypp4566	7.04	11.42	1.31	1.18	1.23	2.22	1.27	1.95	9.46	1.76	1.70	1.81	1.22	5.56	2.23	1.52	0.74
BL07459	HHIPL1	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.02	0.00	3.01	0.03	0.27	0.08	0.00	0.00	0.00
BL07460	Hypp4571	0.01	0.18	0.30	0.02	0.04	0.46	412.50	291.10	0.59	3.71	0.97	0.38	0.16	3.18	9.05	1.03	8.16
BL07462	EIF3M	3.79	61.02	20.98	52.86	34.99	21.96	17.17	17.40	49.06	15.83	58.32	26.36	10.25	15.76	11.09	15.10	8.62
BL07463	CYGB	0.00	0.00	2.04	0.76	0.09	0.35	0.69	0.35	0.24	14.65	191.49	43.03	15.18	1.32	6.90	0.31	1.25
BL07464	BIRC5	0.20	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.03	0.00	0.03	0.11	0.03	0.00
BL07469	ZNF45	5.03	4.09	3.44	24.06	26.06	8.74	15.90	14.15	13.04	10.87	8.19	5.76	6.50	9.11	13.29	15.57	27.81
BL07470	GSS	0.35	0.08	93.90	9.84	1.76	0.81	1.97	1.79	7.88	5.61	0.75	1.18	0.59	24.09	2.00	1.32	1.59
BL07471	IRX6	0.05	0.00	0.60	33.84	54.88	6.59	18.26	12.40	0.17	50.10	0.28	9.84	21.83	0.53	4.55	6.16	19.46
BL07473	RET	0.07	0.00	0.16	0.02	0.08	0.22	2.35	1.40	0.36	4.94	0.19	0.05	0.13	0.21	1.18	0.24	0.45
BL07474	SVEP1	2.38	0.20	1.75	37.33	30.49	23.79	29.96	23.92	0.71	16.95	6.58	1.88	2.80	1.04	4.78	1.62	3.77
BL07475	C6orf170	0.25	1.40	3.89	8.25	11.52	11.91	11.96	5.10	4.94	15.77	7.82	5.79	6.10	23.19	2.43	5.23	6.73
BL07478	PSKH1	0.51	1.45	5.57	31.50	50.32	37.57	30.77	15.12	6.29	88.06	49.86	24.51	27.29	25.73	13.50	44.12	66.45
BL07481	Hypp10869	0.00	0.00	0.00	0.01	0.00	7.43	0.22	0.04	0.04	0.08	0.03	0.00	0.01	0.71	0.08	21.41	11.39
BL07482	RDH12	0.18	0.03	0.10	0.09	0.24	1.79	17.29	5.84	0.33	4.71	0.75	0.17	0.33	0.10	0.62	0.05	0.55
BL07483	NCK2	30.80	110.72	13.92	21.53	31.05	23.08	20.41	16.45	26.71	22.88	30.14	17.88	16.43	20.94	19.81	36.71	52.22
BL07484	TSSC4	19.51	33.26	44.11	3.60	6.56	17.84	11.66	4.29	5.09	5.17	1.95	1.79	2.99	5.93	26.71	17.91	16.07
BL07485	Hypp10844	0.13	0.01	0.53	0.46	10.84	138.22	7.40	0.40	1.54	1.60	90.25	14.86	4.28	2.31	3.72	0.57	0.56
BL07486	Hypp10845	0.00	0.20	0.05	0.01	0.19	1.57	14.30	18.56	1.77	20.42	0.36	0.29	0.47	3.05	2.55	0.85	1.06
BL07487	FBXO45	0.74	2.04	4.19	3.84	2.59	2.96	2.53	2.08	4.68	5.46	1.21	0.65	1.18	2.85	1.43	11.73	6.12
BL07488	ATG4A	29.42	11.20	17.72	3.89	16.34	11.32	8.37	11.70	3.65	12.46	10.11	7.83	7.03	9.16	6.93	8.28	6.58
BL07490	HDC	0.59	0.66	0.25	0.25	2.68	9.25	6.68	3.97	1.62	6.29	0.88	3.24	5.60	0.99	2.35	2.31	12.09
BL07491	KBTBD8	1.69	9.10	0.85	0.93	1.43	0.19	0.50	0.48	0.93	0.49	0.08	0.03	0.22	2.97	0.56	0.57	1.16
BL07492	Hypp315	0.00	0.00	0.00	0.47	0.08	1.98	1.82	2.66	0.09	0.63	0.17	3.67	7.09	0.86	3.80	0.80	1.73
BL07493	Hypp319	14.74	14.73	22.42	0.07	1.50	26.72	29.63	12.94	1.04	123.75	26.31	60.46	25.88	2.49	4.38	11.09	23.22
BL07494	TMPRSS9	0.00	0.01	0.06	0.01	0.35	5.44	1.68	0.20	0.36	4.96	15.81	7.83	5.48	0.66	2.89	4.01	1.15
BL07496	KLHL9	1.93	8.89	0.44	0.59	1.42	6.91	2.38	0.93	2.29	0.88	1.23	0.78	1.21	2.46	16.90	2.53	3.40
BL07497	Hypp292	0.00	0.75	0.22	0.16	0.14	0.50	0.07	0.00	0.20	1.53	0.06	0.13	0.03	298.24	0.05	0.71	2.37
BL07498	Hypp314	0.38	0.00	0.36	0.33	0.06	1.57	6.19	2.02	0.00	0.00	0.10	0.19	0.07	0.36	0.33	0.79	0.26
BL07499	C12orf10	0.98	9.70	35.40	14.28	10.39	7.30	3.26	2.80	43.46	3.24	7.14	6.84	5.66	17.13	9.65	4.23	3.11
BL07500	HS3ST3A1	0.37	23.91	13.79	49.77	54.70	25.96	18.19	7.86	14.57	14.06	5.64	5.18	5.57	7.32	4.67	73.32	81.04
BL07501	CYP4F2	0.73	0.24	0.36	2.10	1.83	2.05	6.08	1.37	2.24	0.48	7.83	10.67	20.00	2.05	3.72	10.15	7.88
BL07502	PRDX6	24.40	90.74	62.14	18.62	144.79	100.57	93.73	54.52	188.46	85.86	124.81	531.14	314.66	43.03	59.82	40.45	24.97
BL07505	TSTD1	17.57	6.46	0.67	0.44	3.42	6.06	6.10	7.54	2.62	5.06	6.53	27.19	21.43	5.77	7.67	4.18	5.20
BL07506	FUCA2	0.49	5.93	1.70	0.45	0.92	5.10	7.38	3.15	4.54	11.93	5.64	26.60	28.28	5.00	3.42	6.92	6.25
BL07508	PTH2R	2.55	3.80	115.21	31.78	9.42	3.27	25.42	0.35	6.07	0.63	0.80	0.56	0.78	2.25	0.54	2.81	1.62
BL07509	FRRS1	0.00	0.00	0.04	0.00	0.00	114.06	0.03	0.00	0.20	0.08	4.43	179.37	90.90	0.20	0.16	0.00	0.73
BL07510	PLXDC2	0.20	0.10	42.26	0.09	0.42	19.78	0.24	0.10	0.17	0.33	0.04	0.04	0.02	0.13	0.01	78.09	38.92
BL07511	PDIA4	0.35	0.25	0.91	0.81	2.18	42.46	7.66	19.87	3.47	1.61	1.86	2.42	117.40	43.91	0.70	6.14	10.26
BL07512	VOPP1	15.79	1.19	3.40	11.55	17.51	12.31	4.77	6.53	2.13	10.01	11.36	14.08	13.17	13.98	6.38	7.26	7.93
BL07514	SMARCA2	53.64	18.64	34.81	120.12	45.70	19.74	36.59	40.46	26.46	28.84	20.25	12.88	12.78	28.01	19.36	19.50	34.17
BL07515	GCDH	15.22	54.45	25.97	34.89	42.73	96.66	55.07	64.97	15.85	58.78	68.10	53.67	28.16	61.44	101.61	69.69	93.77
BL07517	MYST3	0.63	40.95	8.70	14.57	10.04	5.04	8.46	6.38	13.65	19.79	14.84	5.42	5.34	16.68	7.28	7.16	7.96
BL07518	ZFX	3.05	10.32	12.19	11.02	14.61	26.99	4.66	3.67	7.49	13.26	24.21	9.01	2.98	45.71	4.96	10.37	10.77
BL07521	Hypp6217	0.38	1.70	0.57	0.23	0.20	0.20	0.35	0.55	0.45	0.43	0.42	0.15	0.10	0.37	0.15	0.91	0.55
BL07525	Hypp8429	0.00	0.00	0.06	0.00	0.04	0.58	0.14	0.00	0.04	0.00	0.00	0.00	0.01	0.07	0.00	1.89	0.45
BL07527	ST8SIA4	0.04	0.06	0.98	2.02	0.60	4.06	6.29	1.96	0.16	3.16	2.25	3.96	1.75	3.48	2.03	1.49	2.78
BL07528	METTL13	0.10	1.20	0.89	0.45	0.32	0.46	35.66	11.09	0.51	0.90	0.24	0.14	0.07	2.62	0.97	3.01	1.45
BL07529	A1CF	0.00	0.03	0.04	0.27	0.65	1.05	0.00	0.00	0.71	0.12	18.26	13.95	25.45	5.22	0.83	0.15	0.19
BL07531	ENSG00000254772	70.80	29.00	8.88	24.61	11.97	2.57	21.43	32.34	1.65	23.93	0.80	1.91	1.71	5.11	3.28	3.61	9.25
BL07532	CYP27A1	0.00	1.59	0.34	0.15	0.19	0.07	1.85	0.70	0.63	0.00	0.06	0.14	2.76	0.11	0.36	1.25	0.43
BL07533	AADAC	0.00	0.00	0.00	0.00	0.21	0.92	0.32	0.03	0.09	0.00	0.25	1.21	3.07	0.34	0.29	0.03	0.00
BL07534	RS1	1.27	0.39	2.76	1.51	2.22	2.98	0.81	0.05	1.96	0.45	56.46	96.76	73.93	2.95	2.34	0.44	1.68
BL07536	HMCN1	0.01	0.16	1.21	0.05	0.18	3.08	0.11	0.24	0.08	0.17	0.00	0.09	0.05	0.87	0.03	12.72	9.66
BL07538	ZBTB24	8.56	103.83	77.78	75.59	32.44	7.07	20.75	11.48	9.24	20.55	9.03	4.25	6.04	13.35	9.20	13.66	19.24
BL07539	DSCAM	0.01	0.00	0.16	0.01	0.02	3.50	0.02	0.00	0.06	0.02	0.00	0.00	0.00	0.16	0.05	18.50	6.63
BL07540	PNLIPRP3	0.02	0.06	0.08	0.02	0.00	28.80	0.00	0.00	0.09	0.06	68.19	161.33	44.07	0.39	0.02	0.10	0.11
BL07541	ENSG00000268740	14.36	91.61	44.20	8.44	8.22	1.91	2.58	2.14	15.10	1.19	1.67	1.48	1.59	12.68	2.10	3.01	3.02
BL07543	FGD4	2.35	1.34	0.57	13.35	10.07	7.41	7.92	5.38	2.59	7.29	5.61	6.06	11.25	2.44	6.42	6.51	13.45
BL07547	UROC1	1.22	2.13	1.78	0.32	4.31	11.00	11.98	9.64	5.35	4.18	3.37	3.51	5.39	17.05	4.66	7.25	5.26
BL07548	MED20	2.47	14.93	8.12	4.31	9.26	4.94	9.84	7.98	16.40	6.33	3.19	2.87	3.34	15.70	5.43	11.34	5.12
BL07549	Hypp15544	0.00	0.04	0.36	0.05	0.09	7.16	0.04	0.01	0.58	0.37	55.59	3.59	1.96	0.60	0.66	1.10	0.27
BL07551	CDK17	33.98	37.70	7.55	25.82	27.22	13.84	14.20	9.29	9.63	27.05	12.73	3.67	5.26	5.83	19.40	37.27	44.72
BL07552	NEIL2	0.82	5.57	1.43	1.33	1.58	1.14	2.09	2.37	1.35	2.28	0.62	0.49	0.34	4.70	1.11	1.05	0.74
BL07553	KLHL24	0.00	0.00	0.12	0.02	0.00	0.02	0.00	0.00	0.00	0.03	0.01	0.79	0.84	0.00	0.02	0.00	0.00
BL07555	HAL	8.00	4.77	1.81	2.26	4.78	53.31	26.12	16.97	1.40	5.63	10.22	10.57	4.28	29.76	14.26	8.58	13.01
BL07556	BAP1	0.40	9.43	27.01	19.17	9.65	5.33	7.37	9.05	15.69	6.57	6.38	5.08	5.22	5.26	5.63	8.63	12.61
BL07557	C9orf41	11.80	66.59	6.09	0.88	5.78	4.74	4.22	4.80	5.51	5.12	5.18	3.63	2.52	4.65	3.49	4.91	4.95
BL07558	MCC	56.54	104.15	96.85	24.44	23.36	18.11	17.40	11.39	15.05	20.02	11.49	6.20	8.00	25.11	21.02	19.05	26.24
BL07562	ENSG00000262217	0.07	0.00	0.31	0.06	0.05	29.77	3.12	0.47	0.03	0.29	0.24	0.03	0.95	0.55	97.04	1.01	1.53
BL07563	Hypp1797	0.18	0.08	9.24	128.65	20.18	32.05	34.89	1.31	3.24	127.55	1.79	0.76	0.66	0.23	0.79	311.52	136.15
BL07564	WDR77	6.12	16.14	16.41	36.87	11.28	10.15	7.18	8.98	27.14	3.53	14.38	7.46	3.75	7.87	7.99	8.59	2.99
BL07565	Hypp1844	20.66	6.43	18.82	6.32	5.91	3.31	2.36	3.28	0.92	1.79	3.76	2.12	2.06	1.88	2.21	1.01	2.08
BL07567	Hypp14767	30.19	6.52	12.95	26.28	12.49	9.84	16.46	20.83	20.35	27.30	16.10	20.60	16.93	22.85	7.63	8.45	11.21
BL07569	RPS20	2.58	7.68	24.02	303.52	2084.96	1216.01	1380.71	1662.67	6083.71	2002.93	2268.48	2747.74	2954.48	3812.54	1913.78	1802.52	2894.43
BL07571	PEX11G	15.93	9.11	2.29	2.06	5.21	5.20	5.88	4.94	1.84	5.80	21.72	13.03	11.27	8.15	4.47	8.30	6.39
BL07572	Hypp13892	0.00	0.00	0.00	0.00	0.00	3.64	0.11	0.05	2.59	0.20	12.03	161.91	135.76	0.41	0.09	0.06	0.43
BL07575	ANKRD28	0.00	0.00	0.00	0.00	0.05	2.11	2.00	0.15	0.06	2.91	2.49	1.29	0.70	0.13	0.12	0.13	0.03
BL07576	ATOX1	5.63	9.50	9.12	28.86	16.97	17.64	31.53	17.96	45.95	52.47	26.24	58.29	99.30	20.74	8.01	33.27	27.48
BL07577	Hypp13933	0.63	0.70	3.69	1.95	4.20	1.96	3.99	4.97	14.04	12.25	3.29	3.07	2.43	4.29	3.34	2.66	5.47
BL07579	QRFPR	0.00	0.00	0.11	0.01	0.18	0.63	0.64	0.00	0.04	0.00	0.04	0.01	0.00	1.29	0.03	1.06	0.30
BL07580	ENSG00000268021	0.02	0.01	0.66	0.49	0.64	117.86	0.34	1.31	1.24	0.18	0.38	0.21	0.42	27.96	0.74	0.65	2.53
BL07583	ATG13	1.56	4.87	1.58	1.14	4.39	11.25	8.13	7.72	6.08	6.96	5.91	8.85	9.80	29.59	11.64	17.59	16.99
BL07584	PURA	37.99	36.93	45.73	19.71	59.57	24.46	69.27	32.32	38.24	24.54	8.72	7.44	16.51	68.92	24.28	80.14	61.12
BL07587	DIRAS2	0.30	0.12	1.53	1.56	1.73	4.03	1.60	1.76	1.22	0.94	1.21	0.72	0.78	0.83	5.19	12.17	5.05
BL07588	FABP7	0.21	0.00	0.67	0.80	0.26	48.77	0.64	0.00	1.92	1.43	87.23	337.88	282.75	2.67	4.71	0.56	1.89
BL07589	IGFALS	0.00	0.03	0.09	0.04	0.56	0.92	20.80	17.08	0.30	0.62	0.35	0.26	0.71	0.57	1.18	0.24	1.11
BL07590	CCDC111	2.56	9.61	4.32	3.76	3.18	1.11	4.20	2.91	5.16	1.45	1.08	0.77	1.08	5.70	1.25	2.81	3.62
BL07591	Hypp2737	10.29	14.81	7.98	5.25	3.57	2.12	3.17	2.93	2.24	3.04	1.88	1.31	1.07	9.35	1.30	0.92	0.81
BL07596	Hypp7943	0.00	0.00	0.00	0.00	0.08	0.30	0.27	0.42	0.07	0.36	0.97	0.88	0.37	0.01	0.16	0.34	0.14
BL07597	TTC28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL07603	PDHX	2.06	16.64	4.47	7.53	21.36	18.08	22.09	16.08	26.44	15.46	26.83	14.40	12.20	98.39	64.19	25.56	26.38
BL07604	Hypp15297	0.86	32.53	20.37	1.55	3.24	1.93	12.22	11.65	31.17	10.45	2.63	0.85	1.59	18.33	20.12	33.37	16.25
BL07605	GRWD1	0.02	0.88	1.05	7.54	4.89	3.93	3.41	12.95	41.75	4.02	9.58	5.11	2.28	8.54	7.29	7.22	11.64
BL07606	TOB2	3.88	4.01	67.93	79.76	41.51	250.72	89.63	40.59	36.95	66.68	106.69	102.10	67.79	207.31	148.82	275.69	142.89
BL07608	HAUS8	1.62	4.46	5.68	7.72	9.11	1.27	5.46	4.54	61.57	5.02	4.04	5.55	3.43	21.87	5.91	3.00	4.66
BL07610	MTMR7	9.26	20.19	8.46	10.08	23.71	23.72	27.46	27.07	26.44	18.45	23.30	15.39	11.84	28.59	24.15	35.71	47.38
BL07611	NUPL1	147.58	83.17	45.16	27.12	27.93	14.23	24.55	44.91	27.14	18.37	29.98	24.86	14.34	54.65	18.01	15.97	20.51
BL07613	C4orf52	3.21	83.80	26.34	14.06	17.00	22.69	32.27	25.25	57.72	34.67	22.06	20.24	10.45	84.40	31.93	41.19	46.53
BL07614	Hypp6411	3.02	9.51	4.06	9.71	8.98	5.58	10.70	8.88	9.27	14.12	11.50	13.47	13.69	13.69	11.21	14.87	8.66
BL07615	SCUBE1	12.24	5.43	1.79	18.26	31.79	18.19	173.07	52.94	18.64	100.25	11.07	8.04	9.48	44.58	26.30	9.67	13.63
BL07617	SCNN1B	0.00	0.00	0.01	0.00	0.00	0.33	0.67	0.17	0.03	0.01	0.04	0.00	0.01	0.09	0.02	11.95	2.46
BL07626	NEK10	16.11	33.76	11.83	18.65	10.30	10.73	5.11	4.20	15.54	11.56	6.41	5.05	6.33	47.43	2.92	4.58	3.69
BL07627	IDI1	2.62	10.90	10.86	5.09	23.70	7.80	5.52	13.91	8.99	12.17	24.21	6.90	4.87	8.67	25.12	8.01	9.66
BL07629	PXDN	0.01	0.00	0.15	0.14	0.03	0.02	1.10	1.16	0.19	0.01	0.06	0.86	0.15	0.14	0.18	0.05	0.04
BL07630	SMPD1	2.35	6.92	2.56	1.40	4.40	9.45	3.96	4.28	2.11	5.76	1.54	2.32	3.55	4.87	2.43	1.67	2.83
BL07631	SENP1	57.70	4.57	5.34	3.57	4.24	10.43	3.45	2.08	33.91	5.13	9.56	4.66	2.44	9.04	1.56	4.29	4.08
BL07632	PKDREJ	0.00	0.01	0.10	0.03	0.04	0.32	0.18	0.01	0.15	0.00	0.01	0.00	0.01	0.14	0.00	0.09	0.07
BL07634	TUBA1C	0.18	0.04	3.12	2.43	13.96	43.14	24.28	41.51	4.31	46.65	7.35	3.39	4.37	5.13	2.74	11.96	15.48
