FID	NbGenes	NbSpecies	NbDesc	Strata	Losses	Panther Name
PTHR13624:SF3	20	16	23	Deuterostomia	Acapla,Ptyfla,Cephalochordata,Letrei,Amical	Transmembrane protein 161b
PTHR24186:SF7	27	18	23	Deuterostomia	Acapla,Ptyfla,Amical,Latcha,Galgal	Protein phosphatase 1 regulatory subunit 16a
PTHR45943	25	22	23	Deuterostomia	Amical	Family not named
PTHR45627:SF7	27	19	23	Deuterostomia	Sackow,Letrei,Amical,Xentro	Adenylate cyclase type 5
PTHR16517:SF1	27	21	23	Deuterostomia	Letrei,Amical	Wd repeat-containing protein 35
PTHR10841	25	14	23	Deuterostomia	Chipun,Actinopterygii,Tetrapoda	Synapsin
PTHR24417:SF5	12	12	16	Vertebrata	Hyperoartia,Amical	Subfamily not named
PTHR11711:SF415	20	20	23	Deuterostomia	Ptyfla,Letrei,Amical	Not found
PTHR23257:SF918	19	16	23	Deuterostomia	Acapla,Cephalochordata,Amical,Euteleostei	Not found
PTHR11073:SF11	13	13	23	Deuterostomia	Strpur,Hemichordata,Ceph2,Hyperoartia,Parata,Amical	Calnexin
PTHR11972:SF58	42	20	23	Deuterostomia	Letrei,Amical,Musmus	Nadph oxidase 5
PTHR11616:SF141	42	16	19	Chordata	Brabel,Bralan,Amical	Sodium- and chloride-dependent taurine transporter
PTHR11771:SF5	23	15	16	Vertebrata	Amical	Arachidonate 5-lipoxygenase
PTHR10468	4	4	23	Deuterostomia	Acapla,Hemichordata,Cephalochordata,Letrei,Petmar,Gnathostomata	Protein o-linked-mannose beta-1,2-n-acetylglucosaminyltransferase 1/alpha-1,3-mannosyl-glycoprotein 2-beta-n-acetylglucosaminyltransferase
PTHR12570:SF14	12	11	16	Vertebrata	Hyperoartia,Parata,Amical	Nipa-like protein 3
PTHR13274	23	21	23	Deuterostomia	Ptyfla,Amical	Mitochondrial ribosomal protein s25
PTHR13274:SF2	23	21	23	Deuterostomia	Ptyfla,Amical	28s ribosomal protein s25, mitochondrial
PTHR11551	13	8	23	Deuterostomia	Strpur,Hemichordata,Cephalochordata,Petmar,Actinopterygii,Tetrapoda	Insulin-like growth factor binding protein
PTHR15948	27	22	23	Deuterostomia	Amical	G-protein coupled receptor 89-related
PTHR24356:SF365	34	15	16	Vertebrata	Amical	Not found
PTHR17204:SF21	24	19	23	Deuterostomia	Strpur,Letrei,Petmar,Amical	Pre-mrna-processing factor 39
PTHR11328:SF30	29	21	23	Deuterostomia	Strpur,Amical	Major facilitator superfamily domain-containing protein 2b
PTHR31493	31	21	23	Deuterostomia	Letrei,Amical	Family not named
PTHR13872	25	21	23	Deuterostomia	Ptyfla,Amical	60s ribosomal protein l35
PTHR10472:SF1	20	17	23	Deuterostomia	Acapla,Braflo,Hyperoartia,Amical	D-tyrosyl-trna(tyr) deacylase 2-related
PTHR16004	17	13	23	Deuterostomia	Strpur,Brabel,Bralan,Calmil,Actinopterygii,Mammalia	Ring finger protein 31-related
PTHR23343:SF4	15	10	16	Vertebrata	Letrei,Chondrichthyes,Amical,Euteleostei	Zona pellucida sperm-binding protein 2
PTHR12277:SF61	23	20	23	Deuterostomia	Ptyfla,Amical,Latcha	Monoacylglycerol lipase abhd12
PTHR23074:SF83	10	9	23	Deuterostomia	Strpur,Ptyfla,Letrei,Gnathostomata	Vacuolar protein sorting-associated protein 4a
PTHR15857:SF0	19	18	23	Deuterostomia	Ptyfla,Letrei,Holostei,Orylat	Comm domain-containing protein 2
PTHR15857	20	19	23	Deuterostomia	Ptyfla,Letrei,Holostei	Comm domain containing protein 2
PTHR22576:SF40	25	20	23	Deuterostomia	Sackow,Bralan,Amical	Not found
PTHR19368:SF15	17	16	23	Deuterostomia	Letrei,Amical,Sarcopterygia	Synaptonemal complex protein 3
PTHR11955:SF69	16	13	16	Vertebrata	Leth,Amical	Gastrotropin
PTHR15528	11	10	23	Deuterostomia	Strpur,Letjap,Gnathostomata	Peroxisome proliferator activated receptor gamma coactivator 1  pgc-1 -related
PTHR13405	22	21	23	Deuterostomia	Letrei,Amical	Family not named
PTHR10972:SF194	40	22	23	Deuterostomia	Amical	Not found
PTHR44826:SF9	34	13	23	Deuterostomia	Acapla,Ptyfla,Parata,Calmil,Holostei,Latcha,Amniotes	Not found
PTHR21505	6	3	5	Cyclostomata	Letjap,Petmar	Uncharacterized
PTHR10799:SF964	24	20	23	Deuterostomia	Amical,Latcha,Xentro	Subfamily not named
PTHR10122:SF12	15	13	16	Vertebrata	Letrei,Petmar,Amical	Not found
PTHR11706:SF52	7	7	16	Vertebrata	Hyperoartia,Parata,Chipun,Actinopterygii	Natural resistance-associated macrophage protein 1
PTHR10894:SF1	21	21	23	Deuterostomia	Letrei,Amical	Nucleolar protein 58
PTHR12622:SF36	84	15	23	Deuterostomia	Strpur,Chipun,Amical,Euteleostei,Amniotes	Subfamily not named
PTHR15703:SF3	26	21	23	Deuterostomia	Letrei,Amical	Si:ch211-79l17.1
PTHR15703	26	21	23	Deuterostomia	Letrei,Amical	Family not named
PTHR48112	7	5	23	Deuterostomia	Acapla,Ptyfla,Ceph2,Hyperoartia,Gnathostomata	Not found
PTHR22972	56	21	23	Deuterostomia	Letrei,Amical	Serine/threonine protein kinase
PTHR13479	38	21	23	Deuterostomia	Ptyfla,Amical	30s ribosomal protein s18
PTHR46949	20	14	23	Deuterostomia	Echinodermata,Holostei,Orylat,Tetrapoda	Family not named
PTHR11265	13	12	23	Deuterostomia	Letrei,Chondrichthyes,Holostei,Danrer,Sarcopterygia	S-adenosyl-methyltransferase mraw
PTHR11243:SF15	20	15	16	Vertebrata	Amical	Ras-associated and pleckstrin homology domains-containing protein 1
PTHR11250	5	3	5	Cyclostomata	Letrei,Petmar	Tachykinin
PTHR48005:SF20	48	9	23	Deuterostomia	Echinodermata,Ptyfla,Letjap,Petmar,Calmil,Actinopterygii,Latcha,Amniotes	Not found
PTHR47590:SF3	1	1	1	Eptbur		Not found
PTHR31750:SF26	45	8	23	Deuterostomia	Echinodermata,Ptyfla,Letrei,Petmar,Parata,Calmil,Actinopterygii,Latcha,Xentro,Mammalia	Not found
PTHR13832:SF533	20	20	23	Deuterostomia	Letrei,Holostei	Tgf-beta-activated kinase 1 and map3k7-binding protein 1
PTHR12341	6	5	23	Deuterostomia	Echinodermata,Cephalochordata,Letrei,Petmar,Gnathostomata	5'->3' exoribonuclease
PTHR15892:SF2	26	22	23	Deuterostomia	Amical	39s ribosomal protein l30, mitochondrial
PTHR16840	20	14	23	Deuterostomia	Echinodermata,Actinopterygii,Amniotes	Family not named
PTHR20957:SF0	14	13	23	Deuterostomia	Chondrichthyes,Holostei,Danrer,Sarcopterygia	Rna-binding protein 48
PTHR10694:SF17	27	22	23	Deuterostomia	Amical	Lysine-specific demethylase 5a
PTHR15489	24	20	23	Deuterostomia	Sackow,Braflo,Amical	Caspase 8 associated protein 2
PTHR15489:SF2	24	20	23	Deuterostomia	Sackow,Braflo,Amical	Casp8-associated protein 2
PTHR23063:SF37	15	13	16	Vertebrata	Letrei,Petmar,Amical	Glycerol-3-phosphate acyltransferase 4
PTHR10582:SF25	41	14	16	Vertebrata	Amical,Galgal	Transient receptor potential cation channel subfamily v member 6
PTHR31179:SF5	11	11	16	Vertebrata	Letrei,Actinopterygii	Rab gtpase-binding effector protein 1
PTHR13136:SF14	23	20	23	Deuterostomia	Ptyfla,Amical,Latcha	Not found
PTHR28670	23	21	23	Deuterostomia	Calmil,Amical	Family not named
PTHR28670:SF1	23	21	23	Deuterostomia	Calmil,Amical	Uv-stimulated scaffold protein a
PTHR12322:SF53	32	18	23	Deuterostomia	Ptyfla,Hyperoartia,Amical	Doublesex-mab related 11e-related
PTHR16717	7	6	23	Deuterostomia	Echinodermata,Bralan,Letrei,Petmar,Parata,Gnathostomata	Cytochrome c oxidase polypeptide viii
PTHR23430:SF37	23	16	23	Deuterostomia	Echinodermata,Ptyfla,Cephalochordata,Amical	Core histone macro-h2a.2
PTHR46029:SF3	35	17	23	Deuterostomia	Echinodermata,Cephalochordata,Amical	C-terminal-binding protein 2
PTHR13693:SF101	3	3	23	Deuterostomia	Echinodermata,Sackow,Cephalochordata,Letrei,Petmar,Parata,Gnathostomata	Not found
PTHR13394	3	3	23	Deuterostomia	Strpur,Hemichordata,Cephalochordata,Hyperoartia,Gnathostomata	Origin recognition complex subunit 6
PTHR46771:SF3	16	15	16	Vertebrata	Amical	Subfamily not named
PTHR24031:SF357	30	20	23	Deuterostomia	Strpur,Amical,Orylat	Helicase polq-like
PTHR10799:SF76	27	16	23	Deuterostomia	Echinodermata,Sackow,Ceph2,Amical,Galgal	Transcription activator brg1
PTHR10177:SF527	4	3	23	Deuterostomia	Hemichordata,Cephalochordata,Hyperoartia,Parata,Gnathostomata	Not found
PTHR10083:SF352	22	14	16	Vertebrata	Amical,Latcha	Not found
PTHR24247:SF180	21	15	16	Vertebrata	Amical	Muscarinic acetylcholine receptor m4
PTHR13866:SF24	22	14	23	Deuterostomia	Ptyfla,Letrei,Chondrichthyes,Amical,Tetrapoda	Not found
PTHR24027:SF413	20	15	16	Vertebrata	Amical	Subfamily not named
PTHR11654:SF574	30	15	16	Vertebrata	Amical	Not found
PTHR24329:SF405	10	7	23	Deuterostomia	Hemichordata,Hyperoartia,Gnathostomata	Retinal homeobox protein rx
PTHR46006:SF2	19	15	23	Deuterostomia	Echinodermata,Sackow,Cephalochordata,Letrei,Amical	Rho guanine nucleotide exchange factor 3
PTHR19282:SF24	13	12	16	Vertebrata	Letrei,Amical,Euteleostei	Uroplakin-1b
PTHR11589	23	8	23	Deuterostomia	Strpur,Cephalochordata,Gnathostomata	Nerve growth factor  ngf -related
PTHR22706	6	4	23	Deuterostomia	Echinodermata,Ptyfla,Cephalochordata,Hyperoartia,Calmil,Osteichthyes	Uncharacterized
PTHR16592:SF8	14	10	16	Vertebrata	Hyperoartia,Calmil,Amical,Latcha	Astrotactin-1
PTHR46887	16	14	16	Vertebrata	Letrei,Amical	Family not named
PTHR46097:SF1	13	12	16	Vertebrata	Leth,Parata,Amical	Arf gtpase-activating protein git1
PTHR24347:SF365	6	5	23	Deuterostomia	Acapla,Hemichordata,Ceph2,Leth,Parata,Calmil,Osteichthyes	Calcium/calmodulin-dependent protein kinase type ii subunit delta
PTHR12227:SF0	22	20	23	Deuterostomia	Letrei,Holostei	Glycerate kinase
PTHR12227	22	20	23	Deuterostomia	Letrei,Holostei	Glycerate kinase
PTHR19969:SF12	24	17	19	Chordata	Brabel,Amical	Cytoplasmic protein nck2
PTHR31624:SF3	16	14	16	Vertebrata	Parata,Amical	Upf0472 protein c16orf72
PTHR31833	18	16	19	Chordata	Letrei,Amical,Latcha	Family not named
PTHR31833:SF2	18	16	19	Chordata	Letrei,Amical,Latcha	Upf0690 protein c1orf52
PTHR14963	3	3	5	Cyclostomata	Letjap,Parata	Rho gtpase activating protein 18,19-related
PTHR23143:SF26	18	7	23	Deuterostomia	Echinodermata,Cephalochordata,Petmar,Calmil,Osteichthyes	Not found
PTHR23049:SF9	14	12	16	Vertebrata	Hyperoartia,Amical	Myosin regulatory light chain 2, ventricular/cardiac muscle isoform
PTHR22878	8	4	16	Vertebrata	Letrei,Petmar,Calmil,Osteichthyes	Uncharacterized
PTHR22878:SF61	8	4	16	Vertebrata	Letrei,Petmar,Calmil,Osteichthyes	Not found
PTHR13361:SF4	27	22	23	Deuterostomia	Amical	Not found
PTHR10333:SF41	26	18	23	Deuterostomia	Ptyfla,Hyperoartia,Amical	Inhibitor of growth protein 5
PTHR19432:SF37	20	17	23	Deuterostomia	Letjap,Petmar,Actinopterygii	Solute carrier family 45 member 3
PTHR11636:SF84	15	15	19	Chordata	Hyperoartia,Amical	Pituitary-specific positive transcription factor 1
PTHR13886:SF2	25	17	23	Deuterostomia	Echinodermata,Cephalochordata,Amical	C-jun-amino-terminal kinase-interacting protein 4
PTHR21029:SF1	12	12	16	Vertebrata	Letrei,Petmar,Amical,Orylat	Regulator of g-protein signaling 9-binding protein
PTHR45712:SF2	12	12	16	Vertebrata	Leth,Calmil,Amical	Asporin
PTHR13387:SF9	25	20	23	Deuterostomia	Letrei,Amical,Galgal	Protein hgh1 homolog
PTHR12623	15	9	23	Deuterostomia	Echinodermata,Sackow,Brabel,Letrei,Osteichthyes	Ngfi-a binding protein
PTHR24390:SF189	21	12	23	Deuterostomia	Strpur,Sackow,Letrei,Chipun,Amical,Orylat,Sarcopterygia	Not found
PTHR13931:SF16	23	19	23	Deuterostomia	Cephalochordata,Amical	Not found
PTHR47633:SF2	17	10	16	Vertebrata	Letrei,Calmil,Amical,Amniotes	Obscurin
PTHR33631:SF1	42	7	23	Deuterostomia	Echinodermata,Ptyfla,Brabel,Bralan,Petmar,Calmil,Osteichthyes	Subfamily not named
PTHR33631	41	7	23	Deuterostomia	Echinodermata,Ptyfla,Brabel,Bralan,Petmar,Calmil,Osteichthyes	Family not named
PTHR15603:SF3	21	15	16	Vertebrata	Amical	Sh3 domain-binding protein 4
PTHR21737:SF3	20	20	23	Deuterostomia	Amical,Xentro,Galgal	Polyglutamine-binding protein 1
PTHR24006:SF682	17	14	16	Vertebrata	Letrei,Amical	Ubiquitin carboxyl-terminal hydrolase 13
PTHR11370:SF5	19	18	23	Deuterostomia	Ptyfla,Chondrichthyes,Amical,Galgal	Dna repair protein xrcc1
PTHR48041	150	22	23	Deuterostomia	Amical	Not found
PTHR23220:SF22	15	13	16	Vertebrata	Letrei,Petmar,Amical	Integrin alpha-1
PTHR10868	18	17	23	Deuterostomia	Hemichordata,Letrei,Amical,Orylat,Xentro	Sigma 1-type opioid receptor-related
PTHR12431:SF16	25	22	23	Deuterostomia	Amical	Sorting nexin-17
PTHR22829:SF18	17	15	16	Vertebrata	Amical	Dep domain-containing mtor-interacting protein
PTHR24202:SF4	42	20	23	Deuterostomia	Ptyfla,Letrei,Amical	E3 ubiquitin-protein ligase mib2
PTHR13814:SF12	22	16	23	Deuterostomia	Acapla,Hemichordata,Cephalochordata,Amical	Kininogen-1
PTHR10693	36	22	23	Deuterostomia	Amical	Ras gtpase-activating protein-binding protein
PTHR11088:SF25	22	21	23	Deuterostomia	Letrei,Amical	Trna dimethylallyltransferase, mitochondrial
PTHR17045	9	9	23	Deuterostomia	Echinodermata,Cephalochordata,Osteichthyes	Melanocyte specific gene related  cited
PTHR14140:SF3	19	16	23	Deuterostomia	Strpur,Hyperoartia,Parata,Amical,Danrer	E3 ubiquitin-protein ligase uhrf2
PTHR12103:SF19	13	11	16	Vertebrata	Calmil,Amical,Amniotes	5'-nucleotidase domain-containing 2
PTHR15258	10	5	5	Cyclostomata		Fgf binding protein-related
PTHR12818	19	18	23	Deuterostomia	Braflo,Letrei,Amical,Danrer,Galgal	Uncharacterized
PTHR11731:SF109	24	18	23	Deuterostomia	Strpur,Ceph2,Letrei,Amical	Dipeptidyl peptidase 9
PTHR12352:SF13	29	17	23	Deuterostomia	Echinodermata,Ptyfla,Letrei,Amical,Latcha	Sparc-related modular calcium-binding protein 1
PTHR24411	11	8	23	Deuterostomia	Strpur,Cephalochordata,Gnathostomata	Nuclear factor erythroid 2-related factor
PTHR24072:SF24	22	15	16	Vertebrata	Amical	Rho-related gtp-binding protein rhoe
PTHR23055:SF176	2	2	16	Vertebrata	Hyperoartia,Parata,Chondrichthyes,Holostei,Danrer,Sarcopterygia	Not found
PTHR11963:SF4	25	20	23	Deuterostomia	Letrei,Amical,Xentro	Aminopeptidase npepl1-related
PTHR20961:SF126	28	21	23	Deuterostomia	Letrei,Amical	Not found
PTHR15087	23	20	23	Deuterostomia	Sackow,Letrei,Amical	Family not named
PTHR15087:SF14	23	20	23	Deuterostomia	Sackow,Letrei,Amical	Protein npat
PTHR24340:SF33	32	17	23	Deuterostomia	Strpur,Cephalochordata,Letrei,Amical	Homeobox protein nkx-2.1
PTHR13123:SF6	19	15	16	Vertebrata	Amical	F-box only protein 32
PTHR45989	1	1	1	Eptbur		Family not named
PTHR45685:SF1	26	19	23	Deuterostomia	Letrei,Calmil,Amical,Galgal	Helicase srcap
PTHR22939	11	10	23	Deuterostomia	Braflo,Letrei,Gnathostomata	Serine protease family s1c htra-related
PTHR45836:SF6	30	13	23	Deuterostomia	Echinodermata,Hyperoartia,Chondrichthyes,Amical,Mammalia	Reticulon-4 receptor
PTHR13578:SF19	14	12	16	Vertebrata	Hyperoartia,Amical	Polycomb group protein asxl1-related
PTHR36493:SF5	56	13	23	Deuterostomia	Acapla,Chondrichthyes,Holostei,Danrer,Latcha,Amniotes	Not found
PTHR34491:SF49	2	2	23	Deuterostomia	Echinodermata,Ptyfla,Cephalochordata,Hyperoartia,Parata,Gnathostomata	Not found
PTHR23220:SF118	41	12	16	Vertebrata	Letrei,Amical,Mammalia	Integrin alpha-x
PTHR39228	13	5	23	Deuterostomia	Acapla,Ptyfla,Cephalochordata,Hyperoartia,Parata,Chipun,Actinopterygii,Latcha,Amniotes	Family not named
PTHR31516:SF6	28	20	23	Deuterostomia	Letrei,Amical,Orylat	Stabilizer of axonemal microtubules 2
PTHR22967:SF10	24	22	23	Deuterostomia	Amical	Bmp-2-inducible protein kinase
PTHR13605	20	19	23	Deuterostomia	Ptyfla,Letrei,Amical,Latcha	Uncharacterized
PTHR22917:SF3	17	14	16	Vertebrata	Letrei,Amical	Vitronectin
PTHR10527:SF22	27	21	23	Deuterostomia	Letrei,Amical	Importin-5
PTHR23334:SF20	25	21	23	Deuterostomia	Ptyfla,Amical	Ccaat/enhancer-binding protein gamma
PTHR23389:SF21	24	21	23	Deuterostomia	Braflo,Amical	Atpase family aaa domain-containing protein 5
PTHR11844:SF25	35	8	23	Deuterostomia	Brabel,Hyperoartia,Gnathostomata	Tissue inhibitor of metalloproteases
PTHR12625:SF2	19	15	16	Vertebrata	Amical	Protein lmbr1l
PTHR14627	15	15	16	Vertebrata	Amical	Family not named
PTHR14627:SF0	15	15	16	Vertebrata	Amical	Transmembrane protein 204
PTHR12693	24	18	23	Deuterostomia	Letrei,Calmil,Amical,Latcha,Galgal	Family not named
PTHR12693:SF3	24	18	23	Deuterostomia	Letrei,Calmil,Amical,Latcha,Galgal	Menin
PTHR10676	21	11	23	Deuterostomia	Letrei,Petmar,Parata,Calmil,Actinopterygii,Latcha,Amniotes	Dynein heavy chain family protein
PTHR12943:SF5	16	15	16	Vertebrata	Amical	Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 2 protein
PTHR15176	20	20	23	Deuterostomia	Ptyfla,Letrei,Amical	Nephrocystin
PTHR15176:SF1	20	20	23	Deuterostomia	Ptyfla,Letrei,Amical	Nephrocystin-1
PTHR11035:SF20	21	16	23	Deuterostomia	Strpur,Sackow,Cephalochordata,Letrei,Amical	Very-long-chain (3r)-3-hydroxyacyl-coa dehydratase 3
PTHR46459:SF2	19	13	23	Deuterostomia	Echinodermata,Sackow,Cephalochordata,Hyperoartia,Amical	Not found
PTHR23074:SF78	23	21	23	Deuterostomia	Letrei,Amical	Katanin p60 atpase-containing subunit a-like 2
PTHR19854:SF15	25	22	23	Deuterostomia	Amical	Transducin beta-like protein 3
PTHR14042:SF22	24	17	23	Deuterostomia	Echinodermata,Cephalochordata,Amical	Protein dopey-1
PTHR19960	2	2	2	Myxines		Tektin
PTHR46155:SF1	134	14	23	Deuterostomia	Acapla,Calmil,Holostei,Danrer,Latcha,Amniotes	Bifunctional inhibitor/lipid-transfer protein/seed storage 2s albumin superfamily protein
PTHR46155	133	14	23	Deuterostomia	Acapla,Calmil,Holostei,Danrer,Latcha,Amniotes	Family not named
PTHR46532:SF13	66	22	23	Deuterostomia	Amical	Not found
PTHR23302:SF5	17	15	16	Vertebrata	Amical	Transmembrane channel-like protein 5
PTHR12978	23	20	23	Deuterostomia	Ptyfla,Letrei,Amical	Histidine triad  hit  protein member
PTHR12978:SF0	23	20	23	Deuterostomia	Ptyfla,Letrei,Amical	M7gpppx diphosphatase
PTHR13723:SF141	20	15	23	Deuterostomia	Strpur,Cephalochordata,Letrei,Petmar,Parata,Amical	A disintegrin and metalloproteinase with thrombospondin motifs 2
PTHR16024	24	11	23	Deuterostomia	Strpur,Gnathostomata	Family not named
PTHR15682	23	20	23	Deuterostomia	Ptyfla,Amical,Danrer	Family not named
PTHR15682:SF2	24	20	23	Deuterostomia	Ptyfla,Amical,Orylat	Unhealthy ribosome biogenesis protein 2 homolog
PTHR45796:SF3	18	14	16	Vertebrata	Letrei,Amical	Forkhead box protein p1
PTHR11214:SF3	30	20	23	Deuterostomia	Letrei,Amical,Orylat	Hexosyltransferase
PTHR10044:SF176	40	18	23	Deuterostomia	Sackow,Parata,Amical,Mammalia	Not found
PTHR22891:SF17	25	16	19	Chordata	Ceph2,Amical	Protein argonaute-1
PTHR45622:SF53	26	21	23	Deuterostomia	Letrei,Amical	Not found
PTHR43544:SF20	5	5	16	Vertebrata	Letrei,Petmar,Chondrichthyes,Holostei,Sarcopterygia	Zgc:110339
PTHR24216:SF63	14	4	23	Deuterostomia	Echinodermata,Ptyfla,Ceph2,Hyperoartia,Parata,Calmil,Osteichthyes	Not found
PTHR20932:SF2	17	14	23	Deuterostomia	Ptyfla,Cephalochordata,Leth,Calmil,Amical,Galgal	And putative peptidoglycan-binding domain-containing protein 1-related
PTHR13774:SF17	26	19	23	Deuterostomia	Letrei,Chipun,Amical,Xentro	Phenazine biosynthesis-like domain-containing protein
PTHR33662	12	10	23	Deuterostomia	Echinodermata,Cephalochordata,Actinopterygii,Tetrapoda	Family not named
PTHR24248:SF176	59	19	23	Deuterostomia	Letrei,Petmar,Amical,Galgal	Not found
PTHR11679:SF85	23	21	23	Deuterostomia	Ptyfla,Amical	Not found
PTHR14520:SF4	20	19	23	Deuterostomia	Ptyfla,Letrei,Parata,Amical	Ribosomal protein 63, mitochondrial
PTHR14520	20	19	23	Deuterostomia	Ptyfla,Letrei,Parata,Amical	Family not named
PTHR31633:SF1	20	18	23	Deuterostomia	Leth,Parata,Calmil,Amical	H/aca ribonucleoprotein complex non-core subunit naf1
PTHR10971:SF11	26	22	23	Deuterostomia	Amical	Mrna export factor
PTHR12029:SF11	24	22	23	Deuterostomia	Amical	Methyltransferase tarbp1-related
PTHR11769:SF37	15	9	16	Vertebrata	Hyperoartia,Amical,Amniotes	Hyaluronidase
PTHR21502:SF4	11	9	23	Deuterostomia	Ptyfla,Letrei,Petmar,Gnathostomata	Rilp-like protein homolog
PTHR10075:SF88	12	8	23	Deuterostomia	Braflo,Hyperoartia,Gnathostomata	Not found
PTHR11675:SF123	18	17	23	Deuterostomia	Strpur,Bralan,Letrei,Petmar,Amical,Xentro	Not found
PTHR23077:SF156	23	21	23	Deuterostomia	Letrei,Amical	Not found
PTHR11686:SF56	37	15	16	Vertebrata	Amical	Not found
PTHR13138:SF3	19	19	23	Deuterostomia	Ptyfla,Letrei,Amical,Galgal	Cd2 antigen cytoplasmic tail-binding protein 2
PTHR13138	19	19	23	Deuterostomia	Ptyfla,Letrei,Amical,Galgal	Protein lin1
PTHR23227:SF78	64	9	23	Deuterostomia	Acapla,Ptyfla,Hyperoartia,Chondrichthyes,Amical,Euteleostei,Tetrapoda	Not found
PTHR24329:SF301	35	16	23	Deuterostomia	Acapla,Hemichordata,Cephalochordata,Amical	Paired mesoderm homeobox protein 2b
PTHR24131	25	13	23	Deuterostomia	Calmil,Osteichthyes	Family not named
PTHR45705:SF8	23	17	23	Deuterostomia	Echinodermata,Sackow,Brabel,Bralan,Amical	Stromal membrane-associated protein 1
PTHR12311	12	11	19	Chordata	Braflo,Petmar,Calmil,Holostei,Xentro,Galgal,Musmus	Family not named
PTHR16684	11	10	23	Deuterostomia	Hyperoartia,Chondrichthyes,Holostei,Orylat,Sarcopterygia	Centromere protein c
PTHR11615	35	21	23	Deuterostomia	Letrei,Amical	Nitrate, fromate, iron dehydrogenase
PTHR10476:SF1	25	20	23	Deuterostomia	Letrei,Calmil,Amical	Charged multivesicular body protein 3
PTHR24204:SF5	8	6	23	Deuterostomia	Acapla,Hemichordata,Cephalochordata,Letjap,Parata,Osteichthyes	Subfamily not named
PTHR11972:SF185	26	16	19	Chordata	Amical,Mammalia	Not found
PTHR12688:SF2	24	18	19	Chordata	Amical	Cytoplasmic dynein 1 light intermediate chain 1
PTHR46652:SF5	21	19	23	Deuterostomia	Strpur,Brabel,Letrei,Amical	Centrosomal protein 97
PTHR22769	23	21	23	Deuterostomia	Letrei,Amical	Mutt/nudix hydrolase
PTHR22769:SF56	23	21	23	Deuterostomia	Letrei,Amical	8-oxo-dgdp phosphatase nudt18
PTHR42861:SF2	26	22	23	Deuterostomia	Amical	Calcium-transporting atpase type 2c member 1
PTHR11211:SF3	31	21	23	Deuterostomia	Letrei,Amical	Homeobox protein mohawk
PTHR10953:SF3	22	20	23	Deuterostomia	Letrei,Amical,Xentro	Ubiquitin-like modifier-activating enzyme atg7
PTHR48078:SF8	18	10	19	Chordata	Brabel,Bralan,Petmar,Chondrichthyes,Amical,Danrer,Latcha,Galgal	Not found
PTHR12141:SF3	18	14	16	Vertebrata	Amical,Latcha	Arfaptin-2
PTHR34930	6	6	23	Deuterostomia	Strpur,Hemichordata,Cephalochordata,Leth,Osteichthyes	Family not named
PTHR46186	21	12	23	Deuterostomia	Strpur,Hemichordata,Brabel,Letrei,Actinopterygii,Mammalia	Family not named
PTHR45865:SF1	26	19	23	Deuterostomia	Strpur,Bralan,Letrei,Amical	E3 ubiquitin-protein ligase shprh
PTHR45865	27	21	23	Deuterostomia	Letrei,Amical	Family not named
PTHR46037:SF4	21	17	23	Deuterostomia	Echinodermata,Sackow,Bralan,Letrei,Amical	Growth factor receptor-bound protein 2
PTHR10528:SF6	11	10	16	Vertebrata	Hyperoartia,Parata,Amical,Danrer	Af4/fmr2 family member 1
