fid	clg	Bflo	Spu	Blan	Skow	Pfla	Apla	Chipun	Lepocu	Xentro	Galgal	Lepocu	Petmar	Parata
OG_16466	CLGC	BF07177		BL20128				Chipun_Chipu0011787|alpha1;Chipun_Chipu0003310|alpha2	Lepocu_ENSLOCG00000017953|alpha1;Lepocu_ENSLOCG00000017545|alpha2		Galgal_ENSGALG00000017658|alpha2	Lepocu_ENSLOCG00000017953|alpha1;Lepocu_ENSLOCG00000017545|alpha2	Petmar_LOC116953553|chrm52;Petmar_LOC116942073|chrm13;Petmar_LOC116950778|chrm40	Parata_EA26638|chr5;Parata_EA11268|chr10
OG_958	CLGC	BF07947	LOC579229	BL01635	Sakowv30040392m		LOC110990724	Chipun_Chipu0019229|alpha1;Chipun_Chipu0002932|alpha2	Lepocu_ENSLOCG00000015001|alpha1;Lepocu_ENSLOCG00000008691|alpha2	Xentro_snx22|alpha1	Galgal_ENSGALG00000018874|alpha2	Lepocu_ENSLOCG00000015001|alpha1;Lepocu_ENSLOCG00000008691|alpha2		Parata_EA16148|chr11
OG_8392	CLGC	BF15460	LOC115919424	BL32318	Sakowv30006991m	pfl_40v0_9_20150316_1g21359	LOC110987803	Chipun_Chipu0006302|alpha1;Chipun_Chipu0007115|beta2	Lepocu_ENSLOCG00000015141|alpha1;Lepocu_ENSLOCG00000006518|beta1;Lepocu_ENSLOCG00000004792|alpha2;Lepocu_ENSLOCG00000005481|beta2		Galgal_ENSGALG00000031313|alpha1;Galgal_ENSGALG00000028478|beta1;Galgal_ENSGALG00000002413|alpha2;Galgal_ENSGALG00000026716|beta2	Lepocu_ENSLOCG00000015141|alpha1;Lepocu_ENSLOCG00000006518|beta1;Lepocu_ENSLOCG00000004792|alpha2;Lepocu_ENSLOCG00000005481|beta2	Petmar_LOC116953643|chrm52;Petmar_LOC116942096|chrm13;Petmar_LOC116955057|chrm57	Parata_EA61143|chr4
OG_11752	CLGC		LOC579664	BL00322	Sakowv30003770m	pfl_40v0_9_20150316_1g5450	LOC110988687		Lepocu_ENSLOCG00000012995|alpha2	Xentro_ugdh.2|alpha1		Lepocu_ENSLOCG00000012995|alpha2		
OG_8542	CLGC	BF15534	LOC577653	BL02155	Sakowv30004492m	pfl_40v0_9_20150316_1g22239	LOC110979420	Chipun_Chipu0019550|alpha2	Lepocu_ENSLOCG00000008277|alpha2	Xentro_Xetrov90007510m|alpha1;Xentro_Xetrov90020263m|beta1	Galgal_ENSGALG00000000428|alpha2	Lepocu_ENSLOCG00000008277|alpha2	Petmar_HINT1|chrm13	Parata_EA17515|chr11
OG_7191	CLGC	BF03287		BL95900			LOC110979016		Lepocu_ENSLOCG00000004195|beta1;Lepocu_ENSLOCG00000005116|beta2		Galgal_ENSGALG00000013548|alpha2	Lepocu_ENSLOCG00000004195|beta1;Lepocu_ENSLOCG00000005116|beta2		Parata_EA65175|chr8;Parata_EA67136|chr8
OG_718	CLGC	BF15768	LOC581523	BL16311	Sakowv30021479m	pfl_40v0_9_20150316_1g14941	LOC110976304	Chipun_Chipu0006369|alpha2;Chipun_Chipu0007758|beta2	Lepocu_ENSLOCG00000013972|alpha1;Lepocu_ENSLOCG00000008624|beta1;Lepocu_ENSLOCG00000011941|alpha2;Lepocu_ENSLOCG00000001045|beta2	Xentro_anp32a|alpha1;Xentro_anp32e|beta1	Galgal_ENSGALG00000008054|alpha1;Galgal_ENSGALG00000039891|beta1;Galgal_ENSGALG00000037483|beta2	Lepocu_ENSLOCG00000013972|alpha1;Lepocu_ENSLOCG00000008624|beta1;Lepocu_ENSLOCG00000011941|alpha2;Lepocu_ENSLOCG00000001045|beta2	Petmar_LOC116939853|chrm1;Petmar_LOC116950592|chrm40;Petmar_LOC116942071|chrm13	Parata_EA56449|chr12;Parata_EA24795|chr5;Parata_EA64149|chr8
OG_16643	CLGC	BF07256	LOC583592	BL24138	Sakowv30023337m			Chipun_Chipu0003430|alpha2	Lepocu_ENSLOCG00000005613|alpha2	Xentro_LOC100497425|alpha1		Lepocu_ENSLOCG00000005613|alpha2	Petmar_LOC116942060|chrm13	
OG_7394	CLGC	BF20172	LOC373234	BL08634	Sakowv30036021m	pfl_40v0_9_20150316_1g12514	LOC110974492	Chipun_Chipu0012748|alpha1;Chipun_Chipu0003693|beta2	Lepocu_ENSLOCG00000013362|alpha1;Lepocu_ENSLOCG00000012796|alpha2	Xentro_myo5a-like|alpha1	Galgal_ENSGALG00000031987|alpha1	Lepocu_ENSLOCG00000013362|alpha1;Lepocu_ENSLOCG00000012796|alpha2	Petmar_LOC116942206|chrm13	Parata_EA14700|chr11;Parata_EA71796|chr12
OG_12289	CLGC	BF07195	LOC115920664	BL01135	Sakowv30004996m	pfl_40v0_9_20150316_1g34519	LOC110987440	Chipun_Chipu0013588|alpha1	Lepocu_ENSLOCG00000014032|alpha1;Lepocu_ENSLOCG00000012331|alpha2	Xentro_adamts7-like|alpha1	Galgal_ENSGALG00000008164|alpha1;Galgal_ENSGALG00000003295|alpha2	Lepocu_ENSLOCG00000014032|alpha1;Lepocu_ENSLOCG00000012331|alpha2	Petmar_LOC116940051|chrm1;Petmar_LOC116953506|chrm52;Petmar_ADAMTS12|chrm13	Parata_EA15456|chr11;Parata_EA12525|chr10
OG_16085	CLGC	BF03445	LOC580949	BL11166	Sakowv30020807m	pfl_40v0_9_20150316_1g5469	LOC110990362		Lepocu_ENSLOCG00000007592|beta1;Lepocu_ENSLOCG00000004894|alpha2		Galgal_ENSGALG00000024094|beta1;Galgal_ENSGALG00000013809|alpha2	Lepocu_ENSLOCG00000007592|beta1;Lepocu_ENSLOCG00000004894|alpha2		
OG_8538	CLGC	BF25233	LOC592238	BL21984	Sakowv30019415m	pfl_40v0_9_20150316_1g1285	LOC110988107		Lepocu_ENSLOCG00000014851|alpha1;Lepocu_ENSLOCG00000011999|alpha2	Xentro_herc1-like|alpha1	Galgal_ENSGALG00000003381|alpha1	Lepocu_ENSLOCG00000014851|alpha1;Lepocu_ENSLOCG00000011999|alpha2	Petmar_HERC1|chrm1	Parata_EA69382|chr12;Parata_EA72229|chr12
OG_7265	CLGC	BF16766		BL24479	Sakowv30011145m	pfl_40v0_9_20150316_1g16135			Lepocu_ENSLOCG00000014593|alpha2	Xentro_LOC100489552|beta1		Lepocu_ENSLOCG00000014593|alpha2		
OG_5626	CLGC	BF20121	LOC100889727	BL18782	Sakowv30021019m		LOC110976005	Chipun_Chipu0009019|alpha2	Lepocu_ENSLOCG00000014338|alpha1;Lepocu_ENSLOCG00000004362|alpha2		Galgal_ENSGALG00000014684|alpha2	Lepocu_ENSLOCG00000014338|alpha1;Lepocu_ENSLOCG00000004362|alpha2	Petmar_LOC116950706|chrm40	Parata_EA25211|chr5
OG_1239	CLGC	BF15959		BL21509	Sakowv30040386m	pfl_40v0_9_20150316_1g22922		Chipun_Chipu0016143|alpha1;Chipun_Chipu0011873|beta2	Lepocu_ENSLOCG00000014834|alpha1;Lepocu_ENSLOCG00000003454|beta2	Xentro_cib2|alpha1	Galgal_ENSGALG00000026674|alpha1;Galgal_ENSGALG00000003978|beta2	Lepocu_ENSLOCG00000014834|alpha1;Lepocu_ENSLOCG00000003454|beta2	Petmar_CIB2|chrm13;Petmar_LOC116939600|chrm1	Parata_EA13782|chr11;Parata_EA71230|chr12
OG_8001	CLGC	BF07818	LOC578583	BL22643	Sakowv30034319m	pfl_40v0_9_20150316_1g33490	LOC110987315	Chipun_Chipu0012905|alpha1	Lepocu_ENSLOCG00000013933|alpha1;Lepocu_ENSLOCG00000006647|alpha2	Xentro_pias1|alpha1;Xentro_Xetrov90022469m|beta1	Galgal_ENSGALG00000007970|alpha1;Galgal_ENSGALG00000034042|beta1;Galgal_ENSGALG00000039434|alpha2	Lepocu_ENSLOCG00000013933|alpha1;Lepocu_ENSLOCG00000006647|alpha2	Petmar_LOC116950660|chrm40;Petmar_LOC116939791|chrm1	Parata_EA56617|chr12
OG_2105	CLGC	BF15974	LOC578960	BL12253	Sakowv30030924m	pfl_40v0_9_20150316_1g24065	LOC110981384	Chipun_Chipu0011696|alpha1	Lepocu_ENSLOCG00000013489|alpha1;Lepocu_ENSLOCG00000011831|alpha2	Xentro_nedd4|alpha1	Galgal_ENSGALG00000004347|alpha1;Galgal_ENSGALG00000034584|alpha2	Lepocu_ENSLOCG00000013489|alpha1;Lepocu_ENSLOCG00000011831|alpha2	Petmar_LOC116942192|chrm13	Parata_EA70452|chr12;Parata_EA28237|chr5;Parata_EA27785|chr5
OG_4270	CLGC	BF07893	LOC105444696	BL21989	Sakowv30018146m	pfl_40v0_9_20150316_1g6506	LOC110982917	Chipun_Chipu0016144|alpha1;Chipun_Chipu0011872|beta2	Lepocu_ENSLOCG00000014836|alpha1;Lepocu_ENSLOCG00000007308|beta1;Lepocu_ENSLOCG00000007481|alpha2;Lepocu_ENSLOCG00000003473|beta2		Galgal_ENSGALG00000044505|beta1;Galgal_ENSGALG00000037611|alpha2	Lepocu_ENSLOCG00000014836|alpha1;Lepocu_ENSLOCG00000007308|beta1;Lepocu_ENSLOCG00000007481|alpha2;Lepocu_ENSLOCG00000003473|beta2	Petmar_LOC116939609|chrm1	Parata_EA28887|chr5;Parata_EA72074|chr12;Parata_EA70499|chr12
OG_2157	CLGC	BF20158	LOC762368	BL09855	Sakowv30033809m		LOC110976007	Chipun_Chipu0016961|alpha2	Lepocu_ENSLOCG00000013103|alpha1	Xentro_bloc1s6|alpha1	Galgal_ENSGALG00000040735|alpha1	Lepocu_ENSLOCG00000013103|alpha1		Parata_EA14513|chr11
OG_18859	CLGC		LOC754255	BL15734	Sakowv30019353m	pfl_40v0_9_20150316_1g7933	LOC110989700	Chipun_Chipu0017396|alpha2	Lepocu_ENSLOCG00000013097|alpha1	Xentro_sqrdl|alpha1	Galgal_ENSGALG00000033780|alpha1	Lepocu_ENSLOCG00000013097|alpha1	Petmar_SQOR|chrm40	Parata_EA26808|chr5
OG_218	CLGC	BF13288	LOC593676	BL26927	Sakowv30032193m	pfl_40v0_9_20150316_1g60	LOC110975627	Chipun_Chipu0014849|alpha1	Lepocu_ENSLOCG00000013892|alpha1	Xentro_smad6|alpha1	Galgal_ENSGALG00000025898|alpha1;Galgal_ENSGALG00000037160|alpha2	Lepocu_ENSLOCG00000013892|alpha1	Petmar_SMAD6|chrm1;Petmar_LOC116950662|chrm40;Petmar_LOC116941965|chrm13	Parata_EA27058|chr5;Parata_EA15240|chr11
OG_18809	CLGC	BF07352	LOC105447389	BL21807	Sakowv30010538m	pfl_40v0_9_20150316_1g8680	LOC110987119	Chipun_Chipu0020569|alpha2	Lepocu_ENSLOCG00000012953|alpha1;Lepocu_ENSLOCG00000005899|alpha2	Xentro_whamm|alpha1	Galgal_ENSGALG00000006002|alpha1;Galgal_ENSGALG00000014819|alpha2	Lepocu_ENSLOCG00000012953|alpha1;Lepocu_ENSLOCG00000005899|alpha2	Petmar_JMY|chrm1	
OG_4184	CLGC	BF07460	LOC105440617	BL22806	Sakowv30003687m	pfl_40v0_9_20150316_1g9314	LOC110977312	Chipun_Chipu0012850|alpha1	Lepocu_ENSLOCG00000013558|alpha2	Xentro_Xetrov90009912m|alpha1		Lepocu_ENSLOCG00000013558|alpha2	Petmar_CTC1|chrm40	Parata_EA26522|chr5;Parata_EA24590|chr5
OG_5892	CLGC		LOC105436407	BL10411	Sakowv30026316m	pfl_40v0_9_20150316_1g1644	LOC110974211		Lepocu_ENSLOCG00000014646|alpha2	Xentro_bcl11b|beta1		Lepocu_ENSLOCG00000014646|alpha2		Parata_EA11581|chr10
OG_8426	CLGC	BF03267	LOC115920538	BL00176	Sakowv30041987m	pfl_40v0_9_20150316_1g5458	LOC110990313	Chipun_Chipu0027405|alpha1;Chipun_Chipu0007098|beta2	Lepocu_ENSLOCG00000014435|alpha1;Lepocu_ENSLOCG00000004179|beta2	Xentro_igf1r|alpha1;Xentro_insrr|beta1	Galgal_ENSGALG00000040651|alpha1;Galgal_ENSGALG00000013253|beta1;Galgal_ENSGALG00000040758|beta2	Lepocu_ENSLOCG00000014435|alpha1;Lepocu_ENSLOCG00000004179|beta2	Petmar_LOC116939503|chrm1;Petmar_LOC116953599|chrm52;Petmar_LOC116950613|chrm40	Parata_EA70714|chr12;Parata_EA69507|chr12;Parata_EA09005|chr10;Parata_EA11453|chr10;Parata_EA27072|chr5;Parata_EA13770|chr11
OG_2341	CLGC	BF20177		BL21941	Sakowv30036976m	pfl_40v0_9_20150316_1g11220	LOC110976328	Chipun_Chipu0013106|alpha1;Chipun_Chipu0003425|alpha2	Lepocu_ENSLOCG00000014500|alpha1;Lepocu_ENSLOCG00000009018|beta1;Lepocu_ENSLOCG00000005520|alpha2	Xentro_sv2b-like|alpha1;Xentro_sv2a|beta1	Galgal_ENSGALG00000030250|alpha1;Galgal_ENSGALG00000014967|alpha2	Lepocu_ENSLOCG00000014500|alpha1;Lepocu_ENSLOCG00000009018|beta1;Lepocu_ENSLOCG00000005520|alpha2	Petmar_LOC116951237|chrm1;Petmar_LOC116950803|chrm40;Petmar_LOC116941878|chrm13	Parata_EA70838|chr12;Parata_EA27234|chr5;Parata_EA17002|chr11
OG_8409	CLGC		LOC105437237	BL10386	Sakowv30032300m		LOC110981873		Lepocu_ENSLOCG00000011382|alpha2	Xentro_LOC100496618|alpha1		Lepocu_ENSLOCG00000011382|alpha2	Petmar_LOC116950780|chrm40	Parata_EA09011|chr10
OG_12908	CLGC	BF07379	LOC115920510	BL02962	Sakowv30041161m	pfl_40v0_9_20150316_1g3686	LOC110977320	Chipun_Chipu0012904|alpha1	Lepocu_ENSLOCG00000013929|alpha1;Lepocu_ENSLOCG00000012403|alpha2	Xentro_skor1|alpha1	Galgal_ENSGALG00000029521|alpha1;Galgal_ENSGALG00000045544|alpha2	Lepocu_ENSLOCG00000013929|alpha1;Lepocu_ENSLOCG00000012403|alpha2	Petmar_SKOR1|chrm1;Petmar_LOC116941968|chrm13	Parata_EA56510|chr12;Parata_EA14984|chr11
OG_16176	CLGC	BF07883	dri	BL12737	Sakowv30034340m	pfl_40v0_9_20150316_1g21592	LOC110977286	Chipun_Chipu0015149|alpha1;Chipun_Chipu0008866|beta2	Lepocu_ENSLOCG00000015152|alpha1;Lepocu_ENSLOCG00000006663|alpha2;Lepocu_ENSLOCG00000002384|beta2	Xentro_arid3b|alpha1	Galgal_ENSGALG00000001376|alpha1;Galgal_ENSGALG00000005839|alpha2;Galgal_ENSGALG00000026231|beta2	Lepocu_ENSLOCG00000015152|alpha1;Lepocu_ENSLOCG00000006663|alpha2;Lepocu_ENSLOCG00000002384|beta2	Petmar_LOC116954947|chrm57	Parata_EA68432|chr8
OG_16188	CLGC	BF15879	LOC575071	BL01374	Sakowv30030627m	pfl_40v0_9_20150316_1g3070	LOC110988682	Chipun_Chipu0018722|alpha1;Chipun_Chipu0003388|alpha2;Chipun_Chipu0015135|beta2	Lepocu_ENSLOCG00000014199|alpha1;Lepocu_ENSLOCG00000011141|alpha2;Lepocu_ENSLOCG00000000850|beta2	Xentro_map1a-like.1|alpha1	Galgal_ENSGALG00000008425|alpha1;Galgal_ENSGALG00000046283|alpha2;Galgal_ENSGALG00000039108|beta2	Lepocu_ENSLOCG00000014199|alpha1;Lepocu_ENSLOCG00000011141|alpha2;Lepocu_ENSLOCG00000000850|beta2	Petmar_MAP1B|chrm1;Petmar_LOC116953664|chrm52;Petmar_LOC116954930|chrm57;Petmar_LOC116942076|chrm13	Parata_EA71397|chr12;Parata_EA13823|chr11;Parata_EA09187|chr10;Parata_EA66061|chr8;Parata_EA11737|chr10
OG_16191	CLGC	BF07459	LOC585495	BL18408	Sakowv30030640m		LOC110985890	Chipun_Chipu0029892|beta2	Lepocu_ENSLOCG00000008658|beta1;Lepocu_ENSLOCG00000008143|alpha2;Lepocu_ENSLOCG00000006221|beta2		Galgal_ENSGALG00000002523|alpha2;Galgal_ENSGALG00000001252|beta2	Lepocu_ENSLOCG00000008658|beta1;Lepocu_ENSLOCG00000008143|alpha2;Lepocu_ENSLOCG00000006221|beta2	Petmar_LOC116940077|chrm1;Petmar_LOC116954917|chrm57;Petmar_LOC116953543|chrm52	Parata_EA63895|chr8;Parata_EA10634|chr10
OG_16197	CLGC	BF07289	LOC590671	BL18466	Sakowv30034359m	pfl_40v0_9_20150316_1g33626	LOC110982955	Chipun_Chipu0013287|alpha2	Lepocu_ENSLOCG00000013827|alpha1;Lepocu_ENSLOCG00000008793|beta1;Lepocu_ENSLOCG00000011126|alpha2	Xentro_dennd4a|alpha1	Galgal_ENSGALG00000041403|alpha1;Galgal_ENSGALG00000015083|alpha2	Lepocu_ENSLOCG00000013827|alpha1;Lepocu_ENSLOCG00000008793|beta1;Lepocu_ENSLOCG00000011126|alpha2	Petmar_LOC116950764|chrm40;Petmar_LOC116956544|chrm1	Parata_EA27345|chr5;Parata_EA70310|chr12;Parata_EA71663|chr12
OG_7995	CLGC	BF07912	LOC575136	BL12113	Sakowv30007025m	pfl_40v0_9_20150316_1g8128	LOC110987762	Chipun_Chipu0009741|alpha2;Chipun_Chipu0015142|beta2	Lepocu_ENSLOCG00000008989|alpha2;Lepocu_ENSLOCG00000002827|beta2		Galgal_ENSGALG00000030554|beta1;Galgal_ENSGALG00000002539|alpha2;Galgal_ENSGALG00000031411|beta2	Lepocu_ENSLOCG00000008989|alpha2;Lepocu_ENSLOCG00000002827|beta2	Petmar_LOC116954943|chrm57;Petmar_KCNN1|chrm52;Petmar_LOC116940030|chrm1	Parata_EA70927|chr12;Parata_EA69109|chr12;Parata_EA11830|chr10
OG_7321	CLGC	BF05640	LOC590194	BL00110	Sakowv30034312m	pfl_40v0_9_20150316_1g23549	LOC110987323	Chipun_Chipu0015930|alpha1;Chipun_Chipu0008854|beta2	Lepocu_ENSLOCG00000014651|alpha1;Lepocu_ENSLOCG00000011876|alpha2;Lepocu_ENSLOCG00000003877|beta2	Xentro_LOC100497102-like|alpha1	Galgal_ENSGALG00000039164|alpha1;Galgal_ENSGALG00000030063|alpha2;Galgal_ENSGALG00000027961|beta2	Lepocu_ENSLOCG00000014651|alpha1;Lepocu_ENSLOCG00000011876|alpha2;Lepocu_ENSLOCG00000003877|beta2	Petmar_LOC116942150|chrm13;Petmar_LOC116940825|chrm1	Parata_EA15269|chr11;Parata_EA12968|chr10;Parata_EA09899|chr10
OG_7318	CLGC	BF07424	LOC582941	BL01652	Sakowv30014614m	pfl_40v0_9_20150316_1g19587	LOC110981100	Chipun_Chipu0017094|alpha1;Chipun_Chipu0010905|alpha2	Lepocu_ENSLOCG00000014990|alpha1;Lepocu_ENSLOCG00000008603|alpha2	Xentro_znf609|alpha1	Galgal_ENSGALG00000040087|alpha1;Galgal_ENSGALG00000005016|alpha2	Lepocu_ENSLOCG00000014990|alpha1;Lepocu_ENSLOCG00000008603|alpha2	Petmar_LOC116941908|chrm1;Petmar_LOC116953595|chrm52;Petmar_LOC116950759|chrm40;Petmar_ZNF608|chrm13;Petmar_LOC116953515|chrm52	Parata_EA70979|chr12;Parata_EA30620|chr5;Parata_EA15428|chr11;Parata_EA25589|chr5;Parata_EA15656|chr11
OG_3141	CLGC	BF07462		BL01984	Sakowv30001235m			Chipun_Chipu0020547|alpha1;Chipun_Chipu0004010|alpha2;Chipun_Chipu0015815|beta2	Lepocu_ENSLOCG00000017948|alpha1;Lepocu_ENSLOCG00000012193|alpha2;Lepocu_ENSLOCG00000017635|beta2	Xentro_lingo1|alpha1		Lepocu_ENSLOCG00000017948|alpha1;Lepocu_ENSLOCG00000012193|alpha2;Lepocu_ENSLOCG00000017635|beta2	Petmar_LOC116953518|chrm52;Petmar_LOC116955039|chrm57;Petmar_LOC116950754|chrm40	Parata_EA56547|chr12;Parata_EA14165|chr11;Parata_EA29217|chr5
OG_8008	CLGC	BF25263	LOC591166	BL02732	Sakowv30011791m		LOC110987947	Chipun_Chipu0019196|alpha2	Lepocu_ENSLOCG00000012971|alpha1;Lepocu_ENSLOCG00000005705|alpha2	Xentro_pde8a|alpha1	Galgal_ENSGALG00000005992|alpha1;Galgal_ENSGALG00000004339|alpha2	Lepocu_ENSLOCG00000012971|alpha1;Lepocu_ENSLOCG00000005705|alpha2	Petmar_PDE8B|chrm1;Petmar_LOC116954942|chrm57	Parata_EA69704|chr12;Parata_EA67000|chr8
OG_8696	CLGC	BF15744	LOC100894133	BL14682	Sakowv30000664m	pfl_40v0_9_20150316_1g9639	LOC110984526	Chipun_Chipu0013289|alpha2	Lepocu_ENSLOCG00000013837|alpha1;Lepocu_ENSLOCG00000008463|alpha2	Xentro_megf11-like|alpha1;Xentro_Xetrov90022265m|beta1	Galgal_ENSGALG00000007631|alpha1;Galgal_ENSGALG00000028622|beta1;Galgal_ENSGALG00000014699|alpha2	Lepocu_ENSLOCG00000013837|alpha1;Lepocu_ENSLOCG00000008463|alpha2	Petmar_MEGF10|chrm13;Petmar_LOC116940896|chrm1;Petmar_LOC116941918|chrm1	Parata_EA70943|chr12;Parata_EA15537|chr11
OG_7921	CLGC	BF07340	LOC583805	BL03263	Sakowv30011817m	pfl_40v0_9_20150316_1g4808	LOC110982910	Chipun_Chipu0006774|alpha2;Chipun_Chipu0020745|beta2	Lepocu_ENSLOCG00000012948|alpha1;Lepocu_ENSLOCG00000005916|alpha2;Lepocu_ENSLOCG00000002136|beta2	Xentro_homer2|alpha1	Galgal_ENSGALG00000006008|alpha1;Galgal_ENSGALG00000014813|alpha2;Galgal_ENSGALG00000003074|beta2	Lepocu_ENSLOCG00000012948|alpha1;Lepocu_ENSLOCG00000005916|alpha2;Lepocu_ENSLOCG00000002136|beta2	Petmar_LOC116941201|chrm1;Petmar_LOC116950683|chrm40;Petmar_LOC116941885|chrm13	Parata_EA29571|chr5
OG_8581	CLGC	BF07102	LOC115920720	BL12175				Chipun_Chipu0015668|alpha1	Lepocu_ENSLOCG00000007917|alpha2		Galgal_ENSGALG00000027389|alpha2	Lepocu_ENSLOCG00000007917|alpha2	Petmar_RGS7BP|chrm13	Parata_EA29418|chr5
OG_14723	CLGC	BF07155	LOC578024	BL12796	Sakowv30026126m	pfl_40v0_9_20150316_1g34192	LOC110987794	Chipun_Chipu0006303|alpha1	Lepocu_ENSLOCG00000015133|alpha1;Lepocu_ENSLOCG00000006783|alpha2	Xentro_parp6|alpha1	Galgal_ENSGALG00000001981|alpha1;Galgal_ENSGALG00000014880|alpha2	Lepocu_ENSLOCG00000015133|alpha1;Lepocu_ENSLOCG00000006783|alpha2	Petmar_LOC116940607|chrm1	Parata_EA69626|chr12
OG_1693	CLGC	BF25265	LOC762869	BL07074	Sakowv30011786m		LOC110987944	Chipun_Chipu0003434|alpha2	Lepocu_ENSLOCG00000012968|alpha1;Lepocu_ENSLOCG00000006286|beta1	Xentro_kiaa0907|beta1	Galgal_ENSGALG00000014652|beta1	Lepocu_ENSLOCG00000012968|alpha1;Lepocu_ENSLOCG00000006286|beta1		Parata_EA65167|chr8
OG_8666	CLGC	BF07923	LOC115920601	BL05289	Sakowv30030707m	pfl_40v0_9_20150316_1g7604	LOC110987079	Chipun_Chipu0018469|alpha1;Chipun_Chipu0003312|alpha2;Chipun_Chipu0013528|beta2	Lepocu_ENSLOCG00000014848|alpha1;Lepocu_ENSLOCG00000011423|alpha2;Lepocu_ENSLOCG00000001875|beta2	Xentro_dapk2|alpha1	Galgal_ENSGALG00000003336|alpha1;Galgal_ENSGALG00000012608|alpha2;Galgal_ENSGALG00000037733|beta2	Lepocu_ENSLOCG00000014848|alpha1;Lepocu_ENSLOCG00000011423|alpha2;Lepocu_ENSLOCG00000001875|beta2	Petmar_DAPK1|chrm13;Petmar_DAPK2|chrm1;Petmar_DAPK3|chrm57	Parata_EA15928|chr11;Parata_EA69624|chr12;Parata_EA66503|chr8;Parata_EA67853|chr8
OG_6699	CLGC	BF16720	LOC753198	BL22175	Sakowv30037524m	pfl_40v0_9_20150316_1g2178	LOC110976022	Chipun_Chipu0013280|alpha1;Chipun_Chipu0011043|alpha2	Lepocu_ENSLOCG00000017949|alpha1;Lepocu_ENSLOCG00000017681|beta1;Lepocu_ENSLOCG00000017523|alpha2;Lepocu_ENSLOCG00000017634|beta2	Xentro_ankrd34a|beta1	Galgal_ENSGALG00000030576|alpha1;Galgal_ENSGALG00000044727|alpha2	Lepocu_ENSLOCG00000017949|alpha1;Lepocu_ENSLOCG00000017681|beta1;Lepocu_ENSLOCG00000017523|alpha2;Lepocu_ENSLOCG00000017634|beta2	Petmar_LOC116953536|chrm52;Petmar_ANKRD34C|chrm13;Petmar_LOC116950620|chrm40	Parata_EA09753|chr10;Parata_EA09111|chr10
OG_7085	CLGC	BF15772	LOC578539	BL14532	Sakowv30001279m	pfl_40v0_9_20150316_1g20180	LOC110979360	Chipun_Chipu0003504|alpha2	Lepocu_ENSLOCG00000007674|beta1;Lepocu_ENSLOCG00000009837|alpha2	Xentro_prune|beta1	Galgal_ENSGALG00000042220|beta1;Galgal_ENSGALG00000042157|alpha2	Lepocu_ENSLOCG00000007674|beta1;Lepocu_ENSLOCG00000009837|alpha2	Petmar_PRUNE1|chrm1	
OG_1014	CLGC	BF07166	LOC115918411	BL16902	Sakowv30002870m	pfl_40v0_9_20150316_1g3689	LOC110984156	Chipun_Chipu0003293|alpha2	Lepocu_ENSLOCG00000008897|beta1;Lepocu_ENSLOCG00000002171|alpha2	Xentro_ubqln4|beta1	Galgal_ENSGALG00000042214|beta1;Galgal_ENSGALG00000012585|alpha2	Lepocu_ENSLOCG00000008897|beta1;Lepocu_ENSLOCG00000002171|alpha2	Petmar_LOC116954951|chrm57	Parata_EA68449|chr8
OG_8703	CLGC	BF03238		BL12254		pfl_40v0_9_20150316_1g6769		Chipun_Chipu0021325|alpha1;Chipun_Chipu0022524|beta2	Lepocu_ENSLOCG00000014736|alpha1;Lepocu_ENSLOCG00000007452|beta1;Lepocu_ENSLOCG00000011000|alpha2;Lepocu_ENSLOCG00000003523|beta2	Xentro_Xetrov90008553m|alpha1	Galgal_ENSGALG00000003521|alpha1;Galgal_ENSGALG00000013537|beta1;Galgal_ENSGALG00000025842|alpha2	Lepocu_ENSLOCG00000014736|alpha1;Lepocu_ENSLOCG00000007452|beta1;Lepocu_ENSLOCG00000011000|alpha2;Lepocu_ENSLOCG00000003523|beta2	Petmar_LOC116955038|chrm57;Petmar_LOC116957900|chrm1;Petmar_LOC116953557|chrm52;Petmar_LOC116942030|chrm13	Parata_EA69101|chr12;Parata_EA14141|chr11;Parata_EA09017|chr10;Parata_EA10149|chr10
OG_668	CLGC		LOC752904	BL06905	Sakowv30032186m	pfl_40v0_9_20150316_1g25834	LOC110976091	Chipun_Chipu0017314|alpha1	Lepocu_ENSLOCG00000014422|alpha1;Lepocu_ENSLOCG00000012573|alpha2			Lepocu_ENSLOCG00000014422|alpha1;Lepocu_ENSLOCG00000012573|alpha2	Petmar_LOC116941927|chrm13	Parata_EA16118|chr11
OG_8851	CLGC	BF07787	LOC100888955	BL18961	Sakowv30025612m	pfl_40v0_9_20150316_1g3857	LOC110977267	Chipun_Chipu0004061|alpha1;Chipun_Chipu0003300|alpha2	Lepocu_ENSLOCG00000014521|alpha1;Lepocu_ENSLOCG00000002294|alpha2	Xentro_ntrk3-like.1|alpha1;Xentro_ntrk1|beta1	Galgal_ENSGALG00000040241|alpha1;Galgal_ENSGALG00000019019|beta1;Galgal_ENSGALG00000012594|alpha2	Lepocu_ENSLOCG00000014521|alpha1;Lepocu_ENSLOCG00000002294|alpha2	Petmar_LOC116940892|chrm1;Petmar_LOC103091785|chrm52;Petmar_NTRK2|chrm13	Parata_EA72506|chr12;Parata_EA12163|chr10;Parata_EA14917|chr11;Parata_EA10494|chr10
